Title,Author,Publisher,Parent Group,Primary ISBN13,NYT List,NYT List Published Date,Weeks on NYT List
THE LAST BLACK UNICORN,Tiffany Haddish,Gallery,Simon & Schuster,9.78E+12,Paperback Nonfiction,2/17/19,1
HILLBILLY ELEGY,J.D. Vance,Harper,HarperCollins,9.78E+12,Paperback Nonfiction,2/17/19,31
"THINKING, FAST AND SLOW",Daniel Kahneman,"Farrar, Straus & Giroux",HarperCollins,9.78E+12,Paperback Nonfiction,2/17/19,200
GO AHEAD IN THE RAIN: NOTES TO A TRIBE CALLED QUEST,Hanif Abdurraqib,University of Texas,University of Texas Press,9.78E+12,Paperback Nonfiction,2/17/19,1
SHOE DOG,Phil Knight,Scribner,Simon & Schuster,9.78E+12,Paperback Nonfiction,2/17/19,29
BEAUTIFUL BOY,David Sheff,Mariner,HarperCollins,9.78E+12,Paperback Nonfiction,2/17/19,21
"GIRL, WASH YOUR FACE",Rachel Hollis,Thomas Nelson,HarperCollins,9.78E+12,Advice How-To and Miscellaneous,2/17/19,43
THE LIFE-CHANGING MAGIC OF TIDYING UP,Marie Kondo,Ten Speed,Penguin Random House,9.78E+12,Advice How-To and Miscellaneous,2/17/19,151
THE SUBTLE ART OF NOT GIVING A F*CK,Mark Manson,HarperOne/HarperCollins,HarperCollins,9.78E+12,Advice How-To and Miscellaneous,2/17/19,112
YOU ARE A BADASS,Jen Sincero,Running Press,Hachette Book,9.78E+12,Advice How-To and Miscellaneous,2/17/19,157
IT'S NOT SUPPOSED TO BE THIS WAY,Lysa TerKeurst,Thomas Nelson,HarperCollins,9.78E+12,Advice How-To and Miscellaneous,2/17/19,7
SPARK JOY,Marie Kondo,Ten Speed,Penguin Random House,9.78E+12,Advice How-To and Miscellaneous,2/17/19,21
SALT FAT ACID HEAT,Samin Nosrat.,Simon & Schuster,Simon & Schuster,9.78E+12,Advice How-To and Miscellaneous,2/17/19,16
CAN'T HURT ME,David Goggins,Lioncrest,Lioncrest Publishing,9.78E+12,Advice How-To and Miscellaneous,2/17/19,6
DREYER'S ENGLISH,Benjamin Dreyer,Random House,Penguin Random House,9.78E+12,Advice How-To and Miscellaneous,2/17/19,1
THE FIVE LOVE LANGUAGES,Gary Chapman,Northfield,Northfield,9.78E+12,Advice How-To and Miscellaneous,2/17/19,266
LOVE FROM THE VERY HUNGRY CATERPILLAR,Eric Carle,Grosset & Dunlap,Penguin Random House,9.78E+12,Picture Books,2/17/19,22
THE WONDERFUL THINGS YOU WILL BE,Emily Winfield Martin,Random House,Penguin Random House,9.78E+12,Picture Books,2/17/19,170
PETE THE CAT: VALENTINE'S DAY IS COOL,James Dean and Kimberly Dean,HarperFestival,HarperCollins,9.78E+12,Picture Books,2/17/19,10
DRAGONS LOVE TACOS,Adam Rubin.,Dial,Penguin Random House,9.78E+12,Picture Books,2/17/19,257
THE DAY THE CRAYONS QUIT,Drew Daywalt.,Philomel,Penguin Random House,9.78E+12,Picture Books,2/17/19,261
P IS FOR PTERODACTYL,Raj Haldar and Chris Carpenter,Sourcebooks Jabberwocky,Sourcebooks,9.78E+12,Picture Books,2/17/19,9
GRUMPY MONKEY,Suzanne Lang.,Random House,Penguin Random House,9.78E+12,Picture Books,2/17/19,8
HELLO LIGHTHOUSE,Sophie Blackall,"Little, Brown",Hachette Book,9.78E+12,Picture Books,2/17/19,1
SUPERHEROES ARE EVERYWHERE,Kamala Harris,Philomel,Penguin Random House,9.78E+12,Picture Books,2/17/19,4
THE BOOK WITH NO PICTURES,B.J. Novak,Dial,Penguin Random House,9.78E+12,Picture Books,2/17/19,153
DOG MAN,Dav Pilkey,Scholastic,Scholastic,9.78E+12,Series Books,2/17/19,75
DIARY OF A WIMPY KID,and   Jeff Kinney,Amulet,Abrams,9.78E+12,Series Books,2/17/19,516
HARRY POTTER,J.K. Rowling,Scholastic,Scholastic,9.78E+12,Series Books,2/17/19,515
I SURVIVED,Lauren Tarshis,Scholastic,Scholastic,9.78E+12,Series Books,2/17/19,47
CAPTAIN UNDERPANTS,and   Dav Pilkey,Scholastic,Scholastic,9.78E+12,Series Books,2/17/19,156
TO ALL THE BOYS I'VE LOVED BEFORE,Jenny Han,Simon & Schuster,Simon & Schuster,9.78E+12,Series Books,2/17/19,29
DORK DIARIES,Rachel Ren√©e Russell,Simon & Schuster,Simon & Schuster,9.78E+12,Series Books,2/17/19,277
HILO,Judd Winick,Random House,Penguin Random House,9.78E+12,Series Books,2/17/19,1
PERCY JACKSON & THE OLYMPIANS,Rick Riordan,Disney-Hyperion,Disney Publishing Worldwide,9.78E+12,Series Books,2/17/19,495
WINGS OF FIRE,Tui T. Sutherland,Scholastic,Scholastic,9.78E+12,Series Books,2/17/19,40
KING OF SCARS,Leigh Bardugo,Imprint,Other,9.78E+12,Young Adult Hardcover,2/17/19,1
THE HATE U GIVE,Angie Thomas,Balzer & Bray,HarperCollins,9.78E+12,Young Adult Hardcover,2/17/19,101
"THE FORK, THE WITCH, AND THE WORM",Christopher Paolini with Angela Paolini,Knopf,Penguin Random House,9.78E+12,Young Adult Hardcover,2/17/19,5
FIVE FEET APART,Rachael Lippincott with Mikki Daughtry and Tobias Iaconis,Simon & Schuster,Simon & Schuster,9.78E+12,Young Adult Hardcover,2/17/19,9
TWO CAN KEEP A SECRET,Karen M McManus,Delacorte,Penguin Random House,9.78E+12,Young Adult Hardcover,2/17/19,4
ONE OF US IS LYING,Karen M. McManus,Delacorte,Penguin Random House,9.78E+12,Young Adult Hardcover,2/17/19,74
A CURSE SO DARK AND LONELY,Brigid Kemmerer,Bloomsbury,Bloomsbury Publishing,9.78E+12,Young Adult Hardcover,2/17/19,1
DEAR EVAN HANSEN: THE NOVEL,"Val Emmich with Steven Levenson, Benj Pasek & Justin Paul",Poppy,Poppy,9.78E+12,Young Adult Hardcover,2/17/19,17
CHILDREN OF BLOOD AND BONE,Tomi Adeyemi,Holt,Macmillan Publishers,9.78E+12,Young Adult Hardcover,2/17/19,48
THE POET X,Elizabeth Acevedo,HarperTeen,HarperCollins,9.78E+12,Young Adult Hardcover,2/17/19,7
WHERE THE CRAWDADS SING,Delia Owens,Putnam,Penguin Random House,9.78E+12,Combined Print and E-Book Fiction,3/17/19,25
THE TATTOOIST OF AUSCHWITZ,Heather Morris,Harper,HarperCollins,9.78E+12,Combined Print and E-Book Fiction,3/17/19,25
THE HUNTRESS,Kate Quinn,Morrow,HarperCollins,9.78E+12,Combined Print and E-Book Fiction,3/17/19,1
THE BORDER,Don Winslow,Morrow,HarperCollins,9.78E+12,Combined Print and E-Book Fiction,3/17/19,1
THE CHEF,James Patterson and Max DiLallo,"Little, Brown",Hachette Book,9.78E+12,Combined Print and E-Book Fiction,3/17/19,2
CHOCOLATE CREAM PIE MURDER,Joanne Fluke,Kensington,Kensington Publishing Corp.,9.78E+12,Combined Print and E-Book Fiction,3/17/19,1
THE SILENT PATIENT,Alex Michaelides,Celadon,Macmillan Publishers,9.78E+12,Combined Print and E-Book Fiction,3/17/19,4
THE LOST GIRLS OF PARIS,Pam Jenoff,Park Row,HarperCollins,9.78E+12,Combined Print and E-Book Fiction,3/17/19,5
BACKLASH,Lisa Jackson,Zebra,Kensington Publishing,9.78E+12,Combined Print and E-Book Fiction,3/17/19,1
ELEANOR OLIPHANT IS COMPLETELY FINE,Gail Honeyman,Penguin,Penguin Random House,9.78E+12,Combined Print and E-Book Fiction,3/17/19,28
CALIFORNIA GIRLS,Susan Mallery,MIRA,HarperCollins,9.78E+12,Combined Print and E-Book Fiction,3/17/19,1
WHEN AUGUST ENDS,Penelope Ward,Penelope Ward,Penelope Ward,9.78E+12,Combined Print and E-Book Fiction,3/17/19,1
NEVER TELL,Lisa Gardner,Dutton,Penguin Random House,9.78E+12,Combined Print and E-Book Fiction,3/17/19,2
CIRCLE OF THE MOON,Faith Hunter,Ace,Penguin Random House,9.78E+12,Combined Print and E-Book Fiction,3/17/19,1
AN ANONYMOUS GIRL,Greer Hendricks and Sarah Pekkanen,St. Martin's,Macmillan Publishers,9.78E+12,Combined Print and E-Book Fiction,3/17/19,8
BECOMING,Michelle Obama,Crown,Penguin Random House,9.78E+12,Combined Print and E-Book Nonfiction,3/17/19,16
EDUCATED,Tara Westover,Random House,Penguin Random House,9.78E+12,Combined Print and E-Book Nonfiction,3/17/19,54
THE THREAT,Andrew G McCabe,St. Martin's,Macmillan Publishers,9.78E+12,Combined Print and E-Book Nonfiction,3/17/19,2
BAD BLOOD,John Carreyrou,Knopf,Penguin Random House,9.78E+12,Combined Print and E-Book Nonfiction,3/17/19,30
SAY NOTHING,Patrick Radden Keefe,Doubleday,Penguin Random House,9.78E+12,Combined Print and E-Book Nonfiction,3/17/19,1
WOMEN ROWING NORTH,Mary Pipher,Bloomsbury,Bloomsbury Publishing,9.78E+12,Combined Print and E-Book Nonfiction,3/17/19,6
GRATEFUL AMERICAN,Gary Sinise with Marcus Brotherton,Thomas Nelson,HarperCollins,9.78E+12,Combined Print and E-Book Nonfiction,3/17/19,3
SPEARHEAD,Adam Makos,Ballantine,Penguin Random House,9.78E+12,Combined Print and E-Book Nonfiction,3/17/19,2
BORN A CRIME,Trevor Noah,Spiegel & Grau,Spiegel & Grau,9.78E+12,Combined Print and E-Book Nonfiction,3/17/19,36
BEAUTIFUL BOY,David Sheff,Mariner,HarperCollins,9.78E+12,Combined Print and E-Book Nonfiction,3/17/19,4
THE UNINHABITABLE EARTH,David Wallace-Wells,Tim Duggan,Macmillan Publishers,9.78E+12,Combined Print and E-Book Nonfiction,3/17/19,2
SAPIENS,Yuval Noah Harari,Harper,HarperCollins,9.78E+12,Combined Print and E-Book Nonfiction,3/17/19,62
THE FIRST CONSPIRACY,Brad Meltzer and Josh Mensch,Flatiron,Macmillan Publishers,9.78E+12,Combined Print and E-Book Nonfiction,3/17/19,8
THE LIBRARY BOOK,Susan Orlean,Simon & Schuster,Simon & Schuster,9.78E+12,Combined Print and E-Book Nonfiction,3/17/19,14
KILLERS OF THE FLOWER MOON,David Grann,Doubleday,Penguin Random House,9.78E+12,Combined Print and E-Book Nonfiction,3/17/19,67
WHERE THE CRAWDADS SING,Delia Owens,Putnam,Penguin Random House,9.78E+12,Hardcover Fiction,3/17/19,26
THE CHEF,James Patterson and Max DiLallo,"Little, Brown",Hachette Book,9.78E+12,Hardcover Fiction,3/17/19,2
THE BORDER,Don Winslow,Morrow,HarperCollins,9.78E+12,Hardcover Fiction,3/17/19,1
AN ANONYMOUS GIRL,Greer Hendricks and Sarah Pekkanen,St. Martin's,Macmillan Publishers,9.78E+12,Hardcover Fiction,3/17/19,8
THE SILENT PATIENT,Alex Michaelides,Celadon,Macmillan Publishers,9.78E+12,Hardcover Fiction,3/17/19,4
CHOCOLATE CREAM PIE MURDER,Joanne Fluke,Kensington,Kensington Publishing Corp.,9.78E+12,Hardcover Fiction,3/17/19,1
NINE PERFECT STRANGERS,Liane Moriarty,Flatiron,Macmillan Publishers,9.78E+12,Hardcover Fiction,3/17/19,14
THE RECKONING,John Grisham,Doubleday,Penguin Random House,9.78E+12,Hardcover Fiction,3/17/19,19
NEVER TELL,Lisa Gardner,Dutton,Penguin Random House,9.78E+12,Hardcover Fiction,3/17/19,2
FIRE AND BLOOD,George R.R. Martin,Bantam,Penguin Random House,9.78E+12,Hardcover Fiction,3/17/19,15
THE PRIORY OF THE ORANGE TREE,Samantha Shannon,Bloomsbury,Bloomsbury Publishing,9.78E+12,Hardcover Fiction,3/17/19,1
"BLACK LEOPARD, RED WOLF",Marlon James,Riverhead,Penguin Random House,9.78E+12,Hardcover Fiction,3/17/19,4
CIRCE,Madeline Miller,"Little, Brown",Hachette Book,9.78E+12,Hardcover Fiction,3/17/19,13
THE GREAT ALONE,Kristin Hannah,St. Martin's,Macmillan Publishers,9.78E+12,Hardcover Fiction,3/17/19,21
CONNECTIONS IN DEATH,JD Robb,St. Martin's,Macmillan Publishers,9.78E+12,Hardcover Fiction,3/17/19,4
BECOMING,Michelle Obama,Crown,Penguin Random House,9.78E+12,Hardcover Nonfiction,3/17/19,16
EDUCATED,Tara Westover,Random House,Penguin Random House,9.78E+12,Hardcover Nonfiction,3/17/19,54
THE THREAT,Andrew G McCabe,St. Martin's,Macmillan Publishers,9.78E+12,Hardcover Nonfiction,3/17/19,2
WOMEN ROWING NORTH,Mary Pipher,Bloomsbury,Bloomsbury Publishing,9.78E+12,Hardcover Nonfiction,3/17/19,7
GRATEFUL AMERICAN,Gary Sinise with Marcus Brotherton,Thomas Nelson,HarperCollins,9.78E+12,Hardcover Nonfiction,3/17/19,3
SPEARHEAD,Adam Makos,Ballantine,Penguin Random House,9.78E+12,Hardcover Nonfiction,3/17/19,2
SAY NOTHING,Patrick Radden Keefe,Doubleday,Penguin Random House,9.78E+12,Hardcover Nonfiction,3/17/19,1
BAD BLOOD,John Carreyrou,Knopf,Penguin Random House,9.78E+12,Hardcover Nonfiction,3/17/19,20
THE UNINHABITABLE EARTH,David Wallace-Wells,Tim Duggan,Macmillan Publishers,9.78E+12,Hardcover Nonfiction,3/17/19,2
THE SOURCE OF SELF-REGARD,Toni Morrison,Knopf,Penguin Random House,9.78E+12,Hardcover Nonfiction,3/17/19,3
THE FIRST CONSPIRACY,Brad Meltzer and Josh Mensch,Flatiron,Macmillan Publishers,9.78E+12,Hardcover Nonfiction,3/17/19,8
IM,Isaac Mizrahi,Flatiron,Macmillan Publishers,9.78E+12,Hardcover Nonfiction,3/17/19,1
LEADERSHIP,Doris Kearns Goodwin,Simon & Schuster,Simon & Schuster,9.78E+12,Hardcover Nonfiction,3/17/19,20
THE EMPIRE AND THE FIVE KINGS,Bernard-Henri L√©vy,Holt,Macmillan Publishers,9.78E+12,Hardcover Nonfiction,3/17/19,1
ASTROPHYSICS FOR PEOPLE IN A HURRY,Neil deGrasse Tyson,Norton,Norton,9.78E+12,Hardcover Nonfiction,3/17/19,83
THE TATTOOIST OF AUSCHWITZ,Heather Morris,Harper,HarperCollins,9.78E+12,Trade Fiction Paperback,3/17/19,26
THE HUNTRESS,Kate Quinn,Morrow,HarperCollins,9.78E+12,Trade Fiction Paperback,3/17/19,1
THE LOST GIRLS OF PARIS,Pam Jenoff,Park Row,HarperCollins,9.78E+12,Trade Fiction Paperback,3/17/19,5
ELEANOR OLIPHANT IS COMPLETELY FINE,Gail Honeyman,Penguin,Penguin Random House,9.78E+12,Trade Fiction Paperback,3/17/19,39
THE IMMORTALISTS,Chloe Benjamin,Putnam,Penguin Random House,9.78E+12,Trade Fiction Paperback,3/17/19,4
SOLD ON A MONDAY,Kristina McMorris,Sourcebooks Landmark,Sourcebooks,9.78E+12,Trade Fiction Paperback,3/17/19,13
LESS,Andrew Sean Greer,Back Bay,Hachette Book,9.78E+12,Trade Fiction Paperback,3/17/19,41
AN AMERICAN MARRIAGE,Tayari Jones,Algonquin,Algonquin Books,9.78E+12,Trade Fiction Paperback,3/17/19,4
JUROR #3,James Patterson and Nancy Allen,Grand Central,Grand Central,9.78E+12,Trade Fiction Paperback,3/17/19,3
THE OTHER WOMAN,Daniel Silva,Harper,HarperCollins,9.78E+12,Trade Fiction Paperback,3/17/19,1
THEN SHE WAS GONE,Lisa Jewell,Atria,Simon & Schuster,9.78E+12,Trade Fiction Paperback,3/17/19,9
THE POWER,Naomi Alderman,Back Bay,Hachette Book,9.78E+12,Trade Fiction Paperback,3/17/19,6
MILK AND HONEY,Rupi Kaur,Andrews McMeel,Andrews McMeel,9.78E+12,Trade Fiction Paperback,3/17/19,151
I WAS ANASTASIA,Ariel Lawhon,Anchor,Penguin Random House,9.78E+12,Trade Fiction Paperback,3/17/19,1
PACHINKO,Min Jin Lee,Grand Central,Grand Central,9.78E+12,Trade Fiction Paperback,3/17/19,48
BORN A CRIME,Trevor Noah,Spiegel & Grau,Spiegel & Grau,9.78E+12,Paperback Nonfiction,3/17/19,3
SAPIENS,Yuval Noah Harari,Harper Perennial,HarperCollins,9.78E+12,Paperback Nonfiction,3/17/19,42
I'LL BE GONE IN THE DARK,Michelle McNamara,Harper Perennial,HarperCollins,9.78E+12,Paperback Nonfiction,3/17/19,1
WHITE FRAGILITY,Robin DiAngelo,Beacon Press,Unitarian Universalist Association,9.78E+12,Paperback Nonfiction,3/17/19,34
THE BODY KEEPS THE SCORE,Bessel van der Kolk,Penguin,Penguin Random House,9.78E+12,Paperback Nonfiction,3/17/19,19
KILLERS OF THE FLOWER MOON,David Grann,Vintage,Penguin Random House,9.78E+12,Paperback Nonfiction,3/17/19,48
THE INNOCENT MAN,John Grisham,Bantam/Dell,Penguin Random House,9.78E+12,Paperback Nonfiction,3/17/19,51
GRIT,Angela Duckworth,Scribner,Simon & Schuster,9.78E+12,Paperback Nonfiction,3/17/19,27
THE RADIUM GIRLS,Kate Moore,Sourcebooks,Sourcebooks,9.78E+12,Paperback Nonfiction,3/17/19,5
JUST MERCY,Bryan Stevenson,Spiegel & Grau,Spiegel & Grau,9.78E+12,Paperback Nonfiction,3/17/19,142
SHOE DOG,Phil Knight,Scribner,Simon & Schuster,9.78E+12,Paperback Nonfiction,3/17/19,33
THE COLLECTED SCHIZOPHRENIAS,Esm√© Weijun Wang,Graywolf,Graywolf Press,9.78E+12,Paperback Nonfiction,3/17/19,4
KID GLOVES,Lucy Knisley,First Second,Macmillan Publishers,9.78E+12,Paperback Nonfiction,3/17/19,1
THE POWER OF HABIT,Charles Duhigg,Random House,Penguin Random House,9.78E+12,Paperback Nonfiction,3/17/19,127
"THINKING, FAST AND SLOW",Daniel Kahneman,"Farrar, Straus & Giroux",HarperCollins,9.78E+12,Paperback Nonfiction,3/17/19,204
"GIRL, WASH YOUR FACE",Rachel Hollis,Thomas Nelson,HarperCollins,9.78E+12,Advice How-To and Miscellaneous,3/17/19,47
THE LIFE-CHANGING MAGIC OF TIDYING UP,Marie Kondo,Ten Speed,Penguin Random House,9.78E+12,Advice How-To and Miscellaneous,3/17/19,155
THE SUBTLE ART OF NOT GIVING A F*CK,Mark Manson,HarperOne/HarperCollins,HarperCollins,9.78E+12,Advice How-To and Miscellaneous,3/17/19,116
YOU ARE A BADASS,Jen Sincero,Running Press,Hachette Book,9.78E+12,Advice How-To and Miscellaneous,3/17/19,161
THE FIVE LOVE LANGUAGES,Gary Chapman,Northfield,Northfield,9.78E+12,Advice How-To and Miscellaneous,3/17/19,270
DARE TO LEAD,Bren√© Brown,Random House,Penguin Random House,9.78E+12,Advice How-To and Miscellaneous,3/17/19,8
IT'S NOT SUPPOSED TO BE THIS WAY,Lysa TerKeurst,Thomas Nelson,HarperCollins,9.78E+12,Advice How-To and Miscellaneous,3/17/19,11
SALT FAT ACID HEAT,Samin Nosrat.,Simon & Schuster,Simon & Schuster,9.78E+12,Advice How-To and Miscellaneous,3/17/19,20
DREYER'S ENGLISH,Benjamin Dreyer,Random House,Penguin Random House,9.78E+12,Advice How-To and Miscellaneous,3/17/19,5
SPARK JOY,Marie Kondo,Ten Speed,Penguin Random House,9.78E+12,Advice How-To and Miscellaneous,3/17/19,22
THE GOOD EGG,Jory John.,HarperCollins,HarperCollins,9.78E+12,Picture Books,3/17/19,3
THE BAD SEED,Jory John.,HarperCollins,HarperCollins,9.78E+12,Picture Books,3/17/19,2
THE WONDERFUL THINGS YOU WILL BE,Emily Winfield Martin,Random House,Penguin Random House,9.78E+12,Picture Books,3/17/19,174
HOW TO CATCH A LEPRECHAUN,Adam Wallace.,Sourcebooks Jabberwocky,Sourcebooks,9.78E+12,Picture Books,3/17/19,11
DRAGONS LOVE TACOS,Adam Rubin.,Dial,Penguin Random House,9.78E+12,Picture Books,3/17/19,261
P IS FOR PTERODACTYL,Raj Haldar and Chris Carpenter,Sourcebooks Jabberwocky,Sourcebooks,9.78E+12,Picture Books,3/17/19,13
SAY SOMETHING!,Peter H Reynolds,Orchard,Hachette Book,9.78E+12,Picture Books,3/17/19,1
THE DAY THE CRAYONS QUIT,Drew Daywalt.,Philomel,Penguin Random House,9.78E+12,Picture Books,3/17/19,265
THE BOOK WITH NO PICTURES,B.J. Novak,Dial,Penguin Random House,9.78E+12,Picture Books,3/17/19,157
"ROSIE REVERE, ENGINEER",Andrea Beaty,Abrams,Abrams,9.78E+12,Picture Books,3/17/19,153
DOG MAN,Dav Pilkey,Scholastic,Scholastic,9.78E+12,Series Books,3/17/19,79
DIARY OF A WIMPY KID,and   Jeff Kinney,Amulet,Abrams,9.78E+12,Series Books,3/17/19,520
WINGS OF FIRE,Tui T. Sutherland,Scholastic,Scholastic,9.78E+12,Series Books,3/17/19,42
VEGA JANE,David Baldacci,Scholastic,Scholastic,9.78E+12,Series Books,3/17/19,3
HARRY POTTER,J.K. Rowling,Scholastic,Scholastic,9.78E+12,Series Books,3/17/19,519
CAPTAIN UNDERPANTS,and   Dav Pilkey,Scholastic,Scholastic,9.78E+12,Series Books,3/17/19,160
WHO WAS/IS . . . ?,Jim Gigliotti and others; various illustrators,Penguin Workshop,Penguin Random House,9.78E+12,Series Books,3/17/19,66
DORK DIARIES,Rachel Ren√©e Russell,Simon & Schuster,Simon & Schuster,9.78E+12,Series Books,3/17/19,281
TO ALL THE BOYS I'VE LOVED BEFORE,Jenny Han,Simon & Schuster,Simon & Schuster,9.78E+12,Series Books,3/17/19,33
FUNJUNGLE,Stuart Gibbs,Simon & Schuster,Simon & Schuster,9.78E+12,Series Books,3/17/19,1
THE HATE U GIVE,Angie Thomas,Balzer + Bray,HarperCollins,9.78E+12,Young Adult Hardcover,3/17/19,105
FIVE FEET APART,Rachael Lippincott with Mikki Daughtry and Tobias Iaconis,Simon & Schuster,Simon & Schuster,9.78E+12,Young Adult Hardcover,3/17/19,13
ON THE COME UP,Angie Thomas,Balzer + Bray,HarperCollins,9.78E+12,Young Adult Hardcover,3/17/19,4
DEAR EVAN HANSEN: THE NOVEL,"Val Emmich with Steven Levenson, Benj Pasek & Justin Paul",Poppy,Poppy,9.78E+12,Young Adult Hardcover,3/17/19,21
"THE FORK, THE WITCH, AND THE WORM",Christopher Paolini with Angela Paolini,Knopf,Penguin Random House,9.78E+12,Young Adult Hardcover,3/17/19,9
GIRLS OF PAPER AND FIRE,Natasha Ngan,jimmy patterson,Hachette Book,9.78E+12,Young Adult Hardcover,3/17/19,10
THE WICKED KING,Holly Black,"Little, Brown",Hachette Book,9.78E+12,Young Adult Hardcover,3/17/19,4
KING OF SCARS,Leigh Bardugo,Imprint,Other,9.78E+12,Young Adult Hardcover,3/17/19,5
CHILDREN OF BLOOD AND BONE,Tomi Adeyemi,Holt,Macmillan Publishers,9.78E+12,Young Adult Hardcover,3/17/19,52
TWO CAN KEEP A SECRET,Karen M McManus,Delacorte,Penguin Random House,9.78E+12,Young Adult Hardcover,3/17/19,8
WHERE THE CRAWDADS SING,Delia Owens,Putnam,Penguin Random House,9.78E+12,Combined Print and E-Book Fiction,4/14/19,29
SUPERMARKET,Bob Hall,Simon & Schuster,Simon & Schuster,9.78E+12,Combined Print and E-Book Fiction,4/14/19,1
TIAMAT'S WRATH,James SA Corey,Orbit,Hachette Book,9.78E+12,Combined Print and E-Book Fiction,4/14/19,1
WILD CARD,Stuart Woods,Putnam,Penguin Random House,9.78E+12,Combined Print and E-Book Fiction,4/14/19,1
THE CORNWALLS ARE GONE,James Patterson and Brendan DuBois,"Little, Brown",Hachette Book,9.78E+12,Combined Print and E-Book Fiction,4/14/19,1
THE LAST SECOND,Catherine Coulter and JT Ellison,Gallery,Simon & Schuster,9.78E+12,Combined Print and E-Book Fiction,4/14/19,1
RUN AWAY,Harlan Coben,Grand Central,Grand Central,9.78E+12,Combined Print and E-Book Fiction,4/14/19,2
THE AMERICAN AGENT,Jacqueline Winspear,Harper,HarperCollins,9.78E+12,Combined Print and E-Book Fiction,4/14/19,1
THE FIRST LADY,James Patterson and Brendan DuBois,Grand Central,Grand Central,9.78E+12,Combined Print and E-Book Fiction,4/14/19,3
THE WOMAN IN THE WINDOW,A.J. Finn,Morrow,HarperCollins,9.78E+12,Combined Print and E-Book Fiction,4/14/19,20
CELTIC EMPIRE,Clive Cussler and Dirk Cussler,Putnam,Penguin Random House,9.78E+12,Combined Print and E-Book Fiction,4/14/19,2
DARK TRIBUTE,Iris Johansen,St. Martin's,Macmillan Publishers,9.78E+12,Combined Print and E-Book Fiction,4/14/19,1
THE TATTOOIST OF AUSCHWITZ,Heather Morris,Harper,HarperCollins,9.78E+12,Combined Print and E-Book Fiction,4/14/19,29
THE SILENT PATIENT,Alex Michaelides,Celadon,Macmillan Publishers,9.78E+12,Combined Print and E-Book Fiction,4/14/19,8
FATAL RECKONING,Marie Force,HQN,Harlequin Enterprises,9.78E+12,Combined Print and E-Book Fiction,4/14/19,1
BECOMING,Michelle Obama,Crown,Penguin Random House,9.78E+12,Combined Print and E-Book Nonfiction,4/14/19,20
EDUCATED,Tara Westover,Random House,Penguin Random House,9.78E+12,Combined Print and E-Book Nonfiction,4/14/19,58
THE RIGHT SIDE OF HISTORY,Ben Shapiro,Broadside,HarperCollins,9.78E+12,Combined Print and E-Book Nonfiction,4/14/19,2
BAD BLOOD,John Carreyrou,Knopf,Penguin Random House,9.78E+12,Combined Print and E-Book Nonfiction,4/14/19,34
DOING JUSTICE,Preet Bharara,Knopf,Penguin Random House,9.78E+12,Combined Print and E-Book Nonfiction,4/14/19,2
BORN A CRIME,Trevor Noah,Spiegel & Grau,Spiegel & Grau,9.78E+12,Combined Print and E-Book Nonfiction,4/14/19,40
