Title,Author,Publisher,Primary ISBN10,Primary ISBN13,NYT List,NYT List Published Date,Weeks on NYT List,Parent Group
"UNDER THE DOME, PART 1",Stephen King,Scribner,1439148503,9.78144E+12,Hardcover Fiction,1/17/10,8,Simon & Schuster
U IS FOR UNDERTOW,Sue Grafton,Putnam,039915597X,9.7804E+12,Hardcover Fiction,1/17/10,5,Penguin Random House
PIRATE LATITUDES,Michael Crichton,Harper/HarperCollins,61929379,9.78006E+12,Hardcover Fiction,1/17/10,6,HarperCollins
FORD COUNTY,John Grisham,Doubleday,385532458,9.78039E+12,Hardcover Fiction,1/17/10,9,Penguin Random House
"I, SNIPER",Stephen Hunter,Simon & Schuster,1416565159,9.78142E+12,Hardcover Fiction,1/17/10,1,Simon & Schuster
THE GIRL WHO PLAYED WITH FIRE,Stieg Larsson,Knopf,307269981,9.78031E+12,Hardcover Fiction,1/17/10,12,Penguin Random House
DAYS OF GOLD,Jude Deveraux,Atria,1439107947,9.78144E+12,Hardcover Fiction,1/17/10,1,Simon & Schuster
THE SCARPETTA FACTOR,Patricia Cornwell,Putnam,399156399,9.7804E+12,Hardcover Fiction,1/17/10,0,Penguin Random House
THE GATHERING STORM,Robert Jordan and Brandon Sanderson,Tor/Tom Doherty,765302306,9.78077E+12,Hardcover Fiction,1/17/10,0,
DIVINE MISDEMEANORS,Laurell K Hamilton,Ballantine,345495969,9.78035E+12,Hardcover Fiction,1/17/10,0,Penguin Random House
HER FEARFUL SYMMETRY,Audrey Niffenegger,Scribner,1439165394,9.78144E+12,Hardcover Fiction,1/17/10,0,Simon & Schuster
HAVE A LITTLE FAITH,Mitch Albom,Hyperion,786868724,9.78079E+12,Hardcover Nonfiction,1/17/10,14,Disney Publishing Worldwide
GOING ROGUE,Sarah Palin,Harper/HarperCollins,61939897,9.78006E+12,Hardcover Nonfiction,1/17/10,7,HarperCollins
WHAT THE DOG SAW,Malcolm Gladwell,"Little, Brown",316075841,9.78032E+12,Hardcover Nonfiction,1/17/10,11,Hachette Book
SUPERFREAKONOMICS,Steven D Levitt and Stephen J Dubner,Morrow/HarperCollins,60889578,9.78006E+12,Hardcover Nonfiction,1/17/10,11,HarperCollins
STONES INTO SCHOOLS,Greg Mortenson,Viking,670021156,9.78067E+12,Hardcover Nonfiction,1/17/10,5,Penguin Random House
OPEN,Andre Agassi,Knopf,307268195,9.78031E+12,Hardcover Nonfiction,1/17/10,8,Penguin Random House
TRUE COMPASS,Edward M Kennedy,Twelve,446539252,9.78045E+12,Hardcover Nonfiction,1/17/10,16,Hachette Book
OUTLIERS,Malcolm Gladwell,"Little, Brown",316017922,9.78032E+12,Hardcover Nonfiction,1/17/10,59,Hachette Book
ARGUING WITH IDIOTS,"edited  Glenn Beck, Kevin Balfe and others",Mercury Radio Arts/Threshold Editions,1416595015,9.78142E+12,Hardcover Nonfiction,1/17/10,15,Hachette Book
TOO BIG TO FAIL,Andrew Ross Sorkin,Viking,670021253,9.78067E+12,Hardcover Nonfiction,1/17/10,8,Penguin Random House
THE IMPERIAL CRUISE,James Bradley,"Little, Brown",316008958,9.78032E+12,Hardcover Nonfiction,1/17/10,6,Hachette Book
THE BOOK OF BASKETBALL,Bill Simmons,Ballantine/ESPN,034551176X,9.78035E+12,Hardcover Nonfiction,1/17/10,9,
HALF THE SKY,Nicholas D Kristof and Sheryl WuDunn,Knopf,307267148,9.78031E+12,Hardcover Nonfiction,1/17/10,8,Penguin Random House
BORN TO RUN,Christopher McDougall,Knopf,307266303,9.78031E+12,Hardcover Nonfiction,1/17/10,17,Penguin Random House
LAST WORDS,George Carlin with Tony Hendra,Free Press,1439172951,9.78144E+12,Hardcover Nonfiction,1/17/10,5,Simon & Schuster
DRIVE,Daniel H Pink,Riverhead,1594488843,9.78159E+12,Hardcover Nonfiction,1/17/10,0,Penguin Random House
WHERE MEN WIN GLORY,Jon Krakauer,Doubleday,385522266,9.78039E+12,Hardcover Nonfiction,1/17/10,0,Penguin Random House
EATING ANIMALS,Jonathan Safran Foer,"Little, Brown",316069906,9.78032E+12,Hardcover Nonfiction,1/17/10,0,Hachette Book
WHEN THE GAME WAS OURS,"Larry Bird and Earvin ""Magic"" Johnson with Jackie MacMullan",Houghton Mifflin Harcourt,547225474,9.78055E+12,Hardcover Nonfiction,1/17/10,0,Houghton Mifflin Harcourt
LIT,Mary Karr,Harper,60596988,9.78006E+12,Hardcover Nonfiction,1/17/10,0,HarperCollins
THE LOVELY BONES,Alice Sebold,Back Bay,316168815,9.78032E+12,Trade Fiction Paperback,1/17/10,16,Hachette Book
THE GIRL WITH THE DRAGON TATTOO,Stieg Larsson,Vintage,307454541,9.78031E+12,Trade Fiction Paperback,1/17/10,28,Penguin Random House
PUSH,Sapphire,Vintage,679766758,9.78068E+12,Trade Fiction Paperback,1/17/10,19,Penguin Random House
THE PIANO TEACHER,Janice Y K Lee,Penguin,143116533,9.78014E+12,Trade Fiction Paperback,1/17/10,7,Penguin Random House
THE SHACK,William P Young,Windblown Media,964729237,9.78096E+12,Trade Fiction Paperback,1/17/10,85,Windblown Media
DEAR JOHN,Nicholas Sparks,Warner,446567329,9.78045E+12,Trade Fiction Paperback,1/17/10,17,
OLIVE KITTERIDGE,Elizabeth Strout,Random House,812971833,9.78081E+12,Trade Fiction Paperback,1/17/10,37,Penguin Random House
THE TIME TRAVELER'S WIFE,Audrey Niffenegger,Harvest/Harcourt,015602943X,9.78016E+12,Trade Fiction Paperback,1/17/10,29,Houghton Mifflin Harcourt
THE ART OF RACING IN THE RAIN,Garth Stein,Harper Paperbacks,61537969,9.78006E+12,Trade Fiction Paperback,1/17/10,30,HarperCollins
LET THE GREAT WORLD SPIN,Colum McCann,Random House,812973992,9.78081E+12,Trade Fiction Paperback,1/17/10,5,Penguin Random House
SARAH’S KEY,Tatiana de Rosnay,St. Martin's Griffin,312370849,9.78031E+12,Trade Fiction Paperback,1/17/10,47,Macmillan Publishers
THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY,Mary Ann Shaffer and Annie Barrows,Dial,385341008,9.78039E+12,Trade Fiction Paperback,1/17/10,35,Penguin Random House
PRIDE AND PREJUDICE AND ZOMBIES,Jane Austen and Seth Grahame-Smith,Quirk,1594743347,9.78159E+12,Trade Fiction Paperback,1/17/10,40,Quirk Books
BED OF ROSES,Nora Roberts,Berkley,425230074,9.78043E+12,Trade Fiction Paperback,1/17/10,10,Penguin Random House
THE ELEGANCE OF THE HEDGEHOG,Muriel Barbery,Europa,1933372605,9.78193E+12,Trade Fiction Paperback,1/17/10,51,
THE ALCHEMIST,Paulo Coelho,HarperOne,61122416,9.78006E+12,Trade Fiction Paperback,1/17/10,120,HarperCollins
NIGHTLIGHT,The Harvard Lampoon,Vintage,307476103,9.78031E+12,Trade Fiction Paperback,1/17/10,2,Penguin Random House
THE ROAD,Cormac McCarthy,Vintage,307476308,9.78031E+12,Trade Fiction Paperback,1/17/10,74,Penguin Random House
SAY YOU'RE ONE OF THEM,Uwem Akpan,"Back Bay/Little, Brown",316086371,9.78032E+12,Trade Fiction Paperback,1/17/10,16,Hachette Book
THE STORY OF EDGAR SAWTELLE,David Wroblewski,Ecco,61374237,9.78006E+12,Trade Fiction Paperback,1/17/10,15,HarperCollins
THE BLIND SIDE,Michael Lewis,Norton,039333838X,9.78039E+12,Paperback Nonfiction,1/17/10,14,Norton
THREE CUPS OF TEA,Greg Mortenson and David Oliver Relin,Penguin,143038257,9.78014E+12,Paperback Nonfiction,1/17/10,153,Penguin Random House
FREAKONOMICS,Steven D Levitt and Stephen J Dubner,Harper Perennial,60731338,9.78006E+12,Paperback Nonfiction,1/17/10,19,HarperCollins
"ARE YOU THERE, VODKA? IT’S ME, CHELSEA",Chelsea Handler,Simon Spotlight Entertainment,1416596364,9.78142E+12,Paperback Nonfiction,1/17/10,1,Simon & Schuster
BLINK,Malcolm Gladwell,"Back Bay/Little, Brown",316010669,9.78032E+12,Paperback Nonfiction,1/17/10,116,Hachette Book
I HOPE THEY SERVE BEER IN HELL,Tucker Max,Citadel/Kensington,806532254,9.78081E+12,Paperback Nonfiction,1/17/10,118,Kensington Publishing Corp.
TIPPING POINT,Malcolm Gladwell,"Back Bay/Little, Brown",316346624,9.78032E+12,Paperback Nonfiction,1/17/10,274,Hachette Book
THE GLASS CASTLE,Jeannette Walls,Scribner,074324754X,9.78074E+12,Paperback Nonfiction,1/17/10,159,Simon & Schuster
BUT I TRUSTED YOU,Ann Rule,Pocket Books,141654223X,9.78142E+12,Paperback Nonfiction,1/17/10,6,
THE ZOMBIE SURVIVAL GUIDE,Max Brooks,Three Rivers,1400049628,9.7814E+12,Paperback Nonfiction,1/17/10,13,Penguin Random House
LORDS OF FINANCE,Liaquat Ahamed,Penguin,143116800,9.78014E+12,Paperback Nonfiction,1/17/10,1,Penguin Random House
MY LIFE IN FRANCE,Julia Child with Alex Prud’homme,Anchor,307474852,9.78031E+12,Paperback Nonfiction,1/17/10,22,Penguin Random House
SAME KIND OF DIFFERENT AS ME,Ron Hall and Denver Moore with Lynn Vincent,Nelson,084991910X,9.78085E+12,Paperback Nonfiction,1/17/10,63,
THE OMNIVORE’S DILEMMA,Michael Pollan,Penguin,143038583,9.78014E+12,Paperback Nonfiction,1/17/10,118,Penguin Random House
MY HORIZONTAL LIFE,Chelsea Handler,Bloomsbury,1582346186,9.78158E+12,Paperback Nonfiction,1/17/10,62,Bloomsbury Publishing
90 MINUTES IN HEAVEN,Don Piper with Cecil Murphey,Revell,800759494,9.7808E+12,Paperback Nonfiction,1/17/10,164,
JULIE & JULIA,Julie Powell,"Back Bay/Little, Brown, $14.99",031604251X,9.78032E+12,Paperback Nonfiction,1/17/10,20,
"EAT, PRAY, LOVE",Elizabeth Gilbert,Penguin,143038419,9.78014E+12,Paperback Nonfiction,1/17/10,152,Penguin Random House
WHEN YOU ARE ENGULFED IN FLAMES,David Sedaris,"Back Bay/Little, Brown",316154687,9.78032E+12,Paperback Nonfiction,1/17/10,30,Hachette Book
IN DEFENSE OF FOOD,Michael Pollan,Penguin,143114964,9.78014E+12,Paperback Nonfiction,1/17/10,30,Penguin Random House
SPLENDIFEROUS CHRISTMAS,Jane O’Connor,Harper/HarperCollins,61235903,9.78006E+12,Picture Books,1/17/10,9,HarperCollins
LEGO STAR WARS,Simon Beecroft,DK,756655293,9.78076E+12,Picture Books,1/17/10,12,Penguin Random House
THE CHRISTMAS SWEATER,Glenn Beck with Kevin Balfe and Jason Wright,Aladdin/Mercury Radio Arts,1416995439,9.78142E+12,Picture Books,1/17/10,10,
THE NIGHT BEFORE CHRISTMAS,Clement C Moore Various illustrators,Various publishers,030796003X,9.78031E+12,Picture Books,1/17/10,27,Other
WADDLE!,Rufus Butler Seder,Workman,761151125,9.78076E+12,Picture Books,1/17/10,16,Hachette Book
NUBS,"Brian Dennis, Mary Nethery and Kir Larson","Little, Brown Books for Young Readers",031605318X,9.78032E+12,Picture Books,1/17/10,9,Hachette Book
GALLOP!,Rufus Butler Seder,Workman,761147632,9.78076E+12,Picture Books,1/17/10,102,Hachette Book
THE LION AND THE MOUSE,Jerry Pinkney,"Little, Brown",316013560,9.78032E+12,Picture Books,1/17/10,9,Hachette Book
OTIS,Loren Long,Philomel,399252487,9.7804E+12,Picture Books,1/17/10,8,Penguin Random House
"SKIPPYJON JONES, LOST IN SPICE",Judy Schachner,Dutton,525479651,9.78053E+12,Picture Books,1/17/10,16,Penguin Random House
THE TWILIGHT SAGA,Stephenie Meyer,"Megan Tingley/Little, Brown",316027650,9.78032E+12,Series Books,1/17/10,126,Hachette Book
DIARY OF A WIMPY KID,and   Jeff Kinney,Abrams,810993139,9.78081E+12,Series Books,1/17/10,51,Abrams
PERCY JACKSON & THE OLYMPIANS,Rick Riordan,Disney-Hyperion,1423119509,9.78142E+12,Series Books,1/17/10,130,Disney Publishing Worldwide
HOUSE OF NIGHT,PC Cast and Kristin Cast,St. Martin's,312567480,9.78031E+12,Series Books,1/17/10,71,Macmillan Publishers
THE IMMORTALS,Alyson Noël,St. Martin's Griffin,031259044X,9.78031E+12,Series Books,1/17/10,7,Macmillan Publishers
VAMPIRE DIARIES,L J Smith,HarperTeen,61140988,9.78006E+12,Series Books,1/17/10,36,HarperCollins
WARRIORS,Erin Hunter,HarperCollins,61555096,9.78006E+12,Series Books,1/17/10,80,HarperCollins
THE MORTAL INSTRUMENTS,Cassandra Clare,McElderry/Simon & Schuster,1416955070,9.78142E+12,Series Books,1/17/10,29,
VAMPIRE ACADEMY,Richelle Mead,Razorbill,1595141987,9.7816E+12,Series Books,1/17/10,20,Penguin Random House
THE ALEX RIDER ADVENTURES,Anthony Horowitz,Philomel/Speak,399250565,9.7804E+12,Series Books,1/17/10,61,Penguin Random House
U IS FOR UNDERTOW,Sue Grafton,Putnam,039915597X,9.7804E+12,Hardcover Fiction,12/20/09,1,Penguin Random House
THE LOST SYMBOL,Dan Brown,Doubleday,385533136,9.78039E+12,Hardcover Fiction,12/20/09,12,Penguin Random House
CROSS FIRE,James Patterson,"Little, Brown",316071900,9.78032E+12,Hardcover Fiction,12/20/09,3,Hachette Book
"UNDER THE DOME, PART 1",Stephen King,Scribner,1439148503,9.78144E+12,Hardcover Fiction,12/20/09,4,Simon & Schuster
THE HELP,Kathryn Stockett,Amy Einhorn/Putnam,399155341,9.7804E+12,Hardcover Fiction,12/20/09,36,Penhuin Random House
PIRATE LATITUDES,Michael Crichton,Harper/HarperCollins,61929379,9.78006E+12,Hardcover Fiction,12/20/09,2,HarperCollins
FORD COUNTY,John Grisham,Doubleday,739377388,9.78074E+12,Hardcover Fiction,12/20/09,5,Penguin Random House
BREATHLESS,Dean Koontz,Bantam,553807153,9.78055E+12,Hardcover Fiction,12/20/09,2,Penguin Random House
THE PARIS VENDETTA,Steve Berry,Ballantine,345505476,9.78035E+12,Hardcover Fiction,12/20/09,1,Penguin Random House
THE LACUNA,Barbara Kingsolver,Harper/HarperCollins,60852577,9.78006E+12,Hardcover Fiction,12/20/09,5,HarperCollins
PURSUIT OF HONOR,Vince Flynn,Atria,1416595163,9.78142E+12,Hardcover Fiction,12/20/09,8,Simon & Schuster
THE LAST SONG,Nicholas Sparks,Grand Central,044655815X,9.78045E+12,Hardcover Fiction,12/20/09,13,Grand Central
TRUE BLUE,David Baldacci,Grand Central,446195510,9.78045E+12,Hardcover Fiction,12/20/09,6,Grand Central
THE GATHERING STORM,Robert Jordan and Brandon Sanderson,Tor/Tom Doherty,765302306,9.78077E+12,Hardcover Fiction,12/20/09,6,
THE WRECKER,Clive Cussler and Justin Scott,Putnam,399155996,9.7804E+12,Hardcover Fiction,12/20/09,3,Penguin Random House
THE CHRISTMAS SWEATER,Glenn Beck with Kevin Balfe and Jason Wright,Threshold Editions,141659485X,9.78142E+12,Hardcover Fiction,12/20/09,6,Simon & Schuster
HEAT WAVE,Richard Castle,Hyperion,1401394760,9.7814E+12,Hardcover Fiction,12/20/09,0,Disney Publishing Worldwide
HALF BROKE HORSES,Jeannette Walls,Scribner,1416586288,9.78142E+12,Hardcover Fiction,12/20/09,0,Simon & Schuster
THE SCARPETTA FACTOR,Patricia Cornwell,Putnam,399156399,9.7804E+12,Hardcover Fiction,12/20/09,0,Penguin Random House
THE GIRL WHO PLAYED WITH FIRE,Stieg Larsson,Knopf,307269981,9.78031E+12,Hardcover Fiction,12/20/09,0,Penguin Random House
GOING ROGUE,Sarah Palin,Harper/HarperCollins,61939897,9.78006E+12,Hardcover Nonfiction,12/20/09,3,HarperCollins
STONES INTO SCHOOLS,Greg Mortenson,Viking,670021156,9.78067E+12,Hardcover Nonfiction,12/20/09,1,Penguin Random House
HAVE A LITTLE FAITH,Mitch Albom,Hyperion,786868724,9.78079E+12,Hardcover Nonfiction,12/20/09,10,Disney Publishing Worldwide
OPEN,Andre Agassi,Knopf,307268195,9.78031E+12,Hardcover Nonfiction,12/20/09,4,Penguin Random House
TRUE COMPASS,Edward M Kennedy,Twelve,1600247547,9.7816E+12,Hardcover Nonfiction,12/20/09,12,Hachette Book
ARGUING WITH IDIOTS,"edited  Glenn Beck, Kevin Balfe and others",Mercury Radio Arts/Threshold Editions,1416595015,9.78142E+12,Hardcover Nonfiction,12/20/09,11,Hachette Book
SUPERFREAKONOMICS,Steven D Levitt and Stephen J Dubner,Morrow/HarperCollins,60889578,9.78006E+12,Hardcover Nonfiction,12/20/09,7,HarperCollins
WHAT THE DOG SAW,Malcolm Gladwell,"Little, Brown",316075841,9.78032E+12,Hardcover Nonfiction,12/20/09,7,Hachette Book
HALF THE SKY,Nicholas D Kristof and Sheryl WuDunn,Knopf,307267148,9.78031E+12,Hardcover Nonfiction,12/20/09,5,Penguin Random House
OUTLIERS,Malcolm Gladwell,"Little, Brown",316017922,9.78032E+12,Hardcover Nonfiction,12/20/09,55,Hachette Book
A SIMPLE CHRISTMAS,Mike Huckabee,Sentinel,1595230629,9.7816E+12,Hardcover Nonfiction,12/20/09,4,Penguin Random House
WHEN THE GAME WAS OURS,"Larry Bird and Earvin ""Magic"" Johnson with Jackie MacMullan",Houghton Mifflin Harcourt,547225474,9.78055E+12,Hardcover Nonfiction,12/20/09,5,Houghton Mifflin Harcourt
THE IMPERIAL CRUISE,James Bradley,"Little, Brown",316008958,9.78032E+12,Hardcover Nonfiction,12/20/09,2,Hachette Book
THE BOOK OF BASKETBALL,Bill Simmons,Ballantine/ESPN,034551176X,9.78035E+12,Hardcover Nonfiction,12/20/09,6,
THE NATIONAL PARKS,Dayton Duncan and Ken Burns,Knopf,307268969,9.78031E+12,Hardcover Nonfiction,12/20/09,5,Penguin Random House
NATIONAL GEOGRAPHIC IMAGE COLLECTION,"Leah Bendavid-Val, Michelle Delaney and Maura Mulvihill",National Geographic Society,1426205031,9.78143E+12,Hardcover Nonfiction,12/20/09,1,
TOO BIG TO FAIL,Andrew Ross Sorkin,Viking,670021253,9.78067E+12,Hardcover Nonfiction,12/20/09,0,Penguin Random House
A BOLD FRESH PIECE OF HUMANITY,Bill O’Reilly,Broadway,767928822,9.78077E+12,Hardcover Nonfiction,12/20/09,0,Penguin Random House
COMEBACK 2. 0,Lance Armstrong,Touchstone,1439173141,9.78144E+12,Hardcover Nonfiction,12/20/09,0,Simon & Schuster
LAST WORDS,George Carlin with Tony Hendra,Free Press,1439172951,9.78144E+12,Hardcover Nonfiction,12/20/09,0,Simon & Schuster
PUSH,Sapphire,Vintage,679766758,9.78068E+12,Trade Fiction Paperback,12/20/09,15,Penguin Random House
THE SHACK,William P Young,Windblown Media,964729237,9.78096E+12,Trade Fiction Paperback,12/20/09,81,Windblown Media
THE GIRL WITH THE DRAGON TATTOO,Stieg Larsson,Vintage,307473473,9.78031E+12,Trade Fiction Paperback,12/20/09,24,Penguin Random House
THE PIANO TEACHER,Janice Y K Lee,Penguin,670020486,9.78067E+12,Trade Fiction Paperback,12/20/09,3,Penguin Random House
THE ART OF RACING IN THE RAIN,Garth Stein,Harper Paperbacks,61537969,9.78006E+12,Trade Fiction Paperback,12/20/09,26,HarperCollins
THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY,Mary Ann Shaffer and Annie Barrows,Dial,385341008,9.78039E+12,Trade Fiction Paperback,12/20/09,31,Penguin Random House
BED OF ROSES,Nora Roberts,Berkley,425230074,9.78043E+12,Trade Fiction Paperback,12/20/09,6,Penguin Random House
OLIVE KITTERIDGE,Elizabeth Strout,Random House,140006208X,9.7814E+12,Trade Fiction Paperback,12/20/09,33,Penguin Random House
SAY YOU'RE ONE OF THEM,Uwem Akpan,"Back Bay/Little, Brown",316113956,9.78032E+12,Trade Fiction Paperback,12/20/09,12,Hachette Book
THE TIME TRAVELER'S WIFE,Audrey Niffenegger,Harvest/Harcourt,015602943X,9.78016E+12,Trade Fiction Paperback,12/20/09,25,Houghton Mifflin Harcourt
THE ROAD,Cormac McCarthy,Vintage,307387895,9.78031E+12,Trade Fiction Paperback,12/20/09,70,Penguin Random House
SARAH’S KEY,Tatiana de Rosnay,St. Martin's Griffin,312370849,9.78031E+12,Trade Fiction Paperback,12/20/09,43,Macmillan Publishers
THE ELEGANCE OF THE HEDGEHOG,Muriel Barbery,Europa,1933372605,9.78193E+12,Trade Fiction Paperback,12/20/09,47,
THE LOVELY BONES,Alice Sebold,Back Bay,316168815,9.78032E+12,Trade Fiction Paperback,12/20/09,12,Hachette Book
LET THE GREAT WORLD SPIN,Colum McCann,Random House,812973992,9.78081E+12,Trade Fiction Paperback,12/20/09,1,Penguin Random House
THE ALCHEMIST,Paulo Coelho,HarperOne,61122416,9.78006E+12,Trade Fiction Paperback,12/20/09,116,HarperCollins
PRIDE AND PREJUDICE AND ZOMBIES,Jane Austen and Seth Grahame-Smith,Quirk,1594743347,9.78159E+12,Trade Fiction Paperback,12/20/09,36,Quirk Books
HANDLE WITH CARE,Jodi Picoult,Washington Square,743296427,9.78074E+12,Trade Fiction Paperback,12/20/09,10,Simon & Schuster
THE STORY OF EDGAR SAWTELLE,David Wroblewski,Ecco,61374237,9.78006E+12,Trade Fiction Paperback,12/20/09,12,HarperCollins
THE PRIVATE PATIENT,P D James,Vintage,307455289,9.78031E+12,Trade Fiction Paperback,12/20/09,5,Penguin Random House
THE BLIND SIDE,Michael Lewis,Norton,039333838X,9.78039E+12,Paperback Nonfiction,12/20/09,10,Norton
THREE CUPS OF TEA,Greg Mortenson and David Oliver Relin,Penguin,143038257,9.78014E+12,Paperback Nonfiction,12/20/09,149,Penguin Random House
FREAKONOMICS,Steven D Levitt and Stephen J Dubner,Harper Perennial,60731338,9.78006E+12,Paperback Nonfiction,12/20/09,15,HarperCollins
THE GLASS CASTLE,Jeannette Walls,Scribner,074324754X,9.78074E+12,Paperback Nonfiction,12/20/09,155,Simon & Schuster
GLENN BECK’S ‘COMMON SENSE’,Glenn Beck,Mercury Radio Arts/Threshold Editions,1439168571,9.78144E+12,Paperback Nonfiction,12/20/09,26,Hachette Book
TIPPING POINT,Malcolm Gladwell,"Back Bay/Little, Brown",316346624,9.78032E+12,Paperback Nonfiction,12/20/09,270,Hachette Book
BLINK,Malcolm Gladwell,"Back Bay/Little, Brown",316010669,9.78032E+12,Paperback Nonfiction,12/20/09,112,Hachette Book
BUT I TRUSTED YOU,Ann Rule,Pocket Books,141654223X,9.78142E+12,Paperback Nonfiction,12/20/09,2,
THE ZOMBIE SURVIVAL GUIDE,Max Brooks,Three Rivers,1400049628,9.7814E+12,Paperback Nonfiction,12/20/09,9,Penguin Random House
I HOPE THEY SERVE BEER IN HELL,Tucker Max,Citadel/Kensington,806527285,9.78081E+12,Paperback Nonfiction,12/20/09,114,Kensington Publishing Corp.
SAME KIND OF DIFFERENT AS ME,Ron Hall and Denver Moore with Lynn Vincent,Nelson,084991910X,9.78085E+12,Paperback Nonfiction,12/20/09,60,
"EAT, PRAY, LOVE",Elizabeth Gilbert,Penguin,143058525,9.78014E+12,Paperback Nonfiction,12/20/09,148,Penguin Random House
WHEN YOU ARE ENGULFED IN FLAMES,David Sedaris,"Back Bay/Little, Brown",316154687,9.78032E+12,Paperback Nonfiction,12/20/09,26,Hachette Book
90 MINUTES IN HEAVEN,Don Piper with Cecil Murphey,Revell,800759494,9.7808E+12,Paperback Nonfiction,12/20/09,163,
THE FAMILY,Jeff Sharlet,Harper Perennial,60560053,9.78006E+12,Paperback Nonfiction,12/20/09,14,HarperCollins
WHY WE SUCK,Denis Leary,Plume,452295645,9.78045E+12,Paperback Nonfiction,12/20/09,5,Penguin Random House
OUR CHOICE,Al Gore,Rodale,1594867348,9.78159E+12,Paperback Nonfiction,12/20/09,5,Penguin Random House
THE ASCENT OF MONEY,Niall Ferguson,Penguin,143116177,9.78014E+12,Paperback Nonfiction,12/20/09,6,Penguin Random House
THE REASON FOR GOD,Timothy Keller,Riverhead,525950494,9.78053E+12,Paperback Nonfiction,12/20/09,15,Penguin Random House
MY HORIZONTAL LIFE,Chelsea Handler,Bloomsbury,1582346186,9.78158E+12,Paperback Nonfiction,12/20/09,58,Bloomsbury Publishing
SPLENDIFEROUS CHRISTMAS,Jane O’Connor,Harper/HarperCollins,61235903,9.78006E+12,Picture Books,12/20/09,5,HarperCollins
