,Title,Author,Publisher,Primary ISBN10,Primary ISBN13,NYT List,NYT List Published Date,Weeks on NYT List
209,THE LIAR,Nora Roberts,Putnam,0399170863,9780399170867,Hardcover Fiction,2015-05-24,4
210,ROCK WITH WINGS,Anne Hillerman,Harper/HarperCollins,0062270516,9780062270511,Hardcover Fiction,2015-05-24,1
211,AT THE WATER'S EDGE,Sara Gruen,Spiegel & Grau,0385523238,9780385523233,Hardcover Fiction,2015-05-24,6
212,EVERY FIFTEEN MINUTES,Lisa Scottoline,St. Martin's,125001011X,9781250010117,Hardcover Fiction,2015-05-24,4
213,A SPOOL OF BLUE THREAD,Anne Tyler,Knopf,1101874279,9781101874271,Hardcover Fiction,2015-05-24,13
214,DAY SHIFT,Charlaine Harris,Ace,0425263193,9780425263198,Hardcover Fiction,2015-05-24,1
215,DEATH WEARS A BEAUTY MASK AND OTHER STORIES,Mary Higgins Clark,Simon & Schuster,1501110993,9781501110993,Hardcover Fiction,2015-05-24,2
216,THE STRANGER,Harlan Coben,Dutton,0525953507,9780525953500,Hardcover Fiction,2015-05-24,0
217,EARLY WARNING,Jane Smiley,Knopf,0307700321,9780307700322,Hardcover Fiction,2015-05-24,0
218,MING TEA MURDER,Laura Childs,Berkley,0425281647,9780425281642,Hardcover Fiction,2015-05-24,0
219,THE FALL,John Lescroart,Atria,1476709211,9781476709215,Hardcover Fiction,2015-05-24,0
220,THE WRIGHT BROTHERS,David McCullough,Simon & Schuster,1476728747,9781476728742,Hardcover Nonfiction,2015-05-24,1
221,CLINTON CASH,Peter Schweizer,Harper/HarperCollins,0062369288,9780062369284,Hardcover Nonfiction,2015-05-24,1
222,THE ROAD TO CHARACTER,David Brooks,Random House,081299325X,9780812993257,Hardcover Nonfiction,2015-05-24,4
223,AND THE GOOD NEWS IS ...,Dana Perino,Twelve,1455584908,9781455584901,Hardcover Nonfiction,2015-05-24,3
224,IT'S A LONG STORY,Willie Nelson with David Ritz,"Little, Brown",0316403555,9780316403559,Hardcover Nonfiction,2015-05-24,1
225,THE BOOK OF JOAN,Melissa Rivers,Crown Archetype,1101903821,9781101903827,Hardcover Nonfiction,2015-05-24,1
226,AMERICAN WIFE,Taya Kyle with Jim DeFelice,Morrow/HarperCollins,0062398083,9780062398086,Hardcover Nonfiction,2015-05-24,1
227,HOPE,Amanda Berry and Gina DeJesus with Mary Jordan and Kevin Sullivan,Viking,0525427651,9780525427650,Hardcover Nonfiction,2015-05-24,2
228,DEAD WAKE,Erik Larson,Crown,0307408868,9780307408860,Hardcover Nonfiction,2015-05-24,9
229,DEAL,Bill Kreutzmann with Benjy Eisen,St. Martin's,1250033799,9781250033796,Hardcover Nonfiction,2015-05-24,1
230,BILL O'REILLY'S LEGENDS AND LIES,David Fisher,Holt,1627795073,9781627795074,Hardcover Nonfiction,2015-05-24,5
231,PIONEER GIRL,Laura Ingalls Wilder,South Dakota Historical Society,0984504176,9780984504176,Hardcover Nonfiction,2015-05-24,6
232,MISSOULA,Jon Krakauer,Doubleday,0385538731,9780385538732,Hardcover Nonfiction,2015-05-24,3
233,BEING MORTAL,Atul Gawande,Metropolitan/Holt,0805095152,9780805095159,Hardcover Nonfiction,2015-05-24,31
234,THE RESIDENCE,Kate Andersen Brower,Harper,0062305190,9780062305190,Hardcover Nonfiction,2015-05-24,5
235,WHEN TO ROB A BANK,Steven D Levitt and Stephen J Dubner,Morrow,0062385321,9780062385321,Hardcover Nonfiction,2015-05-24,0
236,PEDRO,Pedro Martinez and Michael Silverman,Houghton Mifflin Harcourt,0544279336,9780544279339,Hardcover Nonfiction,2015-05-24,0
237,A CURIOUS MIND,Brian Grazer and Charles Fishman,Simon & Schuster,147673075X,9781476730752,Hardcover Nonfiction,2015-05-24,0
238,DEALING WITH CHINA,Henry M Paulson Jr,Twelve,1455504211,9781455504213,Hardcover Nonfiction,2015-05-24,0
239,ON THE MOVE,Oliver Sacks,Knopf,0385352549,9780385352543,Hardcover Nonfiction,2015-05-24,0
240,THE GOLDFINCH,Donna Tartt,"Back Bay/Little, Brown",0316055441,9780316055444,Trade Fiction Paperback,2015-05-24,5
241,LEAVING TIME,Jodi Picoult,Ballantine,0345544943,9780345544940,Trade Fiction Paperback,2015-05-24,2
242,THE INVENTION OF WINGS,Sue Monk Kidd,Penguin,0143121707,9780143121701,Trade Fiction Paperback,2015-05-24,1
243,ORPHAN TRAIN,Christina Baker Kline,Morrow/HarperCollins,0061950726,9780061950728,Trade Fiction Paperback,2015-05-24,90
244,THE HUSBAND'S SECRET,Liane Moriarty,Berkley,0425267725,9780425267721,Trade Fiction Paperback,2015-05-24,10
245,THE MARTIAN,Andy Weir,Broadway,0553418025,9780553418026,Trade Fiction Paperback,2015-05-24,28
246,THE ALCHEMIST,Paulo Coelho,HarperOne/HarperCollins,0062315005,9780062315007,Trade Fiction Paperback,2015-05-24,353
247,REVIVAL,Stephen King,Gallery Books,1476770395,9781476770390,Trade Fiction Paperback,2015-05-24,1
248,EUPHORIA,Lily King,Grove Press,0802123708,9780802123701,Trade Fiction Paperback,2015-05-24,5
249,READY PLAYER ONE,Ernest Cline,Broadway,0307887448,9780307887443,Trade Fiction Paperback,2015-05-24,5
250,DARK PLACES,Gillian Flynn,Broadway,0307341577,9780307341570,Trade Fiction Paperback,2015-05-24,0
251,WHAT ALICE FORGOT,Liane Moriarty,Berkley,0425247449,9780425247440,Trade Fiction Paperback,2015-05-24,0
252,THE NARROW ROAD TO THE DEEP NORTH,Richard Flanagan,Vintage International,0804171475,9780804171472,Trade Fiction Paperback,2015-05-24,0
253,GONE GIRL,Gillian Flynn,Broadway,0307588378,9780307588371,Trade Fiction Paperback,2015-05-24,0
254,THE ROSIE PROJECT,Graeme Simsion,Simon & Schuster,1476729093,9781476729091,Trade Fiction Paperback,2015-05-24,0
255,WOLF HALL,Hilary Mantel,Picador,0312429983,9780312429980,Trade Fiction Paperback,2015-05-24,0
256,AMERICANAH,Chimamanda Ngozi Adichie,Anchor,0307455920,9780307455925,Trade Fiction Paperback,2015-05-24,0
257,THE STORIED LIFE OF A. J. FIKRY,Gabrielle Zevin,Algonquin,1616204516,9781616204518,Trade Fiction Paperback,2015-05-24,0
258,THE ESCAPE,David Baldacci,Grand Central,1455521167,9781455521166,Trade Fiction Paperback,2015-05-24,0
259,THE ONE AND ONLY,Emily Giffin,Ballantine,0345546903,9780345546906,Trade Fiction Paperback,2015-05-24,0
260,THE BOYS IN THE BOAT,Daniel James Brown,Penguin,0143125478,9780143125471,Paperback Nonfiction,2015-05-24,50
261,AMERICAN SNIPER,Chris Kyle with Scott McEwen and Jim DeFelice,Morrow/HarperCollins,0062376330,9780062376336,Paperback Nonfiction,2015-05-24,79
262,DAVID AND GOLIATH,Malcolm Gladwell,Little Brown,0316204374,9780316204378,Paperback Nonfiction,2015-05-24,5
263,WILD,Cheryl Strayed,Vintage,0307476073,9780307476074,Paperback Nonfiction,2015-05-24,111
264,FINDING ME,Michelle Knight with Michelle Burford Weinstein,Weinstein Books,1602862796,9781602862791,Paperback Nonfiction,2015-05-24,2
265,UNBROKEN,Laura Hillenbrand,Random House,0812974492,9780812974492,Paperback Nonfiction,2015-05-24,41
266,A WORK IN PROGRESS,Connor Franta,Keywords/Atria,1476791619,9781476791616,Paperback Nonfiction,2015-05-24,2
267,QUIET,Susan Cain,Broadway,0307352153,9780307352156,Paperback Nonfiction,2015-05-24,108
268,"THINKING, FAST AND SLOW",Daniel Kahneman,"Farrar, Straus & Giroux",0374533555,9780374533557,Paperback Nonfiction,2015-05-24,83
269,THE NEW JIM CROW,Michelle Alexander,New Press,1595586431,9781595586438,Paperback Nonfiction,2015-05-24,96
270,THE POWER OF HABIT,Charles Duhigg,Random House,081298160X,9780812981605,Paperback Nonfiction,2015-05-24,0
271,OUTLIERS,Malcolm Gladwell,"Back Bay/Little, Brown",0316017930,9780316017930,Paperback Nonfiction,2015-05-24,0
272,10% HAPPIER,Dan Harris,Dey Street,0062265431,9780062265432,Paperback Nonfiction,2015-05-24,0
273,BOSSYPANTS,Tina Fey,"Back Bay/Little, Brown",0316056898,9780316056892,Paperback Nonfiction,2015-05-24,0
274,THE SIXTH EXTINCTION,Elizabeth Kolbert,Picador,1250062187,9781250062185,Paperback Nonfiction,2015-05-24,0
275,IS EVERYONE HANGING OUT WITHOUT ME?,Mindy Kaling,Three Rivers,0307886271,9780307886279,Paperback Nonfiction,2015-05-24,0
276,THE DEVIL IN THE WHITE CITY,Erik Larson,Vintage,0375725601,9780375725609,Paperback Nonfiction,2015-05-24,0
277,THE OPPOSITE OF LONELINESS,Marina Keegan,Scribner,1476753911,9781476753911,Paperback Nonfiction,2015-05-24,0
278,WE SHOULD ALL BE FEMINISTS,Chimamanda Ngozi Adichie,Anchor,110191176X,9781101911761,Paperback Nonfiction,2015-05-24,0
279,WHAT THE DOG KNOWS,Cat Warren,Touchstone,1451667329,9781451667325,Paperback Nonfiction,2015-05-24,0
280,THE LIFE-CHANGING MAGIC OF TIDYING UP,Marie Kondo,Ten Speed,1607747308,9781607747307,Advice How-To and Miscellaneous,2015-05-24,28
281,THE WHOLE30,Melissa Hartwig and Dallas Hartwig,Houghton Mifflin Harcourt,0544609719,9780544609716,Advice How-To and Miscellaneous,2015-05-24,3
282,THE FIVE LOVE LANGUAGES,Gary Chapman,Northfield,080241270X,9780802412706,Advice How-To and Miscellaneous,2015-05-24,102
283,BRAIN MAKER,David Perlmutter with Kristin Loberg,"Little, Brown",0316380105,9780316380102,Advice How-To and Miscellaneous,2015-05-24,2
284,GODDESSES NEVER AGE,Christiane Northrup,Hay House,1401945163,9781401945169,Advice How-To and Miscellaneous,2015-05-24,5
285,THE 20/20 DIET,Phil McGraw,Bird Street,1939457319,9781939457318,Advice How-To and Miscellaneous,2015-05-24,13
286,THUG KITCHEN,the staff of Thug Kitchen,Rodale,1623363586,9781623363581,Advice How-To and Miscellaneous,2015-05-24,29
287,WHAT TO EXPECT WHEN YOU'RE EXPECTING,Heidi Murkoff and Sharon Mazel,Workman,0761148574,9780761148579,Advice How-To and Miscellaneous,2015-05-24,85
288,GET WHAT'S YOURS,"Laurence J Kotlikoff, Philip Moeller and Paul Solman",Simon & Schuster,1476772290,9781476772295,Advice How-To and Miscellaneous,2015-05-24,10
289,10-DAY GREEN SMOOTHIE CLEANSE,J J Smith,Atria,1501100106,9781501100109,Advice How-To and Miscellaneous,2015-05-24,33
290,VERY GOOD LIVES,J K Rowling,"Little, Brown",0316369152,9780316369152,Advice How-To and Miscellaneous,2015-05-24,0
291,TOX-SICK,Suzanne Somers,Harmony,0385347723,9780385347723,Advice How-To and Miscellaneous,2015-05-24,0
292,EVERYTHING I NEED TO KNOW I LEARNED FROM A LITTLE GOLDEN BOOK,Diane Muldrow,Golden Books,0307977617,9780307977618,Advice How-To and Miscellaneous,2015-05-24,0
293,THE MOTIVATION MANIFESTO,Brendon Burchard,Hay House,None,9781401948085,Advice How-To and Miscellaneous,2015-05-24,0
294,TRISHA'S TABLE,Trisha Yearwood with Beth Yearwood Bernard,Clarkson Potter,0804186154,9780804186155,Advice How-To and Miscellaneous,2015-05-24,0
295,THE GIFTS OF IMPERFECTION,Brené Brown,Hazelden,159285849X,9781592858491,Advice How-To and Miscellaneous,2015-05-24,0
296,THE SKINNYTASTE COOKBOOK,Gina Homolka with Heather K Jones,Clarkson Potter,0385345623,9780385345620,Advice How-To and Miscellaneous,2015-05-24,0
297,DARING GREATLY,Brené Brown,Avery,1592408419,9781592408412,Advice How-To and Miscellaneous,2015-05-24,0
298,IT STARTS WITH FOOD,Dallas and Melissa Hartwig,Victory Belt,1628600543,9781628600544,Advice How-To and Miscellaneous,2015-05-24,0
299,THE HUNGRY GIRL DIET COOKBOOK,Lisa Lillien,St. Martin's Griffin,1250068843,9781250068842,Advice How-To and Miscellaneous,2015-05-24,0
300,THE DAY THE CRAYONS QUIT,Drew Daywalt.,Philomel,0399255370,9780399255373,Picture Books,2015-05-24,98
301,THE BOOK WITH NO PICTURES,B.J. Novak,Dial,0803741715,9780803741713,Picture Books,2015-05-24,32
302,HOW TO BABYSIT A GRANDMA,Jean Reagan,Knopf,0385753845,9780385753845,Picture Books,2015-05-24,5
303,PETE THE CAT'S GROOVY GUIDE TO LIFE,James Dean and Kimberly Dean,HarperCollins,0062351354,9780062351357,Picture Books,2015-05-24,5
304,WAITING IS NOT EASY!,Mo Willems,Hyperion,142319957X,9781423199571,Picture Books,2015-05-24,23
305,DRAGONS LOVE TACOS,Adam Rubin.,Dial,0803736800,9780803736801,Picture Books,2015-05-24,68
306,PRESS HERE,Hervé Tullet,Handprint/Chronicle,0811879542,9780811879545,Picture Books,2015-05-24,191
307,THE ADVENTURES OF BEEKLE,Dan Santat,"Little, Brown",0316199982,9780316199988,Picture Books,2015-05-24,11
308,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE",Sherri Duskey Rinker and Tom Lichtenheld,Chronicle,0811877825,9780811877824,Picture Books,2015-05-24,188
309,"ROSIE REVERE, ENGINEER",Andrea Beaty,Abrams,1419708457,9781419708459,Picture Books,2015-05-24,48
310,THE SELECTION,Kiera Cass,HarperTeen,0062349872,9780062349873,Series Books,2015-05-24,38
311,THE MAZE RUNNER,James Dashner,Random House Publishing,0385738765,9780385738767,Series Books,2015-05-24,135
312,DIVERGENT,Veronica Roth,HarperCollins Publishers,0062209272,9780062209276,Series Books,2015-05-24,81
313,DIARY OF A WIMPY KID,and   Jeff Kinney,Abrams Books,141971189X,9781419711893,Series Books,2015-05-24,322
314,PERCY JACKSON & THE OLYMPIANS,Rick Riordan,Disney Publishing Worldwide,0786838655,9780786838653,Series Books,2015-05-24,359
315,GIVER QUARTET,Lois Lowry,Houghton Mifflin Harcourt Publishing,0544336267,9780544336261,Series Books,2015-05-24,80
316,HARRY POTTER,J.K. Rowling,Scholastic,059035342X,9780590353427,Series Books,2015-05-24,323
317,THE MORTAL INSTRUMENTS,Cassandra Clare,Simon & Schuster,1442416904,9781442416901,Series Books,2015-05-24,166
318,WHO WAS/IS . . . ?,Jim Gigliotti and others; various illustrators,Penguin Group,0448482991,9780448482996,Series Books,2015-05-24,1
319,BIG NATE,Lincoln Peirce,HarperCollins Publishers,0062111086,9780062111081,Series Books,2015-05-24,105
320,THE GIRL ON THE TRAIN,Paula Hawkins,Riverhead,0698185390,9780698185395,Combined Print and E-Book Fiction,2015-04-26,13
321,THE LONGEST RIDE,Nicholas Sparks,Grand Central,1455520667,9781455520664,Combined Print and E-Book Fiction,2015-04-26,22
322,HOT PURSUIT,Stuart Woods,Putnam,,9780698154162,Combined Print and E-Book Fiction,2015-04-26,1
323,THE STRANGER,Harlan Coben,Dutton,0698186206,9780698186200,Combined Print and E-Book Fiction,2015-04-26,3
324,ALL THE LIGHT WE CANNOT SEE,Anthony Doerr,Scribner,,9781476746609,Combined Print and E-Book Fiction,2015-04-26,30
325,THE NIGHTINGALE,Kristin Hannah,St. Martin's,1466850604,9781466850606,Combined Print and E-Book Fiction,2015-04-26,10
326,NYPD RED 3,James Patterson and Marshall Karp,"Little, Brown",0316284564,9780316284561,Combined Print and E-Book Fiction,2015-04-26,4
327,OUTLANDER,Diana Gabaldon,Dell,0440335167,9780440335160,Combined Print and E-Book Fiction,2015-04-26,14
328,A DEADLY WEB,Kay Hooper,Jove,None,9781101589809,Combined Print and E-Book Fiction,2015-04-26,1
329,WHEN I'M GONE,Abbi Glines,Atria,1476776105,9781476776101,Combined Print and E-Book Fiction,2015-04-26,1
330,FALLING IN LOVE,Donna Leon,Atlantic Monthly,0802191835,9780802191830,Combined Print and E-Book Fiction,2015-04-26,1
331,ALL I EVER NEED IS YOU,Bella Andre,Oak Press,1938127595,9781938127595,Combined Print and E-Book Fiction,2015-04-26,1
332,STILL THE ONE,Jill Shalvis,Berkley,,9781101638460,Combined Print and E-Book Fiction,2015-04-26,1
333,SILVER BASTARD,Joanna Wylde,Berkley,None,9780698191785,Combined Print and E-Book Fiction,2015-04-26,1
334,THE HUSBAND'S SECRET,Liane Moriarty,Amy Einhorn/Putnam,,9781101636237,Combined Print and E-Book Fiction,2015-04-26,48
335,CHASING SUNSETS,Karen Kingsbury,Howard,None,9781451687514,Combined Print and E-Book Fiction,2015-04-26,0
336,THE GOLDFINCH,Donna Tartt,"Little, Brown",0316055441,9780316055444,Combined Print and E-Book Fiction,2015-04-26,0
337,MIRACLE AT AUGUSTA,James Patterson and Peter De Jonge,"Little, Brown",None,9780316410960,Combined Print and E-Book Fiction,2015-04-26,0
338,DARK HEIR,Faith Hunter,Roc,None,9781101636220,Combined Print and E-Book Fiction,2015-04-26,0
339,A SPOOL OF BLUE THREAD,Anne Tyler,Knopf,1101874287,9781101874288,Combined Print and E-Book Fiction,2015-04-26,0
340,THE RESIDENCE,Kate Andersen Brower,Harper,0062305212,9780062305213,Combined Print and E-Book Nonfiction,2015-04-26,1
341,DEAD WAKE,Erik Larson,Crown,0307408868,9780307408860,Combined Print and E-Book Nonfiction,2015-04-26,5
342,BILL O'REILLY'S LEGENDS AND LIES,David Fisher,Holt,1627795073,9781627795074,Combined Print and E-Book Nonfiction,2015-04-26,1
343,THE BOYS IN THE BOAT,Daniel James Brown,Viking,0143125478,9780143125471,Combined Print and E-Book Nonfiction,2015-04-26,47
344,AMERICAN SNIPER,Chris Kyle with Scott McEwen and Jim DeFelice,Morrow/HarperCollins,0062376330,9780062376336,Combined Print and E-Book Nonfiction,2015-04-26,60
345,WILD,Cheryl Strayed,Knopf,0307957659,9780307957658,Combined Print and E-Book Nonfiction,2015-04-26,108
346,A FINE ROMANCE,Candice Bergen,Simon & Schuster,,9781476746104,Combined Print and E-Book Nonfiction,2015-04-26,1
347,BEYOND BELIEF,Jenna Miscavige Hill with Lisa Pulitzer,Morrow,0062248499,9780062248497,Combined Print and E-Book Nonfiction,2015-04-26,4
348,UNBROKEN,Laura Hillenbrand,Random House,0679603751,9780679603757,Combined Print and E-Book Nonfiction,2015-04-26,200
349,BEING MORTAL,Atul Gawande,Metropolitan/Holt,0805095152,9780805095159,Combined Print and E-Book Nonfiction,2015-04-26,27
350,DAVID AND GOLIATH,Malcolm Gladwell,"Little, Brown",0316204374,9780316204378,Combined Print and E-Book Nonfiction,2015-04-26,30
351,LOOK ME IN THE EYE,John Elder Robison,Three Rivers,0307405729,9780307405722,Combined Print and E-Book Nonfiction,2015-04-26,2
352,A CURIOUS MIND,Brian Grazer and Charles Fishman,Simon & Schuster,147673075X,9781476730752,Combined Print and E-Book Nonfiction,2015-04-26,1
353,BETWEEN YOU & ME,Mary Norris,Norton,0393240185,9780393240184,Combined Print and E-Book Nonfiction,2015-04-26,1
354,GOING OFF SCRIPT,Giuliana Rancic,Crown Archetype,None,9780553446678,Combined Print and E-Book Nonfiction,2015-04-26,1
355,FORGIVENESS,Chiquis Rivera,Atria,1501104837,9781501104831,Combined Print and E-Book Nonfiction,2015-04-26,0
356,BECOMING STEVE JOBS,Brent Schlender and Rick Tetzeli,Crown Business,0385347405,9780385347402,Combined Print and E-Book Nonfiction,2015-04-26,0
357,YES PLEASE,Amy Poehler,Dey Street/Morrow,0062268341,9780062268341,Combined Print and E-Book Nonfiction,2015-04-26,0
358,SO THAT HAPPENED,Jon Cryer,NAL,,9780698180741,Combined Print and E-Book Nonfiction,2015-04-26,0
359,H IS FOR HAWK,Helen Macdonald,Grove,0802123414,9780802123411,Combined Print and E-Book Nonfiction,2015-04-26,0
360,THE GIRL ON THE TRAIN,Paula Hawkins,Riverhead,1594633665,9781594633669,Hardcover Fiction,2015-04-26,13
361,ALL THE LIGHT WE CANNOT SEE,Anthony Doerr,Scribner,1476746583,9781476746586,Hardcover Fiction,2015-04-26,49
362,THE STRANGER,Harlan Coben,Dutton,0525953507,9780525953500,Hardcover Fiction,2015-04-26,3
363,HOT PURSUIT,Stuart Woods,Putnam,0399169164,9780399169168,Hardcover Fiction,2015-04-26,1
364,FALLING IN LOVE,Donna Leon,Atlantic Monthly,0802123538,9780802123534,Hardcover Fiction,2015-04-26,1
365,THE NIGHTINGALE,Kristin Hannah,St. Martin's,0312577222,9780312577223,Hardcover Fiction,2015-04-26,10
366,AT THE WATER'S EDGE,Sara Gruen,Spiegel & Grau,0385523238,9780385523233,Hardcover Fiction,2015-04-26,2
367,THE PATRIOT THREAT,Steve Berry,Minotaur,1250056233,9781250056238,Hardcover Fiction,2015-04-26,2
368,BLOOD ON SNOW,Jo Nesbo,Knopf,0385354193,9780385354196,Hardcover Fiction,2015-04-26,1
369,MIRACLE AT AUGUSTA,James Patterson and Peter De Jonge,"Little, Brown",0316410977,9780316410977,Hardcover Fiction,2015-04-26,1
370,A SPOOL OF BLUE THREAD,Anne Tyler,Knopf,1101874279,9781101874271,Hardcover Fiction,2015-04-26,9
371,INSIDE THE O'BRIENS,Lisa Genova,Gallery Books,147671777X,9781476717777,Hardcover Fiction,2015-04-26,1
372,NYPD RED 3,James Patterson and Marshall Karp,"Little, Brown",0316406996,9780316406994,Hardcover Fiction,2015-04-26,4
373,CHASING SUNSETS,Karen Kingsbury,Howard Books,1451687508,9781451687507,Hardcover Fiction,2015-04-26,1
374,THE LADY FROM ZAGREB,Philip Kerr,Marian Wood/Putnam,0399167641,9780399167645,Hardcover Fiction,2015-04-26,1
375,THE BURIED GIANT,Kazuo Ishiguro,Knopf,030727103X,9780307271037,Hardcover Fiction,2015-04-26,6
376,THE SHADOWS,J R Ward,New American Library,0451417070,9780451417077,Hardcover Fiction,2015-04-26,0
377,THE FIFTH GOSPEL,Ian Caldwell,Simon & Schuster,1451694148,9781451694147,Hardcover Fiction,2015-04-26,0
378,THE CHILDREN'S CRUSADE,Ann Packer,Scribner,1476710457,9781476710457,Hardcover Fiction,2015-04-26,0
379,MISS JULIA LAYS DOWN THE LAW,Ann B Ross,Viking,0525427090,9780525427094,Hardcover Fiction,2015-04-26,0
380,BILL O'REILLY'S LEGENDS AND LIES,David Fisher,Holt,1627795073,9781627795074,Hardcover Nonfiction,2015-04-26,1
381,DEAD WAKE,Erik Larson,Crown,0307408868,9780307408860,Hardcover Nonfiction,2015-04-26,5
382,THE RESIDENCE,Kate Andersen Brower,Harper,0062305190,9780062305190,Hardcover Nonfiction,2015-04-26,1
383,BEING MORTAL,Atul Gawande,Metropolitan/Holt,0805095152,9780805095159,Hardcover Nonfiction,2015-04-26,27
384,A FINE ROMANCE,Candice Bergen,Simon & Schuster,0684808277,9780684808277,Hardcover Nonfiction,2015-04-26,1
385,BETWEEN YOU & ME,Mary Norris,Norton,0393240185,9780393240184,Hardcover Nonfiction,2015-04-26,2
386,A CURIOUS MIND,Brian Grazer and Charles Fishman,Simon & Schuster,147673075X,9781476730752,Hardcover Nonfiction,2015-04-26,1
387,H IS FOR HAWK,Helen Macdonald,Grove,0802123414,9780802123411,Hardcover Nonfiction,2015-04-26,8
388,WHAT IF?,Randall Munroe,Houghton Mifflin Harcourt,0544272994,9780544272996,Hardcover Nonfiction,2015-04-26,32
389,YES PLEASE,Amy Poehler,Dey Street/Morrow,0062268341,9780062268341,Hardcover Nonfiction,2015-04-26,24
390,BECOMING STEVE JOBS,Brent Schlender and Rick Tetzeli,Crown Business,0385347405,9780385347402,Hardcover Nonfiction,2015-04-26,3
391,IN DEFENSE OF A LIBERAL EDUCATION,Fareed Zakaria,Norton,0393247686,9780393247688,Hardcover Nonfiction,2015-04-26,2
392,KILLING PATTON,Bill O'Reilly and Martin Dugard,Holt,080509668X,9780805096682,Hardcover Nonfiction,2015-04-26,29
393,HERETIC,Ayaan Hirsi Ali,Harper,0062333933,9780062333933,Hardcover Nonfiction,2015-04-26,3
394,WORDS WITHOUT MUSIC,Philip Glass,Liveright,0871404389,9780871404381,Hardcover Nonfiction,2015-04-26,1
395,WHERE YOU GO IS NOT WHO YOU'LL BE,Frank Bruni,Grand Central,1455532703,9781455532704,Hardcover Nonfiction,2015-04-26,4
396,GOING OFF SCRIPT,Giuliana Rancic,Crown Archetype,0553446657,9780553446654,Hardcover Nonfiction,2015-04-26,0
397,MEN IN GREEN,Michael Bamberger,Simon & Schuster,1476743827,9781476743820,Hardcover Nonfiction,2015-04-26,0
398,SO YOU'VE BEEN PUBLICLY SHAMED,Jon Ronson,Riverhead,1594487138,9781594487132,Hardcover Nonfiction,2015-04-26,0
399,EVERY DAY I FIGHT,Stuart Scott with Larry Platt,Blue Rider,0399174060,9780399174063,Hardcover Nonfiction,2015-04-26,0
400,THE GOLDFINCH,Donna Tartt,"Back Bay/Little, Brown",0316055441,9780316055444,Trade Fiction Paperback,2015-04-26,1
401,THE HUSBAND'S SECRET,Liane Moriarty,Berkley,0425267725,9780425267721,Trade Fiction Paperback,2015-04-26,6
402,THE LONGEST RIDE,Nicholas Sparks,Grand Central,145558472X,9781455584727,Trade Fiction Paperback,2015-04-26,15
403,THE ESCAPE,David Baldacci,Grand Central,1455521167,9781455521166,Trade Fiction Paperback,2015-04-26,3
404,THE ALCHEMIST,Paulo Coelho,HarperOne/HarperCollins,0062315005,9780062315007,Trade Fiction Paperback,2015-04-26,349
405,ORPHAN TRAIN,Christina Baker Kline,Morrow/HarperCollins,0061950726,9780061950728,Trade Fiction Paperback,2015-04-26,86
406,THE MARTIAN,Andy Weir,Broadway,0553418025,9780553418026,Trade Fiction Paperback,2015-04-26,24
407,WOLF HALL,Hilary Mantel,Picador,0312429983,9780312429980,Trade Fiction Paperback,2015-04-26,33
408,GONE GIRL,Gillian Flynn,Broadway,0307588378,9780307588371,Trade Fiction Paperback,2015-04-26,51
409,EUPHORIA,Lily King,Grove Press,0802123708,9780802123701,Trade Fiction Paperback,2015-04-26,1
410,READY PLAYER ONE,Ernest Cline,Broadway,0307887448,9780307887443,Trade Fiction Paperback,2015-04-26,0
411,WHAT ALICE FORGOT,Liane Moriarty,Berkley,0425247449,9780425247440,Trade Fiction Paperback,2015-04-26,0
412,THE ROSIE PROJECT,Graeme Simsion,Simon & Schuster,1476729093,9781476729091,Trade Fiction Paperback,2015-04-26,0
413,THE ONE AND ONLY,Emily Giffin,Ballantine,0345546903,9780345546906,Trade Fiction Paperback,2015-04-26,0
414,THE BURNING ROOM,Michael Connelly,Grand Central,1455524190,9781455524198,Trade Fiction Paperback,2015-04-26,0
415,BURN,James Patterson and Michael Ledwidge,Grand Central,1455515876,9781455515875,Trade Fiction Paperback,2015-04-26,0
416,THE STORIED LIFE OF A. J. FIKRY,Gabrielle Zevin,Algonquin,1616204516,9781616204518,Trade Fiction Paperback,2015-04-26,0
417,AMERICANAH,Chimamanda Ngozi Adichie,Anchor,0307455920,9780307455925,Trade Fiction Paperback,2015-04-26,0
418,BRING UP THE BODIES,Hilary Mantel,Picador,125002417X,9781250024176,Trade Fiction Paperback,2015-04-26,0
419,STILL ALICE,Lisa Genova,Gallery Books,1501106422,9781501106422,Trade Fiction Paperback,2015-04-26,0
420,AMERICAN SNIPER,Chris Kyle with Scott McEwen and Jim DeFelice,Morrow/HarperCollins,0062376330,9780062376336,Paperback Nonfiction,2015-04-26,75
421,THE BOYS IN THE BOAT,Daniel James Brown,Penguin,0143125478,9780143125471,Paperback Nonfiction,2015-04-26,46
422,DAVID AND GOLIATH,Malcolm Gladwell,Little Brown,0316204374,9780316204378,Paperback Nonfiction,2015-04-26,1
423,WILD,Cheryl Strayed,Vintage,0307476073,9780307476074,Paperback Nonfiction,2015-04-26,107
424,UNBROKEN,Laura Hillenbrand,Random House,0812974492,9780812974492,Paperback Nonfiction,2015-04-26,37
425,THE POWER OF HABIT,Charles Duhigg,Random House,081298160X,9780812981605,Paperback Nonfiction,2015-04-26,63
426,THE EMPEROR OF ALL MALADIES,Siddhartha Mukherjee,Scribner,1439170916,9781439170915,Paperback Nonfiction,2015-04-26,22
