,Title,Author,Publisher,Primary ISBN10,Primary ISBN13,NYT List,NYT List Published Date,Weeks on NYT List
58,THE JAPANESE LOVER,Isabel Allende,Atria,1501116975,9781501116971,Hardcover Fiction,2015-12-20,0
59,THE PHARAOH'S SECRET,Clive Cussler and Graham Brown,Putnam,0399174117,9780399174117,Hardcover Fiction,2015-12-20,0
60,HUMANS OF NEW YORK: STORIES,Brandon Stanton,St. Martin's,1250058902,9781250058904,Hardcover Nonfiction,2015-12-20,8
61,KILLING REAGAN,Bill O'Reilly and Martin Dugard,Holt,1627792414,9781627792417,Hardcover Nonfiction,2015-12-20,11
62,THOMAS JEFFERSON AND THE TRIPOLI PIRATES,Brian Kilmeade and Don Yaeger,Sentinel,1591848067,9781591848066,Hardcover Nonfiction,2015-12-20,5
63,BETWEEN THE WORLD AND ME,Ta-Nehisi Coates,Spiegel & Grau,0812993543,9780812993547,Hardcover Nonfiction,2015-12-20,21
64,DESTINY AND POWER,Jon Meacham,Random House,1400067650,9781400067657,Hardcover Nonfiction,2015-12-20,4
65,WHY NOT ME?,Mindy Kaling,Crown Archetype,0804138141,9780804138147,Hardcover Nonfiction,2015-12-20,11
66,BOYS IN THE TREES,Carly Simon,Flatiron,1250095891,9781250095893,Hardcover Nonfiction,2015-12-20,2
67,WHAT IF?,Randall Munroe,Houghton Mifflin Harcourt,0544272994,9780544272996,Hardcover Nonfiction,2015-12-20,38
68,HUMANS OF NEW YORK,Brandon Stanton,St. Martin's,1250038820,9781250038821,Hardcover Nonfiction,2015-12-20,32
69,THE WITCHES,Stacy Schiff,"Little, Brown",0316200603,9780316200608,Hardcover Nonfiction,2015-12-20,6
70,TROUBLEMAKER,Leah Remini and Rebecca Paley,Ballantine,110188696X,9781101886960,Hardcover Nonfiction,2015-12-20,5
71,THE WRIGHT BROTHERS,David McCullough,Simon & Schuster,1476728747,9781476728742,Hardcover Nonfiction,2015-12-20,26
72,SPQR,Mary Beard,Liveright,0871404230,9780871404237,Hardcover Nonfiction,2015-12-20,2
73,CRIPPLED AMERICA,Donald J Trump,Threshold Editions,1501137964,9781501137969,Hardcover Nonfiction,2015-12-20,5
74,GRATITUDE,Oliver Sacks,Knopf,0451492935,9780451492937,Hardcover Nonfiction,2015-12-20,1
75,LIGHTS OUT,Ted Koppel,Crown,055341996X,9780553419962,Hardcover Nonfiction,2015-12-20,6
76,MY LIFE ON THE ROAD,Gloria Steinem,Random House,0679456201,9780679456209,Hardcover Nonfiction,2015-12-20,0
77,FURIOUSLY HAPPY,Jenny Lawson,Flatiron,1250077001,9781250077004,Hardcover Nonfiction,2015-12-20,0
78,BINGE,Tyler Oakley,Gallery Books,1501117696,9781501117695,Hardcover Nonfiction,2015-12-20,0
79,M TRAIN,Patti Smith,Knopf,1101875100,9781101875100,Hardcover Nonfiction,2015-12-20,0
80,THE MARTIAN,Andy Weir,Broadway,0553418025,9780553418026,Trade Fiction Paperback,2015-12-20,58
81,THE MAN IN THE HIGH CASTLE,Philip K Dick,Mariner,0547572484,9780547572482,Trade Fiction Paperback,2015-12-20,2
82,MY BRILLIANT FRIEND,Elena Ferrante,Europa Editions,1609450787,9781609450786,Trade Fiction Paperback,2015-12-20,14
83,THE ALCHEMIST,Paulo Coelho,HarperOne/HarperCollins,0062315005,9780062315007,Trade Fiction Paperback,2015-12-20,383
84,READY PLAYER ONE,Ernest Cline,Broadway,0307887448,9780307887443,Trade Fiction Paperback,2015-12-20,15
85,STARS OF FORTUNE,Nora Roberts,Berkley,0425280101,9780425280102,Trade Fiction Paperback,2015-12-20,5
86,EVERYTHING I NEVER TOLD YOU,Celeste Ng,Penguin,0143127551,9780143127550,Trade Fiction Paperback,2015-12-20,25
87,ORPHAN TRAIN,Christina Baker Kline,Morrow/HarperCollins,0061950726,9780061950728,Trade Fiction Paperback,2015-12-20,103
88,"MERRY CHRISTMAS, ALEX CROSS",James Patterson,Grand Central,1455544949,9781455544943,Trade Fiction Paperback,2015-12-20,5
89,BROOKLYN,Colm Toibin,Scribner,1501106473,9781501106477,Trade Fiction Paperback,2015-12-20,6
90,GREY,E L James,Vintage,1101946342,9781101946343,Trade Fiction Paperback,2015-12-20,0
91,AT THE WATER'S EDGE,Sara Gruen,Spiegel & Grau,0385523246,9780385523240,Trade Fiction Paperback,2015-12-20,0
92,THE GOLDFINCH,Donna Tartt,"Back Bay/Little, Brown",0316055441,9780316055444,Trade Fiction Paperback,2015-12-20,0
93,STATION ELEVEN,Emily St. John Mandel,Vintage,0804172447,9780804172448,Trade Fiction Paperback,2015-12-20,0
94,EUPHORIA,Lily King,Grove,0802123708,9780802123701,Trade Fiction Paperback,2015-12-20,0
95,THE BOYS IN THE BOAT,Daniel James Brown,Penguin,0143125478,9780143125471,Paperback Nonfiction,2015-12-20,80
96,I AM MALALA,Malala Yousafzai with Christina Lamb,"Little, Brown",0316322423,9780316322423,Paperback Nonfiction,2015-12-20,27
97,IN THE HEART OF THE SEA,Nathaniel Philbrick,Penguin,0143126814,9780143126812,Paperback Nonfiction,2015-12-20,24
98,YES PLEASE,Amy Poehler,Dey Street/Morrow,006226835X,9780062268358,Paperback Nonfiction,2015-12-20,14
99,ALEXANDER HAMILTON,Ron Chernow,Penguin,0143034758,9780143034759,Paperback Nonfiction,2015-12-20,8
100,THE DEVIL IN THE WHITE CITY,Erik Larson,Vintage,0375725601,9780375725609,Paperback Nonfiction,2015-12-20,312
101,THE NEW JIM CROW,Michelle Alexander,New Press,1595586431,9781595586438,Paperback Nonfiction,2015-12-20,102
102,QUIET,Susan Cain,Broadway,0307352153,9780307352156,Paperback Nonfiction,2015-12-20,120
103,IS EVERYONE HANGING OUT WITHOUT ME?,Mindy Kaling,Three Rivers,0307886271,9780307886279,Paperback Nonfiction,2015-12-20,75
104,JUST MERCY,Bryan Stevenson,Spiegel & Grau,081298496X,9780812984965,Paperback Nonfiction,2015-12-20,11
105,UNBROKEN,Laura Hillenbrand,Random House,0812974492,9780812974492,Paperback Nonfiction,2015-12-20,0
106,THE POWER OF HABIT,Charles Duhigg,Random House,081298160X,9780812981605,Paperback Nonfiction,2015-12-20,0
107,OUTLIERS,Malcolm Gladwell,"Back Bay/Little, Brown",0316017930,9780316017930,Paperback Nonfiction,2015-12-20,0
108,"THINKING, FAST AND SLOW",Daniel Kahneman,"Farrar, Straus & Giroux",0374533555,9780374533557,Paperback Nonfiction,2015-12-20,0
109,NOT THAT KIND OF GIRL,Lena Dunham,Random House,0812985176,9780812985177,Paperback Nonfiction,2015-12-20,0
110,THE PIONEER WOMAN COOKS: DINNERTIME,Ree Drummond,Morrow/HarperCollins,0062225243,9780062225245,Advice How-To and Miscellaneous,2015-12-20,7
111,THE LIFE-CHANGING MAGIC OF TIDYING UP,Marie Kondo,Ten Speed,1607747308,9781607747307,Advice How-To and Miscellaneous,2015-12-20,58
112,THING EXPLAINER,Randall Munroe,Houghton Mifflin Harcourt,0544668251,9780544668256,Advice How-To and Miscellaneous,2015-12-20,2
113,THE FOOD LAB,J Kenji Lopez-Alt,Norton,0393081087,9780393081084,Advice How-To and Miscellaneous,2015-12-20,5
114,YEAR OF YES,Shonda Rhimes,Simon & Schuster,1476777098,9781476777092,Advice How-To and Miscellaneous,2015-12-20,4
115,BIG MAGIC,Elizabeth Gilbert,Riverhead,1594634718,9781594634710,Advice How-To and Miscellaneous,2015-12-20,11
116,SELP-HELF,Miranda Sings,Gallery Books,1501117947,9781501117947,Advice How-To and Miscellaneous,2015-12-20,9
117,THE POWER OF I AM,Joel Osteen,FaithWords,0892969962,9780892969968,Advice How-To and Miscellaneous,2015-12-20,9
118,THUG KITCHEN,the staff of Thug Kitchen,Rodale,1623363586,9781623363581,Advice How-To and Miscellaneous,2015-12-20,43
119,POGUE'S BASICS: LIFE,David Pogue,Flatiron,1250080436,9781250080431,Advice How-To and Miscellaneous,2015-12-20,1
120,STRONG LOOKS BETTER NAKED,Khloe Kardashian,Regan Arts,1942872488,9781942872481,Advice How-To and Miscellaneous,2015-12-20,0
121,THE GIFTS OF IMPERFECTION,Brené Brown,Hazelden,159285849X,9781592858491,Advice How-To and Miscellaneous,2015-12-20,0
122,THE FIVE LOVE LANGUAGES,Gary Chapman,Northfield,080241270X,9780802412706,Advice How-To and Miscellaneous,2015-12-20,0
123,BRAVE ENOUGH,Cheryl Strayed,Knopf,1101946903,9781101946909,Advice How-To and Miscellaneous,2015-12-20,0
124,NERDY NUMMIES COOKBOOK,Rosanna Pansino,Atria,1501104012,9781501104015,Advice How-To and Miscellaneous,2015-12-20,0
125,THE DAY THE CRAYONS CAME HOME,Drew Daywalt,Philomel,0399172750,9780399172755,Picture Books,2015-12-20,16
126,HOW TO CATCH SANTA,Jean Reagan,Knopf,0553498398,9780553498394,Picture Books,2015-12-20,3
127,THE DAY THE CRAYONS QUIT,Drew Daywalt.,Philomel,0399255370,9780399255373,Picture Books,2015-12-20,128
128,THE BOOK WITH NO PICTURES,B.J. Novak,Dial,0803741715,9780803741713,Picture Books,2015-12-20,62
129,THE NIGHT BEFORE CHRISTMAS,Clement C Moore Various illustrators,Various publishers,0062089447,9780062089441,Picture Books,2015-12-20,63
130,DRAGONS LOVE TACOS,Adam Rubin.,Dial,0803736800,9780803736801,Picture Books,2015-12-20,94
131,THE WONDERFUL THINGS YOU WILL BE,Emily Winfield Martin,Random House,0385376715,9780385376716,Picture Books,2015-12-20,12
132,PRESS HERE,Hervé Tullet,Handprint/Chronicle,0811879542,9780811879545,Picture Books,2015-12-20,218
133,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE",Sherri Duskey Rinker and Tom Lichtenheld,Chronicle,0811877825,9780811877824,Picture Books,2015-12-20,209
134,WHAT PET SHOULD I GET?,Dr Seuss,Random House,0553524267,9780553524260,Picture Books,2015-12-20,19
135,THE AMAZING BOOK IS NOT ON FIRE,Dan Howell and Phil Lester,Random House,1101939842,9781101939840,Young Adult Hardcover,2015-12-20,8
136,RED QUEEN,Victoria Aveyard,HarperTeen,0062310631,9780062310637,Young Adult Hardcover,2015-12-20,16
137,ELEANOR AND PARK,Rainbow Rowell,St. Martin's Griffin,1250012570,9781250012579,Young Adult Hardcover,2015-12-20,15
138,CARRY ON,Rainbow Rowell,St. Martin's Griffin,1250049555,9781250049551,Young Adult Hardcover,2015-12-20,9
139,SIX OF CROWS,Leigh Bardugo,Holt,1627792120,9781627792127,Young Adult Hardcover,2015-12-20,9
140,FANGIRL,Rainbow Rowell,St. Martin's Griffin,None,9781250073808,Young Adult Hardcover,2015-12-20,16
141,ILLUMINAE,Amie Kaufman and Jay Kristoff,Knopf,0553499114,9780553499117,Young Adult Hardcover,2015-12-20,7
142,"EVERYTHING, EVERYTHING",Nicola Yoon,Delacorte,0553496646,9780553496642,Young Adult Hardcover,2015-12-20,13
143,THE ROSE SOCIETY,Marie Lu,Putnam,0399167846,9780399167843,Young Adult Hardcover,2015-12-20,7
144,ALL THE BRIGHT PLACES,Jennifer Niven,Knopf,0385755880,9780385755887,Young Adult Hardcover,2015-12-20,10
145,DIARY OF A WIMPY KID,and   Jeff Kinney,Amulet,1419717014,9781419717017,Series Books,2015-12-20,351
146,HARRY POTTER,J.K. Rowling,Scholastic,0545790352,9780545790352,Series Books,2015-12-20,350
147,DORK DIARIES,Rachel Renée Russell,Simon & Schuster,1481457047,9781481457040,Series Books,2015-12-20,145
148,RUSH REVERE,Rush Limbaugh with Kathryn Adams Limbaugh,Simon & Schuster,1476789886,9781476789880,Series Books,2015-12-20,16
149,THE MAZE RUNNER,James Dashner,Delacorte,0385388896,9780385388894,Series Books,2015-12-20,165
150,LUNAR CHRONICLES,Marissa Meyer,Macmillan,0312642989,9780312642983,Series Books,2015-12-20,12
151,MISS PEREGRINE’S PECULIAR CHILDREN,Ransom Riggs,Quirk,1594746036,9781594746031,Series Books,2015-12-20,11
152,DESCENDANTS,various authors,Disney Press,1484726383,9781484726389,Series Books,2015-12-20,16
153,THE HUNGER GAMES,Suzanne Collins,Scholastic,0545670314,9780545670319,Series Books,2015-12-20,226
154,PERCY JACKSON & THE OLYMPIANS,Rick Riordan,Disney-Hyperion,1484707230,9781484707234,Series Books,2015-12-20,376
155,THE CROSSING,Michael Connelly,"Little, Brown",0316225894,9780316225892,Combined Print and E-Book Fiction,2015-11-22,1
156,STARS OF FORTUNE,Nora Roberts,Berkley,None,9780698190733,Combined Print and E-Book Fiction,2015-11-22,1
157,THE BAZAAR OF BAD DREAMS,Stephen King,Scribner,1501111671,9781501111679,Combined Print and E-Book Fiction,2015-11-22,1
158,ROGUE LAWYER,John Grisham,Doubleday,0385539436,9780385539432,Combined Print and E-Book Fiction,2015-11-22,3
159,THE MARTIAN,Andy Weir,Crown,None,9780804139038,Combined Print and E-Book Fiction,2015-11-22,24
160,SEE ME,Nicholas Sparks,Grand Central,1455520616,9781455520619,Combined Print and E-Book Fiction,2015-11-22,4
161,CAREER OF EVIL,Robert Galbraith,"Mulholland/Little, Brown",0316349925,9780316349925,Combined Print and E-Book Fiction,2015-11-22,3
162,THE SURVIVOR,Vince Flynn and Kyle Mills,Emily Bestler/Atria,1476783470,9781476783475,Combined Print and E-Book Fiction,2015-11-22,5
163,AVENUE OF MYSTERIES,John Irving,Simon & Schuster,1451664168,9781451664164,Combined Print and E-Book Fiction,2015-11-22,1
164,DEPRAVED HEART,Patricia Cornwell,Morrow/HarperCollins,0062325426,9780062325426,Combined Print and E-Book Fiction,2015-11-22,2
165,THE GROWNUP,Gillian Flynn,Crown Archetype,080418898X,9780804188982,Combined Print and E-Book Fiction,2015-11-22,1
166,ALL THE LIGHT WE CANNOT SEE,Anthony Doerr,Scribner,1476746583,9781476746586,Combined Print and E-Book Fiction,2015-11-22,59
167,THE MURDER HOUSE,James Patterson and David Ellis,"Little, Brown",0316337978,9780316337977,Combined Print and E-Book Fiction,2015-11-22,6
168,THE GIRL ON THE TRAIN,Paula Hawkins,Riverhead,0698185390,9780698185395,Combined Print and E-Book Fiction,2015-11-22,43
169,IT'S ONLY LOVE,Marie Force,Berkley,None,9780698164055,Combined Print and E-Book Fiction,2015-11-22,1
170,BORN OF BETRAYAL,Sherrilyn Kenyon,St. Martin's,1466840951,9781466840959,Combined Print and E-Book Fiction,2015-11-22,0
171,THE JAPANESE LOVER,Isabel Allende,Atria,1501117009,9781501117008,Combined Print and E-Book Fiction,2015-11-22,0
172,THE GIRL IN THE SPIDER'S WEB,David Lagercrantz,Knopf,0385354290,9780385354295,Combined Print and E-Book Fiction,2015-11-22,0
173,NO GOOD DEED,Allison Brennan,Minotaur,1466870036,9781466870031,Combined Print and E-Book Fiction,2015-11-22,0
174,THIRTY-FIVE AND A HALF CONSIPIRACIES,Denise Grover Swank,DGS,1939996341,9781939996343,Combined Print and E-Book Fiction,2015-11-22,0
175,TROUBLEMAKER,Leah Remini and Rebecca Paley,Ballantine,1101886978,9781101886977,Combined Print and E-Book Nonfiction,2015-11-22,1
176,KILLING REAGAN,Bill O'Reilly and Martin Dugard,Holt,1627792414,9781627792417,Combined Print and E-Book Nonfiction,2015-11-22,7
177,THOMAS JEFFERSON AND THE TRIPOLI PIRATES,Brian Kilmeade and Don Yaeger,Sentinel,1591848067,9781591848066,Combined Print and E-Book Nonfiction,2015-11-22,1
178,CRIPPLED AMERICA,Donald J Trump,Threshold Editions,1501137964,9781501137969,Combined Print and E-Book Nonfiction,2015-11-22,1
179,A MORE PERFECT UNION,Ben Carson with Candy Carson,Sentinel,1591848040,9781591848042,Combined Print and E-Book Nonfiction,2015-11-22,5
180,THE WITCHES,Stacy Schiff,"Little, Brown",0316200603,9780316200608,Combined Print and E-Book Nonfiction,2015-11-22,2
181,LIGHTS OUT,Ted Koppel,Crown,055341996X,9780553419962,Combined Print and E-Book Nonfiction,2015-11-22,2
182,EXTREME OWNERSHIP,Jocko Willink and Leif Babin,St. Martin's,1250067057,9781250067050,Combined Print and E-Book Nonfiction,2015-11-22,3
183,WILDFLOWER,Drew Barrymore,Dutton,1101983795,9781101983799,Combined Print and E-Book Nonfiction,2015-11-22,2
184,THE BOYS IN THE BOAT,Daniel James Brown,Penguin,0143125478,9780143125471,Combined Print and E-Book Nonfiction,2015-11-22,77
185,MY LIFE ON THE ROAD,Gloria Steinem,Random House,0679456201,9780679456209,Combined Print and E-Book Nonfiction,2015-11-22,2
186,BETWEEN THE WORLD AND ME,Ta-Nehisi Coates,Spiegel & Grau,0812993543,9780812993547,Combined Print and E-Book Nonfiction,2015-11-22,17
187,GOVERNMENT ZERO,Michael Savage,Center Street,1455536113,9781455536115,Combined Print and E-Book Nonfiction,2015-11-22,2
188,BINGE,Tyler Oakley,Gallery Books,1501117696,9781501117695,Combined Print and E-Book Nonfiction,2015-11-22,3
189,WHY NOT ME?,Mindy Kaling,Crown Archetype,0804138141,9780804138147,Combined Print and E-Book Nonfiction,2015-11-22,8
190,THE TIME OF OUR LIVES,Peggy Noonan,Twelve,1455563110,9781455563111,Combined Print and E-Book Nonfiction,2015-11-22,0
191,BEING MORTAL,Atul Gawande,Metropolitan/Holt,0805095152,9780805095159,Combined Print and E-Book Nonfiction,2015-11-22,0
192,I AM MALALA,Malala Yousafzai with Christina Lamb,"Little, Brown",0316322423,9780316322423,Combined Print and E-Book Nonfiction,2015-11-22,0
193,FURIOUSLY HAPPY,Jenny Lawson,Flatiron,1250077001,9781250077004,Combined Print and E-Book Nonfiction,2015-11-22,0
194,HUMANS OF NEW YORK: STORIES,Brandon Stanton,St. Martin's,1250058902,9781250058904,Combined Print and E-Book Nonfiction,2015-11-22,0
195,THE BAZAAR OF BAD DREAMS,Stephen King,Scribner,1501111671,9781501111679,Hardcover Fiction,2015-11-22,1
196,THE CROSSING,Michael Connelly,"Little, Brown",0316225886,9780316225885,Hardcover Fiction,2015-11-22,1
197,ROGUE LAWYER,John Grisham,Doubleday,0385539436,9780385539432,Hardcover Fiction,2015-11-22,3
198,SEE ME,Nicholas Sparks,Grand Central,1455520616,9781455520619,Hardcover Fiction,2015-11-22,4
199,AVENUE OF MYSTERIES,John Irving,Simon & Schuster,1451664168,9781451664164,Hardcover Fiction,2015-11-22,1
200,CAREER OF EVIL,Robert Galbraith,"Mulholland/Little, Brown",0316349933,9780316349932,Hardcover Fiction,2015-11-22,3
201,DEPRAVED HEART,Patricia Cornwell,Morrow/HarperCollins,006232540X,9780062325402,Hardcover Fiction,2015-11-22,2
202,THE SURVIVOR,Vince Flynn and Kyle Mills,Emily Bestler/Atria,1476783454,9781476783451,Hardcover Fiction,2015-11-22,5
203,ALL THE LIGHT WE CANNOT SEE,Anthony Doerr,Scribner,1476746583,9781476746586,Hardcover Fiction,2015-11-22,79
204,A KNIGHT OF THE SEVEN KINGDOMS,George R R Martin,Bantam,0345533488,9780345533487,Hardcover Fiction,2015-11-22,5
205,THE GIRL ON THE TRAIN,Paula Hawkins,Riverhead,1594633665,9781594633669,Hardcover Fiction,2015-11-22,43
206,A BANQUET OF CONSEQUENCES,Elizabeth George,Viking,0525954333,9780525954330,Hardcover Fiction,2015-11-22,2
207,GO SET A WATCHMAN,Harper Lee,Harper,0062409859,9780062409850,Hardcover Fiction,2015-11-22,16
208,THE IMMORTAL NICHOLAS,Glenn Beck,Threshold Editions/Mercury Radio Arts,1476798842,9781476798844,Hardcover Fiction,2015-11-22,2
209,THE MURDER HOUSE,James Patterson and David Ellis,"Little, Brown",0316410985,9780316410984,Hardcover Fiction,2015-11-22,6
210,THE GIRL IN THE SPIDER'S WEB,David Lagercrantz,Knopf,0385354282,9780385354288,Hardcover Fiction,2015-11-22,0
211,AFTER ALICE,Gregory Maguire,Morrow,0060548959,9780060548957,Hardcover Fiction,2015-11-22,0
212,THE JAPANESE LOVER,Isabel Allende,Atria,1501116975,9781501116971,Hardcover Fiction,2015-11-22,0
213,WELCOME TO NIGHT VALE,Joseph Fink and Jeffrey Cranor,Harper Perennial,0062351427,9780062351425,Hardcover Fiction,2015-11-22,0
214,THE GROWNUP,Gillian Flynn,Crown,0804188971,9780804188975,Hardcover Fiction,2015-11-22,0
