,Title,Author,Publisher,Primary ISBN10,Primary ISBN13,NYT List,NYT List Published Date,Weeks on NYT List
64,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid,Washington Square/Atria,1501161938,9781501161933,Trade Fiction Paperback,2023-04-09,107
65,VERITY,Colleen Hoover,Grand Central,1538724731,9781538724736,Trade Fiction Paperback,2023-04-09,85
66,THE LAST THING HE TOLD ME,Laura Dave,Marysue Rucci,1501171356,9781501171352,Trade Fiction Paperback,2023-04-09,1
67,HEART BONES,Colleen Hoover,Atria,1668021919,9781668021910,Trade Fiction Paperback,2023-04-09,8
68,THE FOUR WINDS,Kristin Hannah,St. Martin's Griffin,1250178614,9781250178619,Trade Fiction Paperback,2023-04-09,2
69,UGLY LOVE,Colleen Hoover,Atria,1476753180,9781476753188,Trade Fiction Paperback,2023-04-09,87
70,THINGS WE NEVER GOT OVER,Lucy Score,Bloom,194563183X,9781945631832,Trade Fiction Paperback,2023-04-09,25
71,THINGS WE HIDE FROM THE LIGHT,Lucy Score,Bloom,172827611X,9781728276113,Trade Fiction Paperback,2023-04-09,5
72,THE PARIS APARTMENT,Lucy Foley,Morrow,0063003066,9780063003064,Trade Fiction Paperback,2023-04-09,5
73,THE SILENT PATIENT,Alex Michaelides,Celadon,125030170X,9781250301703,Trade Fiction Paperback,2023-04-09,84
74,ONE ITALIAN SUMMER,Rebecca Serle,Atria,1982166800,9781982166809,Trade Fiction Paperback,2023-04-09,2
