Title,Author,Publisher,Primary ISBN10,Primary ISBN13,NYT List,NYT List Published Date,Weeks on NYT List
THE FOOD LAB,J Kenji Lopez-Alt,Norton,393081087,9.78039E+12,Advice How-To and Miscellaneous,12/20/2015,5
YEAR OF YES,Shonda Rhimes,Simon & Schuster,1476777098,9.78148E+12,Advice How-To and Miscellaneous,12/20/2015,4
BIG MAGIC,Elizabeth Gilbert,Riverhead,1594634718,9.78159E+12,Advice How-To and Miscellaneous,12/20/2015,11
SELP-HELF,Miranda Sings,Gallery Books,1501117947,9.7815E+12,Advice How-To and Miscellaneous,12/20/2015,9
THE POWER OF I AM,Joel Osteen,FaithWords,892969962,9.78089E+12,Advice How-To and Miscellaneous,12/20/2015,9
THUG KITCHEN,the staff of Thug Kitchen,Rodale,1623363586,9.78162E+12,Advice How-To and Miscellaneous,12/20/2015,43
POGUE'S BASICS: LIFE,David Pogue,Flatiron,1250080436,9.78125E+12,Advice How-To and Miscellaneous,12/20/2015,1
STRONG LOOKS BETTER NAKED,Khloe Kardashian,Regan Arts,1942872488,9.78194E+12,Advice How-To and Miscellaneous,12/20/2015,0
THE GIFTS OF IMPERFECTION,Brené Brown,Hazelden,159285849X,9.78159E+12,Advice How-To and Miscellaneous,12/20/2015,0
THE FIVE LOVE LANGUAGES,Gary Chapman,Northfield,080241270X,9.7808E+12,Advice How-To and Miscellaneous,12/20/2015,0
BRAVE ENOUGH,Cheryl Strayed,Knopf,1101946903,9.7811E+12,Advice How-To and Miscellaneous,12/20/2015,0
NERDY NUMMIES COOKBOOK,Rosanna Pansino,Atria,1501104012,9.7815E+12,Advice How-To and Miscellaneous,12/20/2015,0
THE DAY THE CRAYONS CAME HOME,Drew Daywalt,Philomel,399172750,9.7804E+12,Picture Books,12/20/2015,16
HOW TO CATCH SANTA,Jean Reagan,Knopf,553498398,9.78055E+12,Picture Books,12/20/2015,3
THE DAY THE CRAYONS QUIT,Drew Daywalt.,Philomel,399255370,9.7804E+12,Picture Books,12/20/2015,128
THE BOOK WITH NO PICTURES,B.J. Novak,Dial,803741715,9.7808E+12,Picture Books,12/20/2015,62
THE NIGHT BEFORE CHRISTMAS,Clement C Moore Various illustrators,Various publishers,62089447,9.78006E+12,Picture Books,12/20/2015,63
DRAGONS LOVE TACOS,Adam Rubin.,Dial,803736800,9.7808E+12,Picture Books,12/20/2015,94
THE WONDERFUL THINGS YOU WILL BE,Emily Winfield Martin,Random House,385376715,9.78039E+12,Picture Books,12/20/2015,12
PRESS HERE,Hervé Tullet,Handprint/Chronicle,811879542,9.78081E+12,Picture Books,12/20/2015,218
"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE",Sherri Duskey Rinker and Tom Lichtenheld,Chronicle,811877825,9.78081E+12,Picture Books,12/20/2015,209
WHAT PET SHOULD I GET?,Dr Seuss,Random House,553524267,9.78055E+12,Picture Books,12/20/2015,19
THE AMAZING BOOK IS NOT ON FIRE,Dan Howell and Phil Lester,Random House,1101939842,9.7811E+12,Young Adult Hardcover,12/20/2015,8
RED QUEEN,Victoria Aveyard,HarperTeen,62310631,9.78006E+12,Young Adult Hardcover,12/20/2015,16
ELEANOR AND PARK,Rainbow Rowell,St. Martin's Griffin,1250012570,9.78125E+12,Young Adult Hardcover,12/20/2015,15
CARRY ON,Rainbow Rowell,St. Martin's Griffin,1250049555,9.78125E+12,Young Adult Hardcover,12/20/2015,9
SIX OF CROWS,Leigh Bardugo,Holt,1627792120,9.78163E+12,Young Adult Hardcover,12/20/2015,9
FANGIRL,Rainbow Rowell,St. Martin's Griffin,None,9.78125E+12,Young Adult Hardcover,12/20/2015,16
ILLUMINAE,Amie Kaufman and Jay Kristoff,Knopf,553499114,9.78055E+12,Young Adult Hardcover,12/20/2015,7
"EVERYTHING, EVERYTHING",Nicola Yoon,Delacorte,553496646,9.78055E+12,Young Adult Hardcover,12/20/2015,13
THE ROSE SOCIETY,Marie Lu,Putnam,399167846,9.7804E+12,Young Adult Hardcover,12/20/2015,7
ALL THE BRIGHT PLACES,Jennifer Niven,Knopf,385755880,9.78039E+12,Young Adult Hardcover,12/20/2015,10
DIARY OF A WIMPY KID,and   Jeff Kinney,Amulet,1419717014,9.78142E+12,Series Books,12/20/2015,351
HARRY POTTER,J.K. Rowling,Scholastic,545790352,9.78055E+12,Series Books,12/20/2015,350
DORK DIARIES,Rachel Renée Russell,Simon & Schuster,1481457047,9.78148E+12,Series Books,12/20/2015,145
RUSH REVERE,Rush Limbaugh with Kathryn Adams Limbaugh,Simon & Schuster,1476789886,9.78148E+12,Series Books,12/20/2015,16
THE MAZE RUNNER,James Dashner,Delacorte,385388896,9.78039E+12,Series Books,12/20/2015,165
LUNAR CHRONICLES,Marissa Meyer,Macmillan,312642989,9.78031E+12,Series Books,12/20/2015,12
MISS PEREGRINE’S PECULIAR CHILDREN,Ransom Riggs,Quirk,1594746036,9.78159E+12,Series Books,12/20/2015,11
DESCENDANTS,various authors,Disney Press,1484726383,9.78148E+12,Series Books,12/20/2015,16
THE HUNGER GAMES,Suzanne Collins,Scholastic,545670314,9.78055E+12,Series Books,12/20/2015,226
PERCY JACKSON & THE OLYMPIANS,Rick Riordan,Disney-Hyperion,1484707230,9.78148E+12,Series Books,12/20/2015,376
THE CROSSING,Michael Connelly,"Little, Brown",316225894,9.78032E+12,Combined Print and E-Book Fiction,11/22/2015,1
STARS OF FORTUNE,Nora Roberts,Berkley,None,9.7807E+12,Combined Print and E-Book Fiction,11/22/2015,1
THE BAZAAR OF BAD DREAMS,Stephen King,Scribner,1501111671,9.7815E+12,Combined Print and E-Book Fiction,11/22/2015,1
ROGUE LAWYER,John Grisham,Doubleday,385539436,9.78039E+12,Combined Print and E-Book Fiction,11/22/2015,3
THE MARTIAN,Andy Weir,Crown,None,9.7808E+12,Combined Print and E-Book Fiction,11/22/2015,24
SEE ME,Nicholas Sparks,Grand Central,1455520616,9.78146E+12,Combined Print and E-Book Fiction,11/22/2015,4
CAREER OF EVIL,Robert Galbraith,"Mulholland/Little, Brown",316349925,9.78032E+12,Combined Print and E-Book Fiction,11/22/2015,3
THE SURVIVOR,Vince Flynn and Kyle Mills,Emily Bestler/Atria,1476783470,9.78148E+12,Combined Print and E-Book Fiction,11/22/2015,5
AVENUE OF MYSTERIES,John Irving,Simon & Schuster,1451664168,9.78145E+12,Combined Print and E-Book Fiction,11/22/2015,1
DEPRAVED HEART,Patricia Cornwell,Morrow/HarperCollins,62325426,9.78006E+12,Combined Print and E-Book Fiction,11/22/2015,2
THE GROWNUP,Gillian Flynn,Crown Archetype,080418898X,9.7808E+12,Combined Print and E-Book Fiction,11/22/2015,1
ALL THE LIGHT WE CANNOT SEE,Anthony Doerr,Scribner,1476746583,9.78148E+12,Combined Print and E-Book Fiction,11/22/2015,59
THE MURDER HOUSE,James Patterson and David Ellis,"Little, Brown",316337978,9.78032E+12,Combined Print and E-Book Fiction,11/22/2015,6
THE GIRL ON THE TRAIN,Paula Hawkins,Riverhead,698185390,9.7807E+12,Combined Print and E-Book Fiction,11/22/2015,43
IT'S ONLY LOVE,Marie Force,Berkley,None,9.7807E+12,Combined Print and E-Book Fiction,11/22/2015,1
BORN OF BETRAYAL,Sherrilyn Kenyon,St. Martin's,1466840951,9.78147E+12,Combined Print and E-Book Fiction,11/22/2015,0
THE JAPANESE LOVER,Isabel Allende,Atria,1501117009,9.7815E+12,Combined Print and E-Book Fiction,11/22/2015,0
THE GIRL IN THE SPIDER'S WEB,David Lagercrantz,Knopf,385354290,9.78039E+12,Combined Print and E-Book Fiction,11/22/2015,0
NO GOOD DEED,Allison Brennan,Minotaur,1466870036,9.78147E+12,Combined Print and E-Book Fiction,11/22/2015,0
THIRTY-FIVE AND A HALF CONSIPIRACIES,Denise Grover Swank,DGS,1939996341,9.78194E+12,Combined Print and E-Book Fiction,11/22/2015,0
TROUBLEMAKER,Leah Remini and Rebecca Paley,Ballantine,1101886978,9.7811E+12,Combined Print and E-Book Nonfiction,11/22/2015,1
KILLING REAGAN,Bill O'Reilly and Martin Dugard,Holt,1627792414,9.78163E+12,Combined Print and E-Book Nonfiction,11/22/2015,7
THOMAS JEFFERSON AND THE TRIPOLI PIRATES,Brian Kilmeade and Don Yaeger,Sentinel,1591848067,9.78159E+12,Combined Print and E-Book Nonfiction,11/22/2015,1
CRIPPLED AMERICA,Donald J Trump,Threshold Editions,1501137964,9.7815E+12,Combined Print and E-Book Nonfiction,11/22/2015,1
A MORE PERFECT UNION,Ben Carson with Candy Carson,Sentinel,1591848040,9.78159E+12,Combined Print and E-Book Nonfiction,11/22/2015,5
THE WITCHES,Stacy Schiff,"Little, Brown",316200603,9.78032E+12,Combined Print and E-Book Nonfiction,11/22/2015,2
LIGHTS OUT,Ted Koppel,Crown,055341996X,9.78055E+12,Combined Print and E-Book Nonfiction,11/22/2015,2
EXTREME OWNERSHIP,Jocko Willink and Leif Babin,St. Martin's,1250067057,9.78125E+12,Combined Print and E-Book Nonfiction,11/22/2015,3
WILDFLOWER,Drew Barrymore,Dutton,1101983795,9.7811E+12,Combined Print and E-Book Nonfiction,11/22/2015,2
THE BOYS IN THE BOAT,Daniel James Brown,Penguin,143125478,9.78014E+12,Combined Print and E-Book Nonfiction,11/22/2015,77
MY LIFE ON THE ROAD,Gloria Steinem,Random House,679456201,9.78068E+12,Combined Print and E-Book Nonfiction,11/22/2015,2
BETWEEN THE WORLD AND ME,Ta-Nehisi Coates,Spiegel & Grau,812993543,9.78081E+12,Combined Print and E-Book Nonfiction,11/22/2015,17
GOVERNMENT ZERO,Michael Savage,Center Street,1455536113,9.78146E+12,Combined Print and E-Book Nonfiction,11/22/2015,2
BINGE,Tyler Oakley,Gallery Books,1501117696,9.7815E+12,Combined Print and E-Book Nonfiction,11/22/2015,3
WHY NOT ME?,Mindy Kaling,Crown Archetype,804138141,9.7808E+12,Combined Print and E-Book Nonfiction,11/22/2015,8
THE TIME OF OUR LIVES,Peggy Noonan,Twelve,1455563110,9.78146E+12,Combined Print and E-Book Nonfiction,11/22/2015,0
BEING MORTAL,Atul Gawande,Metropolitan/Holt,805095152,9.78081E+12,Combined Print and E-Book Nonfiction,11/22/2015,0
I AM MALALA,Malala Yousafzai with Christina Lamb,"Little, Brown",316322423,9.78032E+12,Combined Print and E-Book Nonfiction,11/22/2015,0
FURIOUSLY HAPPY,Jenny Lawson,Flatiron,1250077001,9.78125E+12,Combined Print and E-Book Nonfiction,11/22/2015,0
HUMANS OF NEW YORK: STORIES,Brandon Stanton,St. Martin's,1250058902,9.78125E+12,Combined Print and E-Book Nonfiction,11/22/2015,0
THE BAZAAR OF BAD DREAMS,Stephen King,Scribner,1501111671,9.7815E+12,Hardcover Fiction,11/22/2015,1
THE CROSSING,Michael Connelly,"Little, Brown",316225886,9.78032E+12,Hardcover Fiction,11/22/2015,1
ROGUE LAWYER,John Grisham,Doubleday,385539436,9.78039E+12,Hardcover Fiction,11/22/2015,3
SEE ME,Nicholas Sparks,Grand Central,1455520616,9.78146E+12,Hardcover Fiction,11/22/2015,4
AVENUE OF MYSTERIES,John Irving,Simon & Schuster,1451664168,9.78145E+12,Hardcover Fiction,11/22/2015,1
CAREER OF EVIL,Robert Galbraith,"Mulholland/Little, Brown",316349933,9.78032E+12,Hardcover Fiction,11/22/2015,3
DEPRAVED HEART,Patricia Cornwell,Morrow/HarperCollins,006232540X,9.78006E+12,Hardcover Fiction,11/22/2015,2
THE SURVIVOR,Vince Flynn and Kyle Mills,Emily Bestler/Atria,1476783454,9.78148E+12,Hardcover Fiction,11/22/2015,5
ALL THE LIGHT WE CANNOT SEE,Anthony Doerr,Scribner,1476746583,9.78148E+12,Hardcover Fiction,11/22/2015,79
A KNIGHT OF THE SEVEN KINGDOMS,George R R Martin,Bantam,345533488,9.78035E+12,Hardcover Fiction,11/22/2015,5
THE GIRL ON THE TRAIN,Paula Hawkins,Riverhead,1594633665,9.78159E+12,Hardcover Fiction,11/22/2015,43
A BANQUET OF CONSEQUENCES,Elizabeth George,Viking,525954333,9.78053E+12,Hardcover Fiction,11/22/2015,2
GO SET A WATCHMAN,Harper Lee,Harper,62409859,9.78006E+12,Hardcover Fiction,11/22/2015,16
THE IMMORTAL NICHOLAS,Glenn Beck,Threshold Editions/Mercury Radio Arts,1476798842,9.78148E+12,Hardcover Fiction,11/22/2015,2
THE MURDER HOUSE,James Patterson and David Ellis,"Little, Brown",316410985,9.78032E+12,Hardcover Fiction,11/22/2015,6
THE GIRL IN THE SPIDER'S WEB,David Lagercrantz,Knopf,385354282,9.78039E+12,Hardcover Fiction,11/22/2015,0
AFTER ALICE,Gregory Maguire,Morrow,60548959,9.78006E+12,Hardcover Fiction,11/22/2015,0
THE JAPANESE LOVER,Isabel Allende,Atria,1501116975,9.7815E+12,Hardcover Fiction,11/22/2015,0
WELCOME TO NIGHT VALE,Joseph Fink and Jeffrey Cranor,Harper Perennial,62351427,9.78006E+12,Hardcover Fiction,11/22/2015,0
THE GROWNUP,Gillian Flynn,Crown,804188971,9.7808E+12,Hardcover Fiction,11/22/2015,0
TROUBLEMAKER,Leah Remini and Rebecca Paley,Ballantine,110188696X,9.7811E+12,Hardcover Nonfiction,11/22/2015,1
KILLING REAGAN,Bill O'Reilly and Martin Dugard,Holt,1627792414,9.78163E+12,Hardcover Nonfiction,11/22/2015,7
THOMAS JEFFERSON AND THE TRIPOLI PIRATES,Brian Kilmeade and Don Yaeger,Sentinel,1591848067,9.78159E+12,Hardcover Nonfiction,11/22/2015,1
A MORE PERFECT UNION,Ben Carson with Candy Carson,Sentinel,1591848040,9.78159E+12,Hardcover Nonfiction,11/22/2015,5
CRIPPLED AMERICA,Donald J Trump,Threshold Editions,1501137964,9.7815E+12,Hardcover Nonfiction,11/22/2015,1
THE WITCHES,Stacy Schiff,Little  Brown,316200603,9.78032E+12,Hardcover Nonfiction,11/22/2015,2
EXTREME OWNERSHIP,Jocko Willink and Leif Babin,St. Martin's,1250067057,9.78125E+12,Hardcover Nonfiction,11/22/2015,3
LIGHTS OUT,Ted Koppel,Crown,055341996X,9.78055E+12,Hardcover Nonfiction,11/22/2015,2
MY LIFE ON THE ROAD,Gloria Steinem,Random House,679456201,9.78068E+12,Hardcover Nonfiction,11/22/2015,2
GOVERNMENT ZERO,Michael Savage,Center Street,1455536113,9.78146E+12,Hardcover Nonfiction,11/22/2015,2
BINGE,Tyler Oakley,Gallery Books,1501117696,9.7815E+12,Hardcover Nonfiction,11/22/2015,3
WILDFLOWER,Drew Barrymore,Dutton,1101983795,9.7811E+12,Hardcover Nonfiction,11/22/2015,2
BETWEEN THE WORLD AND ME,Ta-Nehisi Coates,Spiegel & Grau,812993543,9.78081E+12,Hardcover Nonfiction,11/22/2015,17
HUMANS OF NEW YORK: STORIES,Brandon Stanton,St. Martin's,1250058902,9.78125E+12,Hardcover Nonfiction,11/22/2015,4
NOTORIOUS RBG,Irin Carmon and Shana Knizhnik,Dey Street,62415832,9.78006E+12,Hardcover Nonfiction,11/22/2015,2
HUNGER MAKES ME A MODERN GIRL,Carrie Brownstein,Riverhead,1594486638,9.78159E+12,Hardcover Nonfiction,11/22/2015,2
THE TIME OF OUR LIVES,Peggy Noonan,Twelve,1455563110,9.78146E+12,Hardcover Nonfiction,11/22/2015,0
BEING MORTAL,Atul Gawande,Metropolitan/Holt,805095152,9.78081E+12,Hardcover Nonfiction,11/22/2015,0
WHY NOT ME?,Mindy Kaling,Crown Archetype,804138141,9.7808E+12,Hardcover Nonfiction,11/22/2015,0
M TRAIN,Patti Smith,Knopf,1101875100,9.7811E+12,Hardcover Nonfiction,11/22/2015,0
STARS OF FORTUNE,Nora Roberts,Berkley,425280101,9.78043E+12,Trade Fiction Paperback,11/22/2015,1
THE MARTIAN,Andy Weir,Broadway,553418025,9.78055E+12,Trade Fiction Paperback,11/22/2015,54
THE ALCHEMIST,Paulo Coelho,HarperOne/HarperCollins,62315005,9.78006E+12,Trade Fiction Paperback,11/22/2015,379
A BRIEF HISTORY OF SEVEN KILLINGS,Marlon James,Riverhead,1594633940,9.78159E+12,Trade Fiction Paperback,11/22/2015,4
"MERRY CHRISTMAS, ALEX CROSS",James Patterson,Grand Central,1455544949,9.78146E+12,Trade Fiction Paperback,11/22/2015,1
MEMORY MAN,David Baldacci,Grand Central,1455559814,9.78146E+12,Trade Fiction Paperback,11/22/2015,8
GREY,E L James,Vintage,1101946342,9.7811E+12,Trade Fiction Paperback,11/22/2015,21
MY BRILLIANT FRIEND,Elena Ferrante,Europa Editions,1609450787,9.78161E+12,Trade Fiction Paperback,11/22/2015,10
ORPHAN TRAIN,Christina Baker Kline,Morrow/HarperCollins,61950726,9.78006E+12,Trade Fiction Paperback,11/22/2015,100
EVERYTHING I NEVER TOLD YOU,Celeste Ng,Penguin,143127551,9.78014E+12,Trade Fiction Paperback,11/22/2015,21
GRAY MOUNTAIN,John Grisham,Bantam,1101964871,9.7811E+12,Trade Fiction Paperback,11/22/2015,0
ROOM,Emma Donoghue,"Back Bay/Little, Brown",316098329,9.78032E+12,Trade Fiction Paperback,11/22/2015,0
WINTER STREET,Elin Hilderbrand,"Little, Brown",316376108,9.78032E+12,Trade Fiction Paperback,11/22/2015,0
READY PLAYER ONE,Ernest Cline,Broadway,307887448,9.78031E+12,Trade Fiction Paperback,11/22/2015,0
ME BEFORE YOU,Jojo Moyes,Penguin,143124544,9.78014E+12,Trade Fiction Paperback,11/22/2015,0
THE BOYS IN THE BOAT,Daniel James Brown,Penguin,143125478,9.78014E+12,Paperback Nonfiction,11/22/2015,76
I AM MALALA,Malala Yousafzai with Christina Lamb,"Little, Brown",316322423,9.78032E+12,Paperback Nonfiction,11/22/2015,23
YES PLEASE,Amy Poehler,Dey Street/ Morrow,006226835X,9.78006E+12,Paperback Nonfiction,11/22/2015,10
THE DEVIL IN THE WHITE CITY,Erik Larson,Vintage,375725601,9.78038E+12,Paperback Nonfiction,11/22/2015,308
JUST MERCY,Bryan Stevenson,Spiegel & Grau,081298496X,9.78081E+12,Paperback Nonfiction,11/22/2015,7
THE POWER OF HABIT,Charles Duhigg,Random House,081298160X,9.78081E+12,Paperback Nonfiction,11/22/2015,71
QUIET,Susan Cain,Broadway,307352153,9.78031E+12,Paperback Nonfiction,11/22/2015,116
"THINKING, FAST AND SLOW",Daniel Kahneman,"Farrar, Straus & Giroux",374533555,9.78037E+12,Paperback Nonfiction,11/22/2015,96
UNBROKEN,Laura Hillenbrand,Random House,812974492,9.78081E+12,Paperback Nonfiction,11/22/2015,56
NOT THAT KIND OF GIRL,Lena Dunham,Random House,812985176,9.78081E+12,Paperback Nonfiction,11/22/2015,3
OUTLIERS,Malcolm Gladwell,"Back Bay/Little, Brown",316017930,9.78032E+12,Paperback Nonfiction,11/22/2015,0
ONE NATION,Ben Carson with Candy Carson,Sentinel,1595231226,9.7816E+12,Paperback Nonfiction,11/22/2015,0
WILD,Cheryl Strayed,Vintage,307476073,9.78031E+12,Paperback Nonfiction,11/22/2015,0
THE ANDY COHEN DIARIES,Andy Cohen,St. Martin's Griffin,1250078504,9.78125E+12,Paperback Nonfiction,11/22/2015,0
THE NEW JIM CROW,Michelle Alexander,New Press,1595586431,9.7816E+12,Paperback Nonfiction,11/22/2015,0
THE LIFE-CHANGING MAGIC OF TIDYING UP,Marie Kondo,Ten Speed,1607747308,9.78161E+12,Advice How-To and Miscellaneous,11/22/2015,54
THE PIONEER WOMAN COOKS: DINNERTIME,Ree Drummond,Morrow/HarperCollins,62225243,9.78006E+12,Advice How-To and Miscellaneous,11/22/2015,3
BIG MAGIC,Elizabeth Gilbert,Riverhead,1594634718,9.78159E+12,Advice How-To and Miscellaneous,11/22/2015,7
STRONG LOOKS BETTER NAKED,Khloe Kardashian,Regan Arts,1942872488,9.78194E+12,Advice How-To and Miscellaneous,11/22/2015,1
NERDY NUMMIES COOKBOOK,Rosanna Pansino,Atria,1501104012,9.7815E+12,Advice How-To and Miscellaneous,11/22/2015,1
THE 20/20 DIET,Phil McGraw,Bird Street,1939457319,9.78194E+12,Advice How-To and Miscellaneous,11/22/2015,20
THE FIVE LOVE LANGUAGES,Gary Chapman,Northfield,080241270X,9.7808E+12,Advice How-To and Miscellaneous,11/22/2015,128
HAPPY COOKING,Giada De Laurentiis,Pam Krauss,804187924,9.7808E+12,Advice How-To and Miscellaneous,11/22/2015,1
HOW TO BE RIGHT,Greg Gutfeld,Crown Forum,1101903627,9.7811E+12,Advice How-To and Miscellaneous,11/22/2015,2
THE POWER OF I AM,Joel Osteen,FaithWords,892969962,9.78089E+12,Advice How-To and Miscellaneous,11/22/2015,5
THE SCHOOL OF GREATNESS,Lewis Howes,Rodale,1623365961,9.78162E+12,Advice How-To and Miscellaneous,11/22/2015,0
ABOVE THE LINE,Urban Meyer with Wayne Coffey,Penguin Press,1101980702,9.7811E+12,Advice How-To and Miscellaneous,11/22/2015,0
IMAGINE HEAVEN,John Burke,Baker Books,080101526X,9.7808E+12,Advice How-To and Miscellaneous,11/22/2015,0
WHAT TO EXPECT WHEN YOU'RE EXPECTING,Heidi Murkoff and Sharon Mazel,Workman,761148574,9.78076E+12,Advice How-To and Miscellaneous,11/22/2015,0
RISING STRONG,Brené Brown,Spiegel & Grau,812995821,9.78081E+12,Advice How-To and Miscellaneous,11/22/2015,0
THE LITTLE SNOWPLOW,Lora Koehler,Candlewick,076367074X,9.78076E+12,Picture Books,11/22/2015,1
THE DAY THE CRAYONS CAME HOME,Drew Daywalt,Philomel,399172750,9.7804E+12,Picture Books,11/22/2015,12
THE DAY THE CRAYONS QUIT,Drew Daywalt.,Philomel,399255370,9.7804E+12,Picture Books,11/22/2015,124
WHAT PET SHOULD I GET?,Dr Seuss,Random House,553524267,9.78055E+12,Picture Books,11/22/2015,15
THE BOOK WITH NO PICTURES,B.J. Novak,Dial,803741715,9.7808E+12,Picture Books,11/22/2015,58
I REALLY LIKE SLOP!,Mo Willems,Disney-Hyperion,None,9.78148E+12,Picture Books,11/22/2015,2
DRAGONS LOVE TACOS,Adam Rubin.,Dial,803736800,9.7808E+12,Picture Books,11/22/2015,90
THE WONDERFUL THINGS YOU WILL BE,Emily Winfield Martin,Random House,385376715,9.78039E+12,Picture Books,11/22/2015,9
"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE",Sherri Duskey Rinker and Tom Lichtenheld,Chronicle,811877825,9.78081E+12,Picture Books,11/22/2015,207
PRESS HERE,Hervé Tullet,Handprint/Chronicle,811879542,9.78081E+12,Picture Books,11/22/2015,216
THE AMAZING BOOK IS NOT ON FIRE,Dan Howell and Phil Lester,Random House,1101939842,9.7811E+12,Young Adult Hardcover,11/22/2015,4
CARRY ON,Rainbow Rowell,St. Martin's Griffin,1250049555,9.78125E+12,Young Adult Hardcover,11/22/2015,5
TRAFFICK,Ellen Hopkins,Margaret K. McElderry,1442482877,9.78144E+12,Young Adult Hardcover,11/22/2015,1
"EVERYTHING, EVERYTHING",Nicola Yoon,Delacorte,553496646,9.78055E+12,Young Adult Hardcover,11/22/2015,9
SIX OF CROWS,Leigh Bardugo,Holt,1627792120,9.78163E+12,Young Adult Hardcover,11/22/2015,6
THE ROSE SOCIETY,Marie Lu,Putnam,399167846,9.7804E+12,Young Adult Hardcover,11/22/2015,4
ILLUMINAE,Amie Kaufman and Jay Kristoff,Knopf,553499114,9.78055E+12,Young Adult Hardcover,11/22/2015,3
BLACK WIDOW: FOREVER RED,Margaret Stohl,Marvel,148472643X,9.78148E+12,Young Adult Hardcover,11/22/2015,4
RED QUEEN,Victoria Aveyard,HarperTeen,62310631,9.78006E+12,Young Adult Hardcover,11/22/2015,12
GIRL ONLINE: ON TOUR,Zoe Sugg,Keywords/Atria,1501100335,9.7815E+12,Young Adult Hardcover,11/22/2015,3
DIARY OF A WIMPY KID,and   Jeff Kinney,Amulet,1419717014,9.78142E+12,Series Books,11/22/2015,347
DORK DIARIES,Rachel Renée Russell,Simon & Schuster,1481457047,9.78148E+12,Series Books,11/22/2015,141
HARRY POTTER,J.K. Rowling,Scholastic,545790352,9.78055E+12,Series Books,11/22/2015,346
RUSH REVERE,Rush Limbaugh with Kathryn Adams Limbaugh,Simon & Schuster,1476789886,9.78148E+12,Series Books,11/22/2015,12
MISS PEREGRINE’S PECULIAR CHILDREN,Ransom Riggs,Quirk,159474758X,9.78159E+12,Series Books,11/22/2015,7
DESCENDANTS,various authors,Disney Press,1484726383,9.78148E+12,Series Books,11/22/2015,12
THE MAZE RUNNER,James Dashner,Delacorte,385737955,9.78039E+12,Series Books,11/22/2015,161
THE TWILIGHT SAGA,Stephenie Meyer,"Little, Brown",316268399,9.78032E+12,Series Books,11/22/2015,224
FINISHING SCHOOL,Gail Carriger,"Little, Brown & Company",316299782,9.78032E+12,Series Books,11/22/2015,2
GIVER QUARTET,Lois Lowry,Houghton Mifflin Harcourt,544336267,9.78054E+12,Series Books,11/22/2015,101
THE SURVIVOR,Vince Flynn and Kyle Mills,Emily Bestler/Atria,1476783470,9.78148E+12,Combined Print and E-Book Fiction,10/25/2015,1
THE MARTIAN,Andy Weir,Crown,None,9.7808E+12,Combined Print and E-Book Fiction,10/25/2015,20
A KNIGHT OF THE SEVEN KINGDOMS,George R R Martin,Bantam,345533488,9.78035E+12,Combined Print and E-Book Fiction,10/25/2015,1
THE MURDER HOUSE,James Patterson and David Ellis,"Little, Brown",316337978,9.78032E+12,Combined Print and E-Book Fiction,10/25/2015,2
