,Title,Author,Publisher,Primary ISBN10,Primary ISBN13,NYT List,NYT List Published Date,Weeks on NYT List
55,THE 1619 PROJECT,"edited  Nikole Hannah-Jones, Caitlin Roper, Ilena Silverman and Jake Silverstein",One World,0593230574,9780593230572,Hardcover Nonfiction,2023-03-19,35
56,THE MYTH OF NORMAL,Gabor Maté with Daniel Maté,Avery,0593083881,9780593083888,Hardcover Nonfiction,2023-03-19,17
57,NEVER GIVE AN INCH,Mike Pompeo,Broadside,0063247445,9780063247444,Hardcover Nonfiction,2023-03-19,6
58,"LOVE, PAMELA",Pamela Anderson,Dey Street,0063226561,9780063226562,Hardcover Nonfiction,2023-03-19,5
59,THE HUMANITY ARCHIVE,Jermaine Fowler,Row House,1955905142,9781955905145,Hardcover Nonfiction,2023-03-19,1
60,NEVER NEVER,Colleen Hoover and Tarryn Fisher,Canary Street,1335004882,9781335004888,Trade Fiction Paperback,2023-03-19,1
61,IT STARTS WITH US,Colleen Hoover,Atria,1668001225,9781668001226,Trade Fiction Paperback,2023-03-19,20
62,IT ENDS WITH US,Colleen Hoover,Atria,1501110365,9781501110368,Trade Fiction Paperback,2023-03-19,96
63,DAISY JONES & THE SIX,Taylor Jenkins Reid,Ballantine,1524798649,9781524798642,Trade Fiction Paperback,2023-03-19,16
64,HEART BONES,Colleen Hoover,Atria,1668021919,9781668021910,Trade Fiction Paperback,2023-03-19,5
65,THINGS WE HIDE FROM THE LIGHT,Lucy Score,Bloom,172827611X,9781728276113,Trade Fiction Paperback,2023-03-19,2
66,VERITY,Colleen Hoover,Grand Central,1538724731,9781538724736,Trade Fiction Paperback,2023-03-19,82
67,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid,Washington Square/Atria,1501161938,9781501161933,Trade Fiction Paperback,2023-03-19,104
68,THE PARIS APARTMENT,Lucy Foley,Morrow,0063003066,9780063003064,Trade Fiction Paperback,2023-03-19,2
69,UGLY LOVE,Colleen Hoover,Atria,1476753180,9781476753188,Trade Fiction Paperback,2023-03-19,84
70,THINGS WE NEVER GOT OVER,Lucy Score,Bloom,194563183X,9781945631832,Trade Fiction Paperback,2023-03-19,22
71,THE SILENT PATIENT,Alex Michaelides,Celadon,125030170X,9781250301703,Trade Fiction Paperback,2023-03-19,81
72,NOVEMBER 9,Colleen Hoover,Atria,1501110349,9781501110344,Trade Fiction Paperback,2023-03-19,68
73,ICEBREAKER,Hannah Grace,Atria,1668026031,9781668026038,Trade Fiction Paperback,2023-03-19,4
74,THE MAID,Nita Prose,Ballantine,0593356179,9780593356173,Trade Fiction Paperback,2023-03-19,8
75,THE BODY KEEPS THE SCORE,Bessel van der Kolk,Penguin,0143127748,9780143127741,Paperback Nonfiction,2023-03-19,228
76,ALL ABOUT LOVE,bell hooks,Morrow,0060959479,9780060959470,Paperback Nonfiction,2023-03-19,65
77,BRAIDING SWEETGRASS,Robin Wall Kimmerer,Milkweed Editions,1571313567,9781571313560,Paperback Nonfiction,2023-03-19,151
78,CASTE,Isabel Wilkerson,Random House,0593230272,9780593230275,Paperback Nonfiction,2023-03-19,3
79,"THINKING, FAST AND SLOW",Daniel Kahneman,"Farrar, Straus & Giroux",0374533555,9780374533557,Paperback Nonfiction,2023-03-19,352
80,STOLEN FOCUS,Johann Hari,Crown,0593138538,9780593138533,Paperback Nonfiction,2023-03-19,2
81,THE NINETIES,Chuck Klosterman,Penguin,0735217963,9780735217966,Paperback Nonfiction,2023-03-19,5
82,LUCK OF THE DRAW,Frank Murphy,St. Martin's Griffin,1250866898,9781250866899,Paperback Nonfiction,2023-03-19,1
83,QUIET,Susan Cain,Broadway,0307352153,9780307352156,Paperback Nonfiction,2023-03-19,179
84,TALKING TO STRANGERS,Malcolm Gladwell,Back Bay,0316299227,9780316299220,Paperback Nonfiction,2023-03-19,75
85,SOUTH TO AMERICA,Imani Perry,Ecco,0062977377,9780062977373,Paperback Nonfiction,2023-03-19,1
86,GRIT,Angela Duckworth,Scribner,1501111116,9781501111112,Paperback Nonfiction,2023-03-19,138
87,THE JANUARY 6TH REPORT,the Select Committee to Investigate the Jan. 6 Attack on the United States Capitol,Celadon,1250877520,9781250877529,Paperback Nonfiction,2023-03-19,10
88,THE BOMBER MAFIA,Malcolm Gladwell,Back Bay,0316296813,9780316296816,Paperback Nonfiction,2023-03-19,29
89,HOW TO BE AN ANTIRACIST,Ibram X. Kendi,One World,0525509305,9780525509301,Paperback Nonfiction,2023-03-19,4
90,ATOMIC HABITS,James Clear,Avery,0735211299,9780735211292,Advice How-To and Miscellaneous,2023-03-19,171
91,YOUNG FOREVER,Mark Hyman,"Little, Brown Spark",0316453188,9780316453189,Advice How-To and Miscellaneous,2023-03-19,2
92,"THE BOY, THE MOLE, THE FOX AND THE HORSE",Charlie Mackesy,HarperOne,0062976583,9780062976581,Advice How-To and Miscellaneous,2023-03-19,170
93,THE CREATIVE ACT,Rick Rubin with Neil Strauss,Penguin Press,0593652886,9780593652886,Advice How-To and Miscellaneous,2023-03-19,7
94,DRAMA FREE,Nedra Glover Tawwab,TarcherPerigee,0593539273,9780593539279,Advice How-To and Miscellaneous,2023-03-19,1
95,8 RULES OF LOVE,Jay Shetty,Simon & Schuster,1982183063,9781982183066,Advice How-To and Miscellaneous,2023-03-19,5
96,WIN EVERY ARGUMENT,Mehdi Hasan,Holt,1250853478,9781250853479,Advice How-To and Miscellaneous,2023-03-19,1
97,THE SUBTLE ART OF NOT GIVING A F*CK,Mark Manson,Harper,0062457713,9780062457714,Advice How-To and Miscellaneous,2023-03-19,288
98,CAN'T HURT ME,David Goggins,Lioncrest,1544512279,9781544512273,Advice How-To and Miscellaneous,2023-03-19,34
99,TWO WEEKS NOTICE,Amy Porterfield,Hay House,1401969879,9781401969875,Advice How-To and Miscellaneous,2023-03-19,2
100,HOW TO CATCH A LEPRECHAUN,Adam Wallace.,Sourcebooks Jabberwocky,1492632910,9781492632917,Picture Books,2023-03-19,30
101,DRAGONS LOVE TACOS,Adam Rubin.,Dial,0803736800,9780803736801,Picture Books,2023-03-19,388
102,HOW TO CATCH THE EASTER BUNNY,Adam Wallace and Andy Elkerton,Sourcebooks Jabberwocky,149263817X,9781492638179,Picture Books,2023-03-19,19
103,PETE THE CAT: THE GREAT LEPRECHAUN CHASE,James Dean,HarperCollins,0062404504,9780062404503,Picture Books,2023-03-19,14
104,THE WONDERFUL THINGS YOU WILL BE,Emily Winfield Martin,Random House,0385376715,9780385376716,Picture Books,2023-03-19,342
105,THE DAY THE CRAYONS QUIT,Drew Daywalt.,Philomel,0399255370,9780399255373,Picture Books,2023-03-19,350
106,PETE THE CAT: BIG EASTER ADVENTURE,James Dean and Kimberly Dean,HarperFestival,006219867X,9780062198679,Picture Books,2023-03-19,37
107,THE BOOK WITH NO PICTURES,B.J. Novak,Dial,0803741715,9780803741713,Picture Books,2023-03-19,177
108,HOT DOG,Doug Salati,Knopf,0593308433,9780593308431,Picture Books,2023-03-19,1
109,THE GOOD EGG PRESENTS: THE GREAT EGGSCAPE!,Jory John.,HarperCollins,0062975676,9780062975676,Picture Books,2023-03-19,16
