,Title,Author,Publisher,Primary ISBN10,Primary ISBN13,NYT List,NYT List Published Date,Weeks on NYT List
0,WHERE THE CRAWDADS SING,Delia Owens,Putnam,0735219095,9780735219090,Combined Print and E-Book Fiction,2020-01-19,69
1,THE GUARDIANS,John Grisham,Doubleday,None,9780385544191,Combined Print and E-Book Fiction,2020-01-19,12
2,THE LAST WISH,Andrzej Sapkowski,Orbit,0316055085,9780316055086,Combined Print and E-Book Fiction,2020-01-19,2
3,THE WIVES,Tarryn Fisher,Graydon House,1488054355,9781488054358,Combined Print and E-Book Fiction,2020-01-19,1
4,SUCH A FUN AGE,Kiley Reid,Putnam,052554190X,9780525541905,Combined Print and E-Book Fiction,2020-01-19,1
5,THE SILENT PATIENT,Alex Michaelides,Celadon,1250301718,9781250301710,Combined Print and E-Book Fiction,2020-01-19,16
6,THE DUTCH HOUSE,Ann Patchett,Harper,0062963694,9780062963697,Combined Print and E-Book Fiction,2020-01-19,15
7,DAISY JONES & THE SIX,Taylor Jenkins Reid,Ballantine,1524798630,9781524798635,Combined Print and E-Book Fiction,2020-01-19,4
8,THE GIVER OF STARS,Jojo Moyes,Pamela Dorman/Viking,0399562508,9780399562501,Combined Print and E-Book Fiction,2020-01-19,12
9,A MINUTE TO MIDNIGHT,David Baldacci,Grand Central,None,9781538761625,Combined Print and E-Book Fiction,2020-01-19,7
10,CRISS CROSS,James Patterson,"Little, Brown",0316526886,9780316526883,Combined Print and E-Book Fiction,2020-01-19,6
11,BLOOD OF ELVES,Andrzej Sapkowski,Orbit,0316073717,9780316073714,Combined Print and E-Book Fiction,2020-01-19,2
12,BLUE MOON,Lee Child,Delacorte,None,9780399593550,Combined Print and E-Book Fiction,2020-01-19,10
13,THE TATTOOIST OF AUSCHWITZ,Heather Morris,Harper,0062797158,9780062797155,Combined Print and E-Book Fiction,2020-01-19,62
14,BEFORE WE WERE YOURS,Lisa Wingate,Ballantine,0425284700,9780425284704,Combined Print and E-Book Fiction,2020-01-19,52
15,EDUCATED,Tara Westover,Random House,0399590501,9780399590504,Combined Print and E-Book Nonfiction,2020-01-19,98
16,TALKING TO STRANGERS,Malcolm Gladwell,"Little, Brown",0316478520,9780316478526,Combined Print and E-Book Nonfiction,2020-01-19,17
17,CATCH AND KILL,Ronan Farrow,"Little, Brown",0316486663,9780316486668,Combined Print and E-Book Nonfiction,2020-01-19,7
18,BECOMING,Michelle Obama,Crown,1524763136,9781524763138,Combined Print and E-Book Nonfiction,2020-01-19,57
19,JUST MERCY,Bryan Stevenson,Spiegel & Grau,081298496X,9780812984965,Combined Print and E-Book Nonfiction,2020-01-19,19
20,WHY WE SLEEP,Matthew Walker,Scribner,1501144332,9781501144332,Combined Print and E-Book Nonfiction,2020-01-19,1
21,SAY NOTHING,Patrick Radden Keefe,Doubleday,0385521316,9780385521314,Combined Print and E-Book Nonfiction,2020-01-19,7
22,MAYBE YOU SHOULD TALK TO SOMEONE,Lori Gottlieb,Houghton Mifflin Harcourt,1328663043,9781328663047,Combined Print and E-Book Nonfiction,2020-01-19,21
23,MIDNIGHT IN CHERNOBYL,Adam Higginbotham,Simon & Schuster,1501134647,9781501134647,Combined Print and E-Book Nonfiction,2020-01-19,3
24,THE PIONEERS,David McCullough,Simon & Schuster,None,9781501168697,Combined Print and E-Book Nonfiction,2020-01-19,20
25,ME,Elton John,Holt,1250147603,9781250147608,Combined Print and E-Book Nonfiction,2020-01-19,12
26,THE BODY KEEPS THE SCORE,Bessel van der Kolk,Penguin,0143127748,9780143127741,Combined Print and E-Book Nonfiction,2020-01-19,5
27,THE LIBRARY BOOK,Susan Orlean,Simon & Schuster,1476740208,9781476740201,Combined Print and E-Book Nonfiction,2020-01-19,15
28,THE BODY,Bill Bryson,Doubleday,0385539304,9780385539302,Combined Print and E-Book Nonfiction,2020-01-19,12
29,SAPIENS,Yuval Noah Harari,Harper,0062316117,9780062316110,Combined Print and E-Book Nonfiction,2020-01-19,88
30,WHERE THE CRAWDADS SING,Delia Owens,Putnam,0735219095,9780735219090,Hardcover Fiction,2020-01-19,70
31,THE GUARDIANS,John Grisham,Doubleday,0385544189,9780385544184,Hardcover Fiction,2020-01-19,12
32,SUCH A FUN AGE,Kiley Reid,Putnam,052554190X,9780525541905,Hardcover Fiction,2020-01-19,1
33,THE SILENT PATIENT,Alex Michaelides,Celadon,1250301696,9781250301697,Hardcover Fiction,2020-01-19,31
34,THE DUTCH HOUSE,Ann Patchett,Harper,0062963678,9780062963673,Hardcover Fiction,2020-01-19,15
35,CRISS CROSS,James Patterson,"Little, Brown",0316526886,9780316526883,Hardcover Fiction,2020-01-19,6
36,THE INSTITUTE,Stephen King,Scribner,1982110562,9781982110567,Hardcover Fiction,2020-01-19,17
37,THE GIVER OF STARS,Jojo Moyes,Pamela Dorman/Viking,0399562486,9780399562488,Hardcover Fiction,2020-01-19,13
38,A MINUTE TO MIDNIGHT,David Baldacci,Grand Central,1538761602,9781538761601,Hardcover Fiction,2020-01-19,7
39,BLUE MOON,Lee Child,Delacorte,0399593543,9780399593543,Hardcover Fiction,2020-01-19,10
40,THE WATER DANCER,Ta-Nehisi Coates,One World,0399590595,9780399590597,Hardcover Fiction,2020-01-19,14
41,THE TESTAMENTS,Margaret Atwood,Nan A. Talese/Doubleday,0385543786,9780385543781,Hardcover Fiction,2020-01-19,16
42,"OLIVE, AGAIN",Elizabeth Strout,Random House,0812996542,9780812996548,Hardcover Fiction,2020-01-19,12
43,THE STARLESS SEA,Erin Morgenstern,Doubleday,038554121X,9780385541213,Hardcover Fiction,2020-01-19,9
44,TWISTED TWENTY-SIX,Janet Evanovich,Putnam,0399180192,9780399180194,Hardcover Fiction,2020-01-19,8
45,EDUCATED,Tara Westover,Random House,0399590501,9780399590504,Hardcover Nonfiction,2020-01-19,98
46,TALKING TO STRANGERS,Malcolm Gladwell,"Little, Brown",0316478520,9780316478526,Hardcover Nonfiction,2020-01-19,17
47,BECOMING,Michelle Obama,Crown,1524763136,9781524763138,Hardcover Nonfiction,2020-01-19,56
48,ME,Elton John,Holt,1250147603,9781250147608,Hardcover Nonfiction,2020-01-19,12
49,THE BODY,Bill Bryson,Doubleday,0385539304,9780385539302,Hardcover Nonfiction,2020-01-19,12
50,SAY NOTHING,Patrick Radden Keefe,Doubleday,0385521316,9780385521314,Hardcover Nonfiction,2020-01-19,7
51,SAM HOUSTON AND THE ALAMO AVENGERS,Brian Kilmeade,Sentinel,0525540539,9780525540533,Hardcover Nonfiction,2020-01-19,9
52,MAYBE YOU SHOULD TALK TO SOMEONE,Lori Gottlieb,Houghton Mifflin Harcourt,1328662055,9781328662057,Hardcover Nonfiction,2020-01-19,17
53,CATCH AND KILL,Ronan Farrow,"Little, Brown",0316486639,9780316486637,Hardcover Nonfiction,2020-01-19,7
54,HOW TO DO NOTHING,Jenny Odell,Melville House,1612197493,9781612197494,Hardcover Nonfiction,2020-01-19,1
55,FINDING CHIKA,Mitch Albom,Harper,0062952390,9780062952394,Hardcover Nonfiction,2020-01-19,9
56,THE BOOK OF GUTSY WOMEN,Hillary Rodham Clinton and Chelsea Clinton,Simon & Schuster,1501178415,9781501178412,Hardcover Nonfiction,2020-01-19,12
57,A WARNING,Anonymous,Twelve,1538718464,9781538718469,Hardcover Nonfiction,2020-01-19,7
58,THE YELLOW HOUSE,Sarah M Broom,Grove,0802125085,9780802125088,Hardcover Nonfiction,2020-01-19,2
59,BLOWOUT,Rachel Maddow,Crown,0525575472,9780525575474,Hardcover Nonfiction,2020-01-19,14
60,THE TATTOOIST OF AUSCHWITZ,Heather Morris,Harper,0062797158,9780062797155,Trade Fiction Paperback,2020-01-19,70
61,BEFORE WE WERE YOURS,Lisa Wingate,Ballantine,0425284700,9780425284704,Trade Fiction Paperback,2020-01-19,33
62,THE OVERSTORY,Richard Powers,Norton,039335668X,9780393356687,Trade Fiction Paperback,2020-01-19,39
63,LITTLE FIRES EVERYWHERE,Celeste Ng,Penguin,0735224315,9780735224315,Trade Fiction Paperback,2020-01-19,35
64,THE WOMAN IN THE WINDOW,A.J. Finn,Morrow,0062678426,9780062678423,Trade Fiction Paperback,2020-01-19,37
65,THE WIVES,Tarryn Fisher,Graydon House,1525809784,9781525809781,Trade Fiction Paperback,2020-01-19,1
66,ELEANOR OLIPHANT IS COMPLETELY FINE,Gail Honeyman,Penguin,0735220697,9780735220690,Trade Fiction Paperback,2020-01-19,74
67,THE GREAT ALONE,Kristin Hannah,St. Martin's Griffin,1250229537,9781250229533,Trade Fiction Paperback,2020-01-19,15
68,THEN SHE WAS GONE,Lisa Jewell,Atria,1501154656,9781501154652,Trade Fiction Paperback,2020-01-19,28
69,THE HANDMAID'S TALE,Margaret Atwood,Anchor,038549081X,9780385490818,Trade Fiction Paperback,2020-01-19,118
70,A GENTLEMAN IN MOSCOW,Amor Towles,Penguin,0143110438,9780143110439,Trade Fiction Paperback,2020-01-19,37
71,MILK AND HONEY,Rupi Kaur,Andrews McMeel,144947425X,9781449474256,Trade Fiction Paperback,2020-01-19,163
72,NINE PERFECT STRANGERS,Liane Moriarty,Flatiron,1250069831,9781250069832,Trade Fiction Paperback,2020-01-19,12
73,THERE THERE,Tommy Orange,Vintage,0525436146,9780525436140,Trade Fiction Paperback,2020-01-19,17
74,UNSHELTERED,Barbara Kingsolver,Harper Perennial,0062684736,9780062684738,Trade Fiction Paperback,2020-01-19,8
75,JUST MERCY,Bryan Stevenson,Spiegel & Grau,081298496X,9780812984965,Paperback Nonfiction,2020-01-19,186
76,THE BODY KEEPS THE SCORE,Bessel van der Kolk,Penguin,0143127748,9780143127741,Paperback Nonfiction,2020-01-19,63
77,SAPIENS,Yuval Noah Harari,Harper Perennial,0062316117,9780062316110,Paperback Nonfiction,2020-01-19,86
78,WHY WE SLEEP,Matthew Walker,Scribner,1501144324,9781501144325,Paperback Nonfiction,2020-01-19,37
79,NO ONE IS TOO SMALL TO MAKE A DIFFERENCE,Greta Thunberg,Penguin,014313356X,9780143133568,Paperback Nonfiction,2020-01-19,8
80,HOW TO CHANGE YOUR MIND,Michael Pollan,Penguin,0735224153,9780735224155,Paperback Nonfiction,2020-01-19,18
81,I HEARD YOU PAINT HOUSES,Charles Brandt,Steerforth,1586422383,9781586422387,Paperback Nonfiction,2020-01-19,10
82,BORN A CRIME,Trevor Noah,Spiegel & Grau,0399588191,9780399588198,Paperback Nonfiction,2020-01-19,47
83,WHITE FRAGILITY,Robin DiAngelo,Beacon,0807047414,9780807047415,Paperback Nonfiction,2020-01-19,74
84,OUTLIERS,Malcolm Gladwell,"Back Bay/Little, Brown",0316017930,9780316017930,Paperback Nonfiction,2020-01-19,307
85,"THINKING, FAST AND SLOW",Daniel Kahneman,"Farrar, Straus & Giroux",0374533555,9780374533557,Paperback Nonfiction,2020-01-19,231
86,THE WAR ON NORMAL PEOPLE,Andrew Yang,Hachette,0316414212,9780316414210,Paperback Nonfiction,2020-01-19,2
87,THE FIFTH RISK,Michael Lewis,Norton,0393357457,9780393357455,Paperback Nonfiction,2020-01-19,5
88,THE LIBRARY BOOK,Susan Orlean,Simon & Schuster,1476740194,9781476740195,Paperback Nonfiction,2020-01-19,14
89,EMPIRE OF THE SUMMER MOON,SC Gwynne,Scribner,1416591060,9781416591061,Paperback Nonfiction,2020-01-19,60
90,"THE BOY, THE MOLE, THE FOX AND THE HORSE",Charlie Mackesy,HarperOne,0062976583,9780062976581,Advice How-To and Miscellaneous,2020-01-19,9
91,THE DEFINED DISH,Alex Snodgrass,Houghton Mifflin Harcourt,0358004411,9780358004417,Advice How-To and Miscellaneous,2020-01-19,1
92,ATOMIC HABITS,James Clear,Avery,0735211299,9780735211292,Advice How-To and Miscellaneous,2020-01-19,9
93,THE SUBTLE ART OF NOT GIVING A F*CK,Mark Manson,Harper,0062457713,9780062457714,Advice How-To and Miscellaneous,2020-01-19,160
94,TINY HABITS,BJ Fogg,Houghton Mifflin Harcourt,0358003326,9780358003328,Advice How-To and Miscellaneous,2020-01-19,1
95,"GIRL, STOP APOLOGIZING",Rachel Hollis,HarperCollins Leadership,1400209609,9781400209606,Advice How-To and Miscellaneous,2020-01-19,32
96,THE BLUE ZONES KITCHEN,Dan Buettner,National Geographic,1426220138,9781426220135,Advice How-To and Miscellaneous,2020-01-19,4
97,MAKE YOUR BED,William H. McRaven,Grand Central,1455570249,9781455570249,Advice How-To and Miscellaneous,2020-01-19,83
98,"GIRL, WASH YOUR FACE",Rachel Hollis,Thomas Nelson,1400201659,9781400201655,Advice How-To and Miscellaneous,2020-01-19,81
99,7-DAY APPLE CIDER VINEGAR CLEANSE,JJ Smith,Simon & Schuster,1982118075,9781982118075,Advice How-To and Miscellaneous,2020-01-19,2
100,GRUMPY MONKEY,Suzanne Lang.,Random House,0553537865,9780553537864,Picture Books,2020-01-19,19
101,THE SERIOUS GOOSE,Jimmy Kimmel,Random House,0525707751,9780525707752,Picture Books,2020-01-19,5
102,THE WONDERFUL THINGS YOU WILL BE,Emily Winfield Martin,Random House,0385376715,9780385376716,Picture Books,2020-01-19,216
103,THE NIGHT BEFORE CHRISTMAS,Clement C Moore Various illustrators,Various publishers,0062089447,9780062089441,Picture Books,2020-01-19,85
104,"GOOD NIGHT, LITTLE BLUE TRUCK",Alice Schertle and Jill McElmurry,Houghton Mifflin Harcourt,132885213X,9781328852137,Picture Books,2020-01-19,12
105,SULWE,Lupita Nyong'o.,Simon & Schuster,1534425365,9781534425361,Picture Books,2020-01-19,7
106,"SOFIA VALDEZ, FUTURE PREZ",Andrea Beaty,Abrams,141973704X,9781419737046,Picture Books,2020-01-19,8
107,THE CRAYONS' CHRISTMAS,Drew Daywalt.,Penguin Workshop,0525515747,9780525515746,Picture Books,2020-01-19,12
108,PETE THE CAT'S 12 GROOVY DAYS OF CHRISTMAS,Kimberly and James Dean,HarperCollins,0062675273,9780062675279,Picture Books,2020-01-19,15
109,HAIR LOVE,Matthew A. Cherry.,Kokila,0525553363,9780525553366,Picture Books,2020-01-19,3
110,DOG MAN,Dav Pilkey,Scholastic,1338323210,9781338323214,Series Books,2020-01-19,123
111,DIARY OF A WIMPY KID,and   Jeff Kinney,Amulet,1419739034,9781419739033,Series Books,2020-01-19,564
112,HARRY POTTER,J.K. Rowling,Scholastic,0545791421,9780545791427,Series Books,2020-01-19,563
113,THE BAD GUYS,Aaron Blabey,Scholastic,1338305840,9781338305845,Series Books,2020-01-19,59
114,DORK DIARIES,Rachel Renée Russell,Simon & Schuster,1534427201,9781534427204,Series Books,2020-01-19,307
115,WINGS OF FIRE,Tui T. Sutherland,Scholastic,1338214446,9781338214444,Series Books,2020-01-19,72
116,CAPTAIN UNDERPANTS,and   Dav Pilkey,Scholastic,1338347217,9781338347210,Series Books,2020-01-19,203
117,THRONE OF GLASS,Sarah J. Maas,Bloomsbury,1599909391,9781599909394,Series Books,2020-01-19,28
118,TO ALL THE BOYS I'VE LOVED BEFORE,Jenny Han,Simon & Schuster,1534469265,9781534469266,Series Books,2020-01-19,46
119,BABY-SITTERS CLUB GRAPHIX,Ann M. Martin; various illustrators,Scholastic,1338304518,9781338304510,Series Books,2020-01-19,29
120,CHILDREN OF VIRTUE AND VENGEANCE,Tomi Adeyemi,Holt,1250170990,9781250170996,Young Adult Hardcover,2020-01-19,5
121,CHILDREN OF BLOOD AND BONE,Tomi Adeyemi,Holt,1250170974,9781250170972,Young Adult Hardcover,2020-01-19,96
122,THE HATE U GIVE,Angie Thomas,Balzer + Bray,0062498533,9780062498533,Young Adult Hardcover,2020-01-19,149
123,FIVE FEET APART,Rachael Lippincott with Mikki Daughtry and Tobias Iaconis,Simon & Schuster,1534451560,9781534451568,Young Adult Hardcover,2020-01-19,57
124,ONE OF US IS LYING,Karen M. McManus,Delacorte,1524714682,9781524714680,Young Adult Hardcover,2020-01-19,102
125,THE FOUNTAINS OF SILENCE,Ruta Sepetys,Philomel,0399160310,9780399160318,Young Adult Hardcover,2020-01-19,14
126,WAYWARD SON,Rainbow Rowell,Wednesday,1250146070,9781250146076,Young Adult Hardcover,2020-01-19,14
127,ON THE COME UP,Angie Thomas,Balzer + Bray,None,9780062498564,Young Adult Hardcover,2020-01-19,35
128,DEAR EVAN HANSEN: THE NOVEL,"Val Emmich with Steven Levenson, Benj Pasek & Justin Paul",Poppy,None,9780316420235,Young Adult Hardcover,2020-01-19,41
129,THE BEAUTIFUL,Renée Ahdieh,Putnam,1524738174,9781524738174,Young Adult Hardcover,2020-01-19,10
130,THE GUARDIANS,John Grisham,Doubleday,0385544189,9780385544184,Combined Print and E-Book Fiction,2019-12-22,8
131,WHERE THE CRAWDADS SING,Delia Owens,Putnam,0735219095,9780735219090,Combined Print and E-Book Fiction,2019-12-22,65
132,THE 19TH CHRISTMAS,James Patterson and Maxine Paetro,"Little, Brown",031649402X,9780316494021,Combined Print and E-Book Fiction,2019-12-22,7
133,CRISS CROSS,James Patterson,"Little, Brown",0316526886,9780316526883,Combined Print and E-Book Fiction,2019-12-22,2
134,A MINUTE TO MIDNIGHT,David Baldacci,Grand Central,1538761602,9781538761601,Combined Print and E-Book Fiction,2019-12-22,3
135,THE SILENT PATIENT,Alex Michaelides,Celadon,1250301718,9781250301710,Combined Print and E-Book Fiction,2019-12-22,12
136,BLUE MOON,Lee Child,Delacorte,0399593543,9780399593543,Combined Print and E-Book Fiction,2019-12-22,6
137,TWISTED TWENTY-SIX,Janet Evanovich,Putnam,0399180192,9780399180194,Combined Print and E-Book Fiction,2019-12-22,4
138,THE RISE OF MAGICKS,Nora Roberts,St. Martin's,1250123038,9781250123039,Combined Print and E-Book Fiction,2019-12-22,2
139,THE INSTITUTE,Stephen King,Scribner,1982110562,9781982110567,Combined Print and E-Book Fiction,2019-12-22,13
140,THE DUTCH HOUSE,Ann Patchett,Harper,0062963678,9780062963673,Combined Print and E-Book Fiction,2019-12-22,11
141,THE OVERSTORY,Richard Powers,Norton,039335668X,9780393356687,Combined Print and E-Book Fiction,2019-12-22,4
142,THE TESTAMENTS,Margaret Atwood,Nan A. Talese/Doubleday,0385543786,9780385543781,Combined Print and E-Book Fiction,2019-12-22,11
143,"OLIVE, AGAIN",Elizabeth Strout,Random House,0812996542,9780812996548,Combined Print and E-Book Fiction,2019-12-22,6
144,THE GIVER OF STARS,Jojo Moyes,Pamela Dorman/Viking,0399562486,9780399562488,Combined Print and E-Book Fiction,2019-12-22,8
145,EDUCATED,Tara Westover,Random House,0399590501,9780399590504,Combined Print and E-Book Nonfiction,2019-12-22,94
146,ME,Elton John,Holt,1250147603,9781250147608,Combined Print and E-Book Nonfiction,2019-12-22,8
147,SAM HOUSTON AND THE ALAMO AVENGERS,Brian Kilmeade,Sentinel,0525540539,9780525540533,Combined Print and E-Book Nonfiction,2019-12-22,5
148,A WARNING,Anonymous,Twelve,1538718464,9781538718469,Combined Print and E-Book Nonfiction,2019-12-22,3
149,BECOMING,Michelle Obama,Crown,1524763136,9781524763138,Combined Print and E-Book Nonfiction,2019-12-22,53
150,TALKING TO STRANGERS,Malcolm Gladwell,"Little, Brown",0316478520,9780316478526,Combined Print and E-Book Nonfiction,2019-12-22,13
151,THE BODY,Bill Bryson,Doubleday,0385539304,9780385539302,Combined Print and E-Book Nonfiction,2019-12-22,8
152,THE BOOK OF GUTSY WOMEN,Hillary Rodham Clinton and Chelsea Clinton,Simon & Schuster,1501178415,9781501178412,Combined Print and E-Book Nonfiction,2019-12-22,7
153,I HEARD YOU PAINT HOUSES,Charles Brandt,Steerforth,1586422383,9781586422387,Combined Print and E-Book Nonfiction,2019-12-22,5
154,BLOWOUT,Rachel Maddow,Crown,0525575472,9780525575474,Combined Print and E-Book Nonfiction,2019-12-22,10
155,TRIGGERED,Donald Trump Jr,Center Street,154608603X,9781546086031,Combined Print and E-Book Nonfiction,2019-12-22,5
156,FINDING CHIKA,Mitch Albom,Harper,0062952390,9780062952394,Combined Print and E-Book Nonfiction,2019-12-22,5
157,HOME WORK,Julie Andrews and Emma Walton Hamilton,Hachette,0316349259,9780316349253,Combined Print and E-Book Nonfiction,2019-12-22,5
158,THE BEAUTIFUL ONES,Prince,Spiegel & Grau,0399589651,9780399589652,Combined Print and E-Book Nonfiction,2019-12-22,5
159,THE UNITED STATES OF TRUMP,Bill O'Reilly,Holt,125023722X,9781250237224,Combined Print and E-Book Nonfiction,2019-12-22,5
160,THE GUARDIANS,John Grisham,Doubleday,0385544189,9780385544184,Hardcover Fiction,2019-12-22,8
161,WHERE THE CRAWDADS SING,Delia Owens,Putnam,0735219095,9780735219090,Hardcover Fiction,2019-12-22,66
162,CRISS CROSS,James Patterson,"Little, Brown",0316526886,9780316526883,Hardcover Fiction,2019-12-22,2
163,THE INSTITUTE,Stephen King,Scribner,1982110562,9781982110567,Hardcover Fiction,2019-12-22,13
164,A MINUTE TO MIDNIGHT,David Baldacci,Grand Central,1538761602,9781538761601,Hardcover Fiction,2019-12-22,3
165,BLUE MOON,Lee Child,Delacorte,0399593543,9780399593543,Hardcover Fiction,2019-12-22,6
166,TWISTED TWENTY-SIX,Janet Evanovich,Putnam,0399180192,9780399180194,Hardcover Fiction,2019-12-22,4
167,THE RISE OF MAGICKS,Nora Roberts,St. Martin's,1250123038,9781250123039,Hardcover Fiction,2019-12-22,2
168,THE DUTCH HOUSE,Ann Patchett,Harper,0062963678,9780062963673,Hardcover Fiction,2019-12-22,11
169,THE TESTAMENTS,Margaret Atwood,Nan A. Talese/Doubleday,0385543786,9780385543781,Hardcover Fiction,2019-12-22,12
170,"OLIVE, AGAIN",Elizabeth Strout,Random House,0812996542,9780812996548,Hardcover Fiction,2019-12-22,8
171,SPY,Danielle Steel,Delacorte,0399179445,9780399179440,Hardcover Fiction,2019-12-22,2
172,THE GIVER OF STARS,Jojo Moyes,Pamela Dorman/Viking,0399562486,9780399562488,Hardcover Fiction,2019-12-22,9
173,THE WATER DANCER,Ta-Nehisi Coates,One World,0399590595,9780399590597,Hardcover Fiction,2019-12-22,10
174,THE STARLESS SEA,Erin Morgenstern,Doubleday,038554121X,9780385541213,Hardcover Fiction,2019-12-22,5
175,ME,Elton John,Holt,1250147603,9781250147608,Hardcover Nonfiction,2019-12-22,8
176,EDUCATED,Tara Westover,Random House,0399590501,9780399590504,Hardcover Nonfiction,2019-12-22,94
177,SAM HOUSTON AND THE ALAMO AVENGERS,Brian Kilmeade,Sentinel,0525540539,9780525540533,Hardcover Nonfiction,2019-12-22,5
178,BECOMING,Michelle Obama,Crown,1524763136,9781524763138,Hardcover Nonfiction,2019-12-22,52
179,TALKING TO STRANGERS,Malcolm Gladwell,"Little, Brown",0316478520,9780316478526,Hardcover Nonfiction,2019-12-22,13
180,A WARNING,Anonymous,Twelve,1538718464,9781538718469,Hardcover Nonfiction,2019-12-22,3
181,THE BOOK OF GUTSY WOMEN,Hillary Rodham Clinton and Chelsea Clinton,Simon & Schuster,1501178415,9781501178412,Hardcover Nonfiction,2019-12-22,8
182,THE BODY,Bill Bryson,Doubleday,0385539304,9780385539302,Hardcover Nonfiction,2019-12-22,8
183,TRIGGERED,Donald Trump Jr,Center Street,154608603X,9781546086031,Hardcover Nonfiction,2019-12-22,5
184,FINDING CHIKA,Mitch Albom,Harper,0062952390,9780062952394,Hardcover Nonfiction,2019-12-22,5
185,BLOWOUT,Rachel Maddow,Crown,0525575472,9780525575474,Hardcover Nonfiction,2019-12-22,10
186,HOME WORK,Julie Andrews and Emma Walton Hamilton,Hachette,0316349259,9780316349253,Hardcover Nonfiction,2019-12-22,3
187,THE BEAUTIFUL ONES,Prince,Spiegel & Grau,0399589651,9780399589652,Hardcover Nonfiction,2019-12-22,6
188,THE UNITED STATES OF TRUMP,Bill O'Reilly,Holt,125023722X,9781250237224,Hardcover Nonfiction,2019-12-22,8
189,THE WAY I HEARD IT,Mike Rowe,Gallery,1982130857,9781982130855,Hardcover Nonfiction,2019-12-22,6
190,THE OVERSTORY,Richard Powers,Norton,039335668X,9780393356687,Trade Fiction Paperback,2019-12-22,35
191,THE TATTOOIST OF AUSCHWITZ,Heather Morris,Harper,0062797158,9780062797155,Trade Fiction Paperback,2019-12-22,66
192,BEFORE WE WERE YOURS,Lisa Wingate,Ballantine,0425284700,9780425284704,Trade Fiction Paperback,2019-12-22,29
193,LITTLE FIRES EVERYWHERE,Celeste Ng,Penguin,0735224315,9780735224315,Trade Fiction Paperback,2019-12-22,31
194,THEN SHE WAS GONE,Lisa Jewell,Atria,1501154656,9781501154652,Trade Fiction Paperback,2019-12-22,24
195,THE GREAT ALONE,Kristin Hannah,St. Martin's Griffin,1250229537,9781250229533,Trade Fiction Paperback,2019-12-22,11
196,MILK AND HONEY,Rupi Kaur,Andrews McMeel,144947425X,9781449474256,Trade Fiction Paperback,2019-12-22,159
197,THE HANDMAID'S TALE,Margaret Atwood,Anchor,038549081X,9780385490818,Trade Fiction Paperback,2019-12-22,114
198,A GENTLEMAN IN MOSCOW,Amor Towles,Penguin,0143110438,9780143110439,Trade Fiction Paperback,2019-12-22,33
199,THE NIGHTINGALE,Kristin Hannah,St. Martin's Griffin,1250080401,9781250080400,Trade Fiction Paperback,2019-12-22,30
200,THE CHEF,James Patterson and Max DiLallo,Grand Central,1538714868,9781538714867,Trade Fiction Paperback,2019-12-22,5
201,RUN AWAY,Harlan Coben,Grand Central,1538748444,9781538748442,Trade Fiction Paperback,2019-12-22,4
202,THE SUN AND HER FLOWERS,Rupi Kaur,Andrews McMeel,1449486797,9781449486792,Trade Fiction Paperback,2019-12-22,75
203,NINE PERFECT STRANGERS,Liane Moriarty,Flatiron,1250069831,9781250069832,Trade Fiction Paperback,2019-12-22,10
204,UNSHELTERED,Barbara Kingsolver,Harper Perennial,0062684736,9780062684738,Trade Fiction Paperback,2019-12-22,4
205,I HEARD YOU PAINT HOUSES,Charles Brandt,Steerforth,1586422383,9781586422387,Paperback Nonfiction,2019-12-22,6
206,SAPIENS,Yuval Noah Harari,Harper Perennial,0062316117,9780062316110,Paperback Nonfiction,2019-12-22,82
207,JUST MERCY,Bryan Stevenson,Spiegel & Grau,081298496X,9780812984965,Paperback Nonfiction,2019-12-22,182
208,NO ONE IS TOO SMALL TO MAKE A DIFFERENCE,Greta Thunberg,Penguin,014313356X,9780143133568,Paperback Nonfiction,2019-12-22,4
209,IMPEACH,Neal Katyal and Sam Koppelman,Mariner,0358391172,9780358391173,Paperback Nonfiction,2019-12-22,2
210,THE BODY KEEPS THE SCORE,Bessel van der Kolk,Penguin,0143127748,9780143127741,Paperback Nonfiction,2019-12-22,59
211,OUTLIERS,Malcolm Gladwell,"Back Bay/Little, Brown",0316017930,9780316017930,Paperback Nonfiction,2019-12-22,303
212,BORN A CRIME,Trevor Noah,Spiegel & Grau,0399588191,9780399588198,Paperback Nonfiction,2019-12-22,43
213,CALYPSO,David Sedaris,Back Bay,0316392421,9780316392426,Paperback Nonfiction,2019-12-22,27
214,THE LIBRARY BOOK,Susan Orlean,Simon & Schuster,1476740194,9781476740195,Paperback Nonfiction,2019-12-22,10
215,THE FIFTH RISK,Michael Lewis,Norton,0393357457,9780393357455,Paperback Nonfiction,2019-12-22,1
216,KILLERS OF THE FLOWER MOON,David Grann,Vintage,0307742482,9780307742483,Paperback Nonfiction,2019-12-22,69
217,ON DESPERATE GROUND,Hampton Sides,Anchor,1101971215,9781101971215,Paperback Nonfiction,2019-12-22,5
218,THE GOOD NEIGHBOR,Maxwell King,Abrams,1419735160,9781419735165,Paperback Nonfiction,2019-12-22,2
219,21 LESSONS FOR THE 21ST CENTURY,Yuval Noah Harari,Spiegel & Grau,0525512195,9780525512196,Paperback Nonfiction,2019-12-22,7
220,"THE BOY, THE MOLE, THE FOX AND THE HORSE",Charlie Mackesy,HarperOne,0063018438,9780063018433,Advice How-To and Miscellaneous,2019-12-22,5
