Title,Author,Publisher,Parent Group,Primary ISBN13,NYT List,NYT List Published Date,Weeks on NYT List
IRON WIDOW,Xiran Jay Zhao,Penguin Teen,Penguin Random House,9.78074E+12,Young Adult Hardcover,5/8/22,26
LOVELESS,Alice Oseman,Scholastic,Scholastic,9.78134E+12,Young Adult Hardcover,5/8/22,6
IN THE BLOOD,Jack Carr,Atria/Emily Bestler,Simon & Schuster,9.78198E+12,Combined Print and E-Book Fiction,6/5/22,1
BOOK LOVERS,Emily Henry,Berkley,Penguin Random House,9.78059E+12,Combined Print and E-Book Fiction,6/5/22,3
IT ENDS WITH US,Colleen Hoover,Atria,Simon & Schuster,9.7815E+12,Combined Print and E-Book Fiction,6/5/22,49
WHERE THE CRAWDADS SING,Delia Owens,Putnam,Penguin Random House,9.78074E+12,Combined Print and E-Book Fiction,6/5/22,161
VERITY,Colleen Hoover,Grand Central,Grand Central,9.78154E+12,Combined Print and E-Book Fiction,6/5/22,24
THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid,Washington Square/Atria,Simon & Schuster,9.7815E+12,Combined Print and E-Book Fiction,6/5/22,47
UGLY LOVE,Colleen Hoover,Atria,Simon & Schuster,9.78148E+12,Combined Print and E-Book Fiction,6/5/22,19
22 SECONDS,James Patterson and Maxine Paetro,"Little, Brown",Hachette Book,9.78032E+12,Combined Print and E-Book Fiction,6/5/22,3
THIS TIME TOHarperCollins,Emma Straub,Riverhead,Penguin Random House,9.78053E+12,Combined Print and E-Book Fiction,6/5/22,1
PEOPLE WE MEET ON VACATION,Emily Henry,Berkley,Penguin Random House,9.78198E+12,Combined Print and E-Book Fiction,6/5/22,26
SOMETHING WILDER,Christina Lauren,Gallery,Simon & Schuster,9.78198E+12,Combined Print and E-Book Fiction,6/5/22,1
DREAM TOWN,David Baldacci,Grand Central,Grand Central,9.78154E+12,Combined Print and E-Book Fiction,6/5/22,5
THE SUMMER PLACE,Jennifer Weiner,Atria,Simon & Schuster,9.7815E+12,Combined Print and E-Book Fiction,6/5/22,2
MALIBU RISING,Taylor Jenkins Reid,Ballantine,Penguin Random House,9.78152E+12,Combined Print and E-Book Fiction,6/5/22,14
BETTER OFF DEAD,Lee Child and Andrew Child,Dell,Penguin Random House,9.78198E+12,Combined Print and E-Book Fiction,6/5/22,8
THE OFFICE BFFS,Jenna Fischer and Angela Kinsey,Dey Street,HarperCollins,9.78006E+12,Combined Print and E-Book Nonfiction,6/5/22,1
PHIL,Alan Shipnuck,Avid Reader,Simon & Schuster,9.78148E+12,Combined Print and E-Book Nonfiction,6/5/22,1
KILLING THE KILLERS,Bill O'Reilly and Martin Dugard,St. Martin's,Macmillan Publishers,9.78125E+12,Combined Print and E-Book Nonfiction,6/5/22,3
RIVER OF THE GODS,Candice Millard,Doubleday,Penguin Random House,9.78039E+12,Combined Print and E-Book Nonfiction,6/5/22,1
FINDING ME,Viola Davis,HarperOne,HarperCollins,9.78006E+12,Combined Print and E-Book Nonfiction,6/5/22,4
THE BODY KEEPS THE SCORE,Bessel van der Kolk,Penguin,Penguin Random House,9.78014E+12,Combined Print and E-Book Nonfiction,6/5/22,91
MEAN BABY,Selma Blair,Knopf,Penguin Random House,9.78053E+12,Combined Print and E-Book Nonfiction,6/5/22,1
THE PALACE PAPERS,Tina Brown,Crown,Penguin Random House,9.78059E+12,Combined Print and E-Book Nonfiction,6/5/22,4
THIS WILL NOT PASS,Jonathan Martin and Alexander Burns,Simon & Schuster,Simon & Schuster,9.78198E+12,Combined Print and E-Book Nonfiction,6/5/22,3
WE WERE DREAMERS,Simu Liu,Morrow,HarperCollins,9.78006E+12,Combined Print and E-Book Nonfiction,6/5/22,1
BRAIDING SWEETGRASS,Robin Wall Kimmerer,Milkweed Editions,Milkweed Editions,9.78157E+12,Combined Print and E-Book Nonfiction,6/5/22,39
A SACRED OATH,Mark T. Esper,Morrow,HarperCollins,9.78006E+12,Combined Print and E-Book Nonfiction,6/5/22,2
UNDER THE BANNER OF HEAVEN,Jon Krakauer,Anchor,Penguin Random House,9.7814E+12,Combined Print and E-Book Nonfiction,6/5/22,4
CRYING IN H MART,Michelle Zauner,Knopf,Penguin Random House,9.78053E+12,Combined Print and E-Book Nonfiction,6/5/22,34
THE POWER OF CRISIS,Ian Bremmer,Simon & Schuster,Simon & Schuster,9.78198E+12,Combined Print and E-Book Nonfiction,6/5/22,1
IN THE BLOOD,Jack Carr,Atria/Emily Bestler,Simon & Schuster,9.78198E+12,Hardcover Fiction,6/5/22,1
22 SECONDS,James Patterson and Maxine Paetro,"Little, Brown",Hachette Book,9.78032E+12,Hardcover Fiction,6/5/22,3
THIS TIME TOHarperCollins,Emma Straub,Riverhead,Penguin Random House,9.78053E+12,Hardcover Fiction,6/5/22,1
DREAM TOWN,David Baldacci,Grand Central,Grand Central,9.78154E+12,Hardcover Fiction,6/5/22,5
THE SUMMER PLACE,Jennifer Weiner,Atria,Simon & Schuster,9.7815E+12,Hardcover Fiction,6/5/22,2
"RUN, ROSE, RUN",Dolly Parton and James Patterson,"Little, Brown",Hachette Book,9.78076E+12,Hardcover Fiction,6/5/22,11
SOMETHING WILDER,Christina Lauren,Gallery,Simon & Schuster,9.78198E+12,Hardcover Fiction,6/5/22,1
THE MIDNIGHT LIBRARY,Matt Haig,Viking,Penguin Random House,9.78053E+12,Hardcover Fiction,6/5/22,76
THE PARIS APARTMENT,Lucy Foley,Morrow,HarperCollins,9.78006E+12,Hardcover Fiction,6/5/22,13
BOOK OF NIGHT,Holly Black,Tor,Macmillan Publishers,9.78125E+12,Hardcover Fiction,6/5/22,3
THE LAST THING HE TOLD ME,Laura Dave,Simon & Schuster,Simon & Schuster,9.7815E+12,Hardcover Fiction,6/5/22,49
THE ISLAND,Adrian McKinty,"Little, Brown",Hachette Book,9.78032E+12,Hardcover Fiction,6/5/22,1
THE HOMEWRECKERS,Mary Kay Andrews,St. Martin's,Macmillan Publishers,9.78125E+12,Hardcover Fiction,6/5/22,3
RAZZMATAZZ,Christopher Moore,Morrow,HarperCollins,9.78006E+12,Hardcover Fiction,6/5/22,1
THE LOST SUMMERS OF NEWPORT,"Beatriz Williams, Lauren Willig and Karen White",Morrow,HarperCollins,9.78006E+12,Hardcover Fiction,6/5/22,1
THE OFFICE BFFS,Jenna Fischer and Angela Kinsey,Dey Street,HarperCollins,9.78006E+12,Hardcover Nonfiction,6/5/22,1
KILLING THE KILLERS,Bill O'Reilly and Martin Dugard,St. Martin's,Macmillan Publishers,9.78125E+12,Hardcover Nonfiction,6/5/22,3
FINDING ME,Viola Davis,HarperOne,HarperCollins,9.78006E+12,Hardcover Nonfiction,6/5/22,4
PHIL,Alan Shipnuck,Avid Reader,Simon & Schuster,9.78148E+12,Hardcover Nonfiction,6/5/22,1
RIVER OF THE GODS,Candice Millard,Doubleday,Penguin Random House,9.78039E+12,Hardcover Nonfiction,6/5/22,1
MEAN BABY,Selma Blair,Knopf,Penguin Random House,9.78053E+12,Hardcover Nonfiction,6/5/22,1
THE PALACE PAPERS,Tina Brown,Crown,Penguin Random House,9.78059E+12,Hardcover Nonfiction,6/5/22,4
WE WERE DREAMERS,Simu Liu,Morrow,HarperCollins,9.78006E+12,Hardcover Nonfiction,6/5/22,1
THIS WILL NOT PASS,Jonathan Martin and Alexander Burns,Simon & Schuster,Simon & Schuster,9.78198E+12,Hardcover Nonfiction,6/5/22,3
A SACRED OATH,Mark T. Esper,Morrow,HarperCollins,9.78006E+12,Hardcover Nonfiction,6/5/22,2
CRYING IN H MART,Michelle Zauner,Knopf,Penguin Random House,9.78053E+12,Hardcover Nonfiction,6/5/22,44
CREATED EQUAL,Ben Carson with Candy Carson,Center Street,Center Street,9.78155E+12,Hardcover Nonfiction,6/5/22,1
GREENLIGHTS,Matthew McConaughey,Crown,Penguin Random House,9.78059E+12,Hardcover Nonfiction,6/5/22,69
THE POWER OF CRISIS,Ian Bremmer,Simon & Schuster,Simon & Schuster,9.78198E+12,Hardcover Nonfiction,6/5/22,1
WHAT HAPPENED TO YOU?,Bruce D. Perry and Oprah Winfrey,Flatiron,Macmillan Publishers,9.78125E+12,Hardcover Nonfiction,6/5/22,33
IT ENDS WITH US,Colleen Hoover,Atria,Simon & Schuster,9.7815E+12,Trade Fiction Paperback,6/5/22,55
BOOK LOVERS,Emily Henry,Berkley,Penguin Random House,9.78059E+12,Trade Fiction Paperback,6/5/22,3
WHERE THE CRAWDADS SING,Delia Owens,Putnam,Penguin Random House,9.78074E+12,Trade Fiction Paperback,6/5/22,60
VERITY,Colleen Hoover,Grand Central,Grand Central,9.78154E+12,Trade Fiction Paperback,6/5/22,41
THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid,Washington Square/Atria,Simon & Schuster,9.7815E+12,Trade Fiction Paperback,6/5/22,63
UGLY LOVE,Colleen Hoover,Atria,Simon & Schuster,9.78148E+12,Trade Fiction Paperback,6/5/22,43
PEOPLE WE MEET ON VACATION,Emily Henry,Berkley,Penguin Random House,9.78198E+12,Trade Fiction Paperback,6/5/22,54
"GRANDMASTER OF DEMONIC CULTIVATION: MO DAO ZU SHI, VOL. 2",Mo Xiang Tong Xiu,Seven Seas Entertainment,Penguin Random House,9.78165E+12,Trade Fiction Paperback,6/5/22,1
MALIBU RISING,Taylor Jenkins Reid,Ballantine,Penguin Random House,9.78152E+12,Trade Fiction Paperback,6/5/22,1
45239,Colleen Hoover,Atria,Simon & Schuster,9.7815E+12,Trade Fiction Paperback,6/5/22,27
THE LOVE HYPOTHESIS,Ali Hazelwood,Berkley,Penguin Random House,9.78059E+12,Trade Fiction Paperback,6/5/22,35
ALL YOUR PERFECTS,Colleen Hoover,Atria,Simon & Schuster,9.7815E+12,Trade Fiction Paperback,6/5/22,5
BEACH READ,Emily Henry,Berkley,Penguin Random House,9.78198E+12,Trade Fiction Paperback,6/5/22,38
THE SONG OF ACHILLES,Madeline Miller,Ecco,HarperCollins,9.78006E+12,Trade Fiction Paperback,6/5/22,83
THE DICTIONARY OF LOST WORDS,Pip Williams,Ballantine,Penguin Random House,9.78198E+12,Trade Fiction Paperback,6/5/22,3
THE BODY KEEPS THE SCORE,Bessel van der Kolk,Penguin,Penguin Random House,9.78014E+12,Paperback Nonfiction,6/5/22,187
BRAIDING SWEETGRASS,Robin Wall Kimmerer,Milkweed Editions,Milkweed Editions,9.78157E+12,Paperback Nonfiction,6/5/22,110
ALL ABOUT LOVE,bell hooks,Morrow,HarperCollins,9.78006E+12,Paperback Nonfiction,6/5/22,24
UNDER THE BANNER OF HEAVEN,Jon Krakauer,Anchor,Penguin Random House,9.7814E+12,Paperback Nonfiction,6/5/22,4
THE CODE BREAKER,Walter Isaacson,Simon & Schuster,Simon & Schuster,9.78198E+12,Paperback Nonfiction,6/5/22,3
BORN A CRIME,Trevor Noah,One World,One World Publications,9.7804E+12,Paperback Nonfiction,6/5/22,157
TALKING TO STRANGERS,Malcolm Gladwell,Back Bay,Hachette Book,9.78032E+12,Paperback Nonfiction,6/5/22,34
SAPIENS,Yuval Noah Harari,Harper Perennial,HarperCollins,9.78006E+12,Paperback Nonfiction,6/5/22,184
EDUCATED,Tara Westover,Random House,Penguin Random House,9.7804E+12,Paperback Nonfiction,6/5/22,15
JUST MERCY,Bryan Stevenson,One World,One World Publications,9.78081E+12,Paperback Nonfiction,6/5/22,278
PSimon & SchusterRCHY BLUES,Frederick Joseph,Harper Perennial,HarperCollins,9.78006E+12,Paperback Nonfiction,6/5/22,1
WALK IN MY COMBAT BOOTS,James Patterson and Matt Eversmann with Chris Mooney,Grand Central,Grand Central,9.78154E+12,Paperback Nonfiction,6/5/22,2
"THINKING, FAST AND SLOW",Daniel Kahneman,"Farrar, Straus & Giroux",HarperCollins,9.78037E+12,Paperback Nonfiction,6/5/22,317
LILY'S PROMISE,Lily Ebert and Dov Forman,HarperOne,HarperCollins,9.78006E+12,Paperback Nonfiction,6/5/22,2
THE SPLENDID AND THE VILE,Erik Larson,Crown,Penguin Random House,9.78039E+12,Paperback Nonfiction,6/5/22,14
ATOMIC HABITS,James Clear,Avery,Penguin Random House,9.78074E+12,Advice How-To and Miscellaneous,6/5/22,130
THE FIBER FUELED COOKBOOK,Will Bulsiewicz,Avery,Penguin Random House,9.78059E+12,Advice How-To and Miscellaneous,6/5/22,1
"MAKE, SEW AND MEND",Bernadette Banner,Page Street,Macmillan Publishers,9.78165E+12,Advice How-To and Miscellaneous,6/5/22,1
ATLAS OF THE HEART,Brené Brown,Random House,Penguin Random House,9.7804E+12,Advice How-To and Miscellaneous,6/5/22,25
"THE BOY, THE MOLE, THE FOX AND THE HORSE",Charlie Mackesy,HarperOne,HarperCollins,9.78006E+12,Advice How-To and Miscellaneous,6/5/22,129
HALF BAKED HARVEST EVERY DAY,Tieghan Gerard,Clarkson Potter,Penguin Random House,9.78059E+12,Advice How-To and Miscellaneous,6/5/22,8
ENDURE,Cameron Hanes,St. Martin's,Macmillan Publishers,9.78125E+12,Advice How-To and Miscellaneous,6/5/22,1
PLANTYOU,Carleigh Bodrug,Hachette Go,,9.78031E+12,Advice How-To and Miscellaneous,6/5/22,2
THE MOTHERS AND DAUGHTERS OF THE BIBLE SPEAK,Shannon Bream,Broadside,HarperCollins,9.78006E+12,Advice How-To and Miscellaneous,6/5/22,8
THE SUBTLE ART OF NOT GIVING A F*CK,Mark Manson,Harper,HarperCollins,9.78006E+12,Advice How-To and Miscellaneous,6/5/22,252
I WISH YOU MORE,Amy Krouse Rosenthal.,Chronicle,McEvoy,9.78145E+12,Picture Books,6/5/22,73
THE WONDERFUL THINGS YOU WILL BE,Emily Winfield Martin,Random House,Penguin Random House,9.78039E+12,Picture Books,6/5/22,309
DRAGONS LOVE TACOS,Adam Rubin.,Dial,Penguin Random House,9.7808E+12,Picture Books,6/5/22,354
BE YOU!,Peter H. Reynolds,Orchard,Hachette Book,9.78134E+12,Picture Books,6/5/22,3
PERFECTLY PEGASUS,Jessie Sima,Simon & Schuster,Simon & Schuster,9.78167E+12,Picture Books,6/5/22,5
"THANK YOU, TEACHER FROM THE VERY HUNGRY CATERPILLAR",Eric Carle,World of Eric Carle,,9.78059E+12,Picture Books,6/5/22,4
NOT QUITE NARWHAL,Jessie Sima,Simon & Schuster,Simon & Schuster,9.78167E+12,Picture Books,6/5/22,5
NANA LOVES YOU MORE,Jimmy Fallon.,Feiwel & Friends,Macmillan Publishers,9.78125E+12,Picture Books,6/5/22,8
GRUMPY MONKEY,Suzanne Lang.,Random House,Penguin Random House,9.78055E+12,Picture Books,6/5/22,69
THE DAY THE CRAYONS QUIT,Drew Daywalt.,Philomel,Penguin Random House,9.7804E+12,Picture Books,6/5/22,327
DIARY OF A WIMPY KID,and   Jeff Kinney,Amulet,Abrams,9.78142E+12,Series Books,6/5/22,688
A GOOD GIRL'S GUIDE TO MURDER,Holly Jackson,Delacorte,Penguin Random House,9.78198E+12,Series Books,6/5/22,34
DRAGON MASTERS,Tracey West,Scholastic,Scholastic,9.78134E+12,Series Books,6/5/22,6
HARRY POTTER,J.K. Rowling,Scholastic,Scholastic,9.78059E+12,Series Books,6/5/22,687
WINGS OF FIRE,Tui T. Sutherland,Scholastic,Scholastic,9.78134E+12,Series Books,6/5/22,167
PERCY JACKSON & THE OLYMPIANS,Rick Riordan,Disney-Hyperion,Disney Publishing Worldwide,9.78148E+12,Series Books,6/5/22,623
THE SUMMER I TURNED PRETTY TRILOGY,Jenny Han,"Simon & Schuster, hardcover and paper",,9.78142E+12,Series Books,6/5/22,5
CAPTAIN UNDERPANTS,and   Dav Pilkey,Scholastic,Scholastic,9.78134E+12,Series Books,6/5/22,282
THRONE OF GLASS,Sarah J. Maas,Bloomsbury,Bloomsbury Publishing,9.78162E+12,Series Books,6/5/22,41
THE LAST KIDS ON EARTH,Max Brallier.,Viking,Penguin Random House,9.78059E+12,Series Books,6/5/22,101
FAMILY OF LIARS,E. Lockhart,Delacorte,Penguin Random House,9.78059E+12,Young Adult Hardcover,6/5/22,3
I KISSED SHARA WHEELER,Casey McQuiston,Wednesday,Macmillan Publishers,9.78125E+12,Young Adult Hardcover,6/5/22,3
RISING TROUBLEMAKER,Luvvie Ajayi Jones,Philomel,Penguin Random House,9.78059E+12,Young Adult Hardcover,6/5/22,1
ONE OF US IS LYING,Karen M. McManus,Delacorte,Penguin Random House,9.78152E+12,Young Adult Hardcover,6/5/22,225
IRON WIDOW,Xiran Jay Zhao,Penguin Teen,Penguin Random House,9.78074E+12,Young Adult Hardcover,6/5/22,30
SEE YOU YESTERDAY,Rachel Lynn Solomon,Simon & Schuster,Simon & Schuster,9.78167E+12,Young Adult Hardcover,6/5/22,1
YOU'VE REACHED SAM,Dustin Thao,Wednesday,Macmillan Publishers,9.78125E+12,Young Adult Hardcover,6/5/22,23
ONCE UPON A K-PROM,Kat Cho,Disney-Hyperion,Disney Publishing Worldwide,9.78137E+12,Young Adult Hardcover,6/5/22,1
WELCOME TO THE UNIVERSE IN 3D,Neil deGrasse Tyson et al,Princeton University,,9.78069E+12,Young Adult Hardcover,6/5/22,5
SHE GETS THE GIRL,Rachael Lippincott and Alyson Derrick,Simon & Schuster,Simon & Schuster,9.78153E+12,Young Adult Hardcover,6/5/22,6
THE HOTEL NANTUCKET,Elin Hilderbrand,"Little, Brown",Hachette Book,9.78032E+12,Combined Print and E-Book Fiction,7/3/22,1
IT ENDS WITH US,Colleen Hoover,Atria,Simon & Schuster,9.7815E+12,Combined Print and E-Book Fiction,7/3/22,53
VERITY,Colleen Hoover,Grand Central,Grand Central,9.78154E+12,Combined Print and E-Book Fiction,7/3/22,28
WHERE THE CRAWDADS SING,Delia Owens,Putnam,Penguin Random House,9.78074E+12,Combined Print and E-Book Fiction,7/3/22,165
SPARRING PARTNERS,John Grisham,Doubleday,Penguin Random House,9.78039E+12,Combined Print and E-Book Fiction,7/3/22,3
UGLY LOVE,Colleen Hoover,Atria,Simon & Schuster,9.78148E+12,Combined Print and E-Book Fiction,7/3/22,23
THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid,Washington Square/Atria,Simon & Schuster,9.7815E+12,Combined Print and E-Book Fiction,7/3/22,51
BOOK LOVERS,Emily Henry,Berkley,Penguin Random House,9.78059E+12,Combined Print and E-Book Fiction,7/3/22,7
PEOPLE WE MEET ON VACATION,Emily Henry,Berkley,Penguin Random House,9.78198E+12,Combined Print and E-Book Fiction,7/3/22,30
45239,Colleen Hoover,Atria,Simon & Schuster,9.7815E+12,Combined Print and E-Book Fiction,7/3/22,13
ALL YOUR PERFECTS,Colleen Hoover,Atria,Simon & Schuster,9.7815E+12,Combined Print and E-Book Fiction,7/3/22,3
HORSE,Geraldine Brooks,Viking,Penguin Random House,9.7804E+12,Combined Print and E-Book Fiction,7/3/22,1
BEACH READ,Emily Henry,Berkley,Penguin Random House,9.78198E+12,Combined Print and E-Book Fiction,7/3/22,5
EVERY SUMMER AFTER,Carley Fortune,Berkley,Penguin Random House,9.78059E+12,Combined Print and E-Book Fiction,7/3/22,1
MALIBU RISING,Taylor Jenkins Reid,Ballantine,Penguin Random House,9.78152E+12,Combined Print and E-Book Fiction,7/3/22,17
BATTLE FOR THE AMERICAN MIND,Pete Hegseth with David Goodwin,Broadside,HarperCollins,9.78006E+12,Combined Print and E-Book Nonfiction,7/3/22,1
"I'D LIKE TO PLAY ALONE, PLEASE",Tom Segura,Grand Central,Grand Central,9.78154E+12,Combined Print and E-Book Nonfiction,7/3/22,1
JAMES PATTERSON,James Patterson,"Little, Brown",Hachette Book,9.78032E+12,Combined Print and E-Book Nonfiction,7/3/22,2
KILLING THE KILLERS,Bill O'Reilly and Martin Dugard,St. Martin's,Macmillan Publishers,9.78125E+12,Combined Print and E-Book Nonfiction,7/3/22,7
THE BODY KEEPS THE SCORE,Bessel van der Kolk,Penguin,Penguin Random House,9.78014E+12,Combined Print and E-Book Nonfiction,7/3/22,95
HAPPY-GO-LUCKY,David Sedaris,"Little, Brown",Hachette Book,9.78032E+12,Combined Print and E-Book Nonfiction,7/3/22,3
ROUGH DRAFT,Katy Tur,Atria/One Signal,Simon & Schuster,9.78198E+12,Combined Print and E-Book Nonfiction,7/3/22,1
RIVER OF THE GODS,Candice Millard,Doubleday,Penguin Random House,9.78039E+12,Combined Print and E-Book Nonfiction,7/3/22,5
FINDING ME,Viola Davis,HarperOne,HarperCollins,9.78006E+12,Combined Print and E-Book Nonfiction,7/3/22,8
HOW TO RAISE AN ANTIRACIST,Ibram X. Kendi,One World,One World Publications,9.78059E+12,Combined Print and E-Book Nonfiction,7/3/22,1
PHIL,Alan Shipnuck,Avid Reader,Simon & Schuster,9.78148E+12,Combined Print and E-Book Nonfiction,7/3/22,4
THE END OF THE WORLD IS JUST THE BEGINNING,Peter Zeihan,Harper Business,HarperCollins,9.78006E+12,Combined Print and E-Book Nonfiction,7/3/22,1
GREENLIGHTS,Matthew McConaughey,Crown,Penguin Random House,9.78059E+12,Combined Print and E-Book Nonfiction,7/3/22,64
CRYING IN H MART,Michelle Zauner,Knopf,Penguin Random House,9.78053E+12,Combined Print and E-Book Nonfiction,7/3/22,38
THE PALACE PAPERS,Tina Brown,Crown,Penguin Random House,9.78059E+12,Combined Print and E-Book Nonfiction,7/3/22,8
THE HOTEL NANTUCKET,Elin Hilderbrand,"Little, Brown",Hachette Book,9.78032E+12,Hardcover Fiction,7/3/22,1
SPARRING PARTNERS,John Grisham,Doubleday,Penguin Random House,9.78039E+12,Hardcover Fiction,7/3/22,3
HORSE,Geraldine Brooks,Viking,Penguin Random House,9.7804E+12,Hardcover Fiction,7/3/22,1
MEANT TO BE,Emily Giffin,Ballantine,Penguin Random House,9.78043E+12,Hardcover Fiction,7/3/22,3
THE MIDNIGHT LIBRARY,Matt Haig,Viking,Penguin Random House,9.78053E+12,Hardcover Fiction,7/3/22,80
THE LAST THING HE TOLD ME,Laura Dave,Simon & Schuster,Simon & Schuster,9.7815E+12,Hardcover Fiction,7/3/22,53
TOM CLANCY: ZERO HOUR,Don Bentley,Putnam,Penguin Random House,9.78059E+12,Hardcover Fiction,7/3/22,2
"RUN, ROSE, RUN",Dolly Parton and James Patterson,"Little, Brown",Hachette Book,9.78076E+12,Hardcover Fiction,7/3/22,15
DREAM TOWN,David Baldacci,Grand Central,Grand Central,9.78154E+12,Hardcover Fiction,7/3/22,9
THE SUMMER PLACE,Jennifer Weiner,Atria,Simon & Schuster,9.7815E+12,Hardcover Fiction,7/3/22,6
THE PARIS APARTMENT,Lucy Foley,Morrow,HarperCollins,9.78006E+12,Hardcover Fiction,7/3/22,17
NIGHTWORK,Nora Roberts,St. Martin's,Macmillan Publishers,9.78125E+12,Hardcover Fiction,7/3/22,4
22 SECONDS,James Patterson and Maxine Paetro,"Little, Brown",Hachette Book,9.78032E+12,Hardcover Fiction,7/3/22,7
LESSONS IN CHEMISTRY,Bonnie Garmus,Doubleday,Penguin Random House,9.78039E+12,Hardcover Fiction,7/3/22,7
ONE ITALIAN SUMMER,Rebecca Serle,Atria,Simon & Schuster,9.78198E+12,Hardcover Fiction,7/3/22,13
BATTLE FOR THE AMERICAN MIND,Pete Hegseth with David Goodwin,Broadside,HarperCollins,9.78006E+12,Hardcover Nonfiction,7/3/22,1
"I'D LIKE TO PLAY ALONE, PLEASE",Tom Segura,Grand Central,Grand Central,9.78154E+12,Hardcover Nonfiction,7/3/22,1
KILLING THE KILLERS,Bill O'Reilly and Martin Dugard,St. Martin's,Macmillan Publishers,9.78125E+12,Hardcover Nonfiction,7/3/22,7
JAMES PATTERSON,James Patterson,"Little, Brown",Hachette Book,9.78032E+12,Hardcover Nonfiction,7/3/22,2
HAPPY-GO-LUCKY,David Sedaris,"Little, Brown",Hachette Book,9.78032E+12,Hardcover Nonfiction,7/3/22,3
FINDING ME,Viola Davis,HarperOne,HarperCollins,9.78006E+12,Hardcover Nonfiction,7/3/22,8
RIVER OF THE GODS,Candice Millard,Doubleday,Penguin Random House,9.78039E+12,Hardcover Nonfiction,7/3/22,5
ROUGH DRAFT,Katy Tur,Atria/One Signal,Simon & Schuster,9.78198E+12,Hardcover Nonfiction,7/3/22,1
HOW TO RAISE AN ANTIRACIST,Ibram X. Kendi,One World,One World Publications,9.78059E+12,Hardcover Nonfiction,7/3/22,1
PHIL,Alan Shipnuck,Avid Reader,Simon & Schuster,9.78148E+12,Hardcover Nonfiction,7/3/22,5
GREENLIGHTS,Matthew McConaughey,Crown,Penguin Random House,9.78059E+12,Hardcover Nonfiction,7/3/22,73
THE END OF THE WORLD IS JUST THE BEGINNING,Peter Zeihan,Harper Business,HarperCollins,9.78006E+12,Hardcover Nonfiction,7/3/22,1
THE STORYTELLER,Dave Grohl,Dey Street,HarperCollins,9.78006E+12,Hardcover Nonfiction,7/3/22,32
CRYING IN H MART,Michelle Zauner,Knopf,Penguin Random House,9.78053E+12,Hardcover Nonfiction,7/3/22,48
SCARS AND STRIPES,Tim Kennedy and Nick Palmisciano,Atria,Simon & Schuster,9.78198E+12,Hardcover Nonfiction,7/3/22,2
IT ENDS WITH US,Colleen Hoover,Atria,Simon & Schuster,9.7815E+12,Trade Fiction Paperback,7/3/22,59
WHERE THE CRAWDADS SING,Delia Owens,Putnam,Penguin Random House,9.78074E+12,Trade Fiction Paperback,7/3/22,64
VERITY,Colleen Hoover,Grand Central,Grand Central,9.78154E+12,Trade Fiction Paperback,7/3/22,45
UGLY LOVE,Colleen Hoover,Atria,Simon & Schuster,9.78148E+12,Trade Fiction Paperback,7/3/22,47
THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid,Washington Square/Atria,Simon & Schuster,9.7815E+12,Trade Fiction Paperback,7/3/22,67
BOOK LOVERS,Emily Henry,Berkley,Penguin Random House,9.78059E+12,Trade Fiction Paperback,7/3/22,7
PEOPLE WE MEET ON VACATION,Emily Henry,Berkley,Penguin Random House,9.78198E+12,Trade Fiction Paperback,7/3/22,58
45239,Colleen Hoover,Atria,Simon & Schuster,9.7815E+12,Trade Fiction Paperback,7/3/22,31
ALL YOUR PERFECTS,Colleen Hoover,Atria,Simon & Schuster,9.7815E+12,Trade Fiction Paperback,7/3/22,9
BEACH READ,Emily Henry,Berkley,Penguin Random House,9.78198E+12,Trade Fiction Paperback,7/3/22,42
EVERY SUMMER AFTER,Carley Fortune,Berkley,Penguin Random House,9.78059E+12,Trade Fiction Paperback,7/3/22,2
MALIBU RISING,Taylor Jenkins Reid,Ballantine,Penguin Random House,9.78152E+12,Trade Fiction Paperback,7/3/22,5
THE SONG OF ACHILLES,Madeline Miller,Ecco,HarperCollins,9.78006E+12,Trade Fiction Paperback,7/3/22,87
THE SILENT PATIENT,Alex Michaelides,Celadon,Macmillan Publishers,9.78125E+12,Trade Fiction Paperback,7/3/22,44
WISH YOU WERE HERE,Jodi Picoult,Ballantine,Penguin Random House,9.78198E+12,Trade Fiction Paperback,7/3/22,1
THE BODY KEEPS THE SCORE,Bessel van der Kolk,Penguin,Penguin Random House,9.78014E+12,Paperback Nonfiction,7/3/22,191
EDUCATED,Tara Westover,Random House,Penguin Random House,9.7804E+12,Paperback Nonfiction,7/3/22,19
THE BOMBER MAFIA,Malcolm Gladwell,Back Bay,Hachette Book,9.78032E+12,Paperback Nonfiction,7/3/22,2
BRAIDING SWEETGRASS,Robin Wall Kimmerer,Milkweed Editions,Milkweed Editions,9.78157E+12,Paperback Nonfiction,7/3/22,114
ALL ABOUT LOVE,bell hooks,Morrow,HarperCollins,9.78006E+12,Paperback Nonfiction,7/3/22,28
TALKING TO STRANGERS,Malcolm Gladwell,Back Bay,Hachette Book,9.78032E+12,Paperback Nonfiction,7/3/22,38
KITCHEN CONFIDENTIAL,Anthony Bourdain,Ecco,HarperCollins,9.78006E+12,Paperback Nonfiction,7/3/22,80
