Title,Author,Publisher,Parent Group,Primary ISBN13,NYT List,NYT List Published Date,Weeks on NYT List
THIS TIME TOGETHER,Carol Burnett,Harmony,Penguin Random House,9.78031E+12,Hardcover Nonfiction,5/9/10,3
13 BANKERS,Simon Johnson and James Kwak,Pantheon,Penguin Random House,9.78031E+12,Hardcover Nonfiction,5/9/10,4
THE PACIFIC,Hugh Ambrose,NAL Caliber,,9.78045E+12,Hardcover Nonfiction,5/9/10,8
THE BRIDGE,David Remnick,Knopf,Penguin Random House,9.7814E+12,Hardcover Nonfiction,5/9/10,3
2010 TAKE BACK AMERICA,Dick Morris and Eileen McGann,Harper/HarperCollins,HarperCollins,9.78006E+12,Hardcover Nonfiction,5/9/10,2
THE BEDWETTER,Sarah Silverman,Harper/HarperCollins,HarperCollins,9.78006E+12,Hardcover Nonfiction,5/9/10,1
"CHANGE YOUR BRAIN, CHANGE YOUR BODY",Daniel G Amen,Harmony,Penguin Random House,9.78031E+12,Hardcover Nonfiction,5/9/10,7
COURAGE AND CONSEQUENCE,Karl Rove,Threshold Editions,Simon & Schuster,9.78144E+12,Hardcover Nonfiction,5/9/10,7
OUTLIERS,Malcolm Gladwell,"Little, Brown",Hachette Book,9.78032E+12,Hardcover Nonfiction,5/9/10,74
THE END OF WALL STREET,Roger Lowenstein,Penguin Press,Penguin Random House,9.78159E+12,Hardcover Nonfiction,5/9/10,2
AMERICAN CONSPIRACIES,Jesse Ventura with Dick Russell,Skyhorse,Skyhorse Publishing,9.7816E+12,Hardcover Nonfiction,5/9/10,7
THE IMMORTAL LIFE OF HENRIETTA LACKS,Rebecca Skloot,Crown,Penguin Random House,9.7814E+12,Hardcover Nonfiction,5/9/10,12
GAME CHANGE,John Heilemann and Mark Halperin,Harper/HarperCollins,HarperCollins,9.78006E+12,Hardcover Nonfiction,5/9/10,0
CYBER WAR,Richard A Clarke and Robert Knake,Ecco,HarperCollins,9.78006E+12,Hardcover Nonfiction,5/9/10,0
HAVE A LITTLE FAITH,Mitch Albom,Hyperion,Disney Publishing Worldwide,9.78079E+12,Hardcover Nonfiction,5/9/10,0
"WHEN I STOP TALKING, YOU'LL KNOW I'M DEAD",Jerry Weintraub with Rich Cohen,Twelve,Hachette Book,9.78045E+12,Hardcover Nonfiction,5/9/10,0
BORN TO RUN,Christopher McDougall,Knopf,Penguin Random House,9.78031E+12,Hardcover Nonfiction,5/9/10,0
THE GIRL WITH THE DRAGON TATTOO,Stieg Larsson,Vintage Crime/Black Lizard,Penguin Random House,9.78031E+12,Trade Fiction Paperback,5/9/10,44
THE GIRL WHO PLAYED WITH FIRE,Stieg Larsson,Vintage Crime/Black Lizard,Penguin Random House,9.78031E+12,Trade Fiction Paperback,5/9/10,5
LITTLE BEE,Chris Cleave,Simon & Schuster,Simon & Schuster,9.78142E+12,Trade Fiction Paperback,5/9/10,10
THE LAST SONG,Nicholas Sparks,Grand Central,Grand Central,9.78045E+12,Trade Fiction Paperback,5/9/10,13
THE HOST,Stephenie Meyer,"Back Bay/Little, Brown",Hachette Book,9.78032E+12,Trade Fiction Paperback,5/9/10,2
ALEX CROSS’S ‘TRIAL’,James Patterson and Richard DiLallo,Grand Central,Grand Central,9.78045E+12,Trade Fiction Paperback,5/9/10,3
A RELIABLE WIFE,Robert Goolrick,Algonquin,Algonquin Books,9.78157E+12,Trade Fiction Paperback,5/9/10,16
TINKERS,Paul Harding,Bellevue Literary Press,Bellevue Literary Press,9.78193E+12,Trade Fiction Paperback,5/9/10,1
SARAH’S KEY,Tatiana de Rosnay,St. Martin's Griffin,Macmillan Publishers,9.78031E+12,Trade Fiction Paperback,5/9/10,63
CUTTING FOR STONE,Abraham Verghese,Vintage,Penguin Random House,9.78038E+12,Trade Fiction Paperback,5/9/10,13
THE FORGOTTEN GARDEN,Kate Morton,Washington Square,Simon & Schuster,9.78142E+12,Trade Fiction Paperback,5/9/10,10
LOOK AGAIN,Lisa Scottoline,St. Martin's Griffin,Macmillan Publishers,9.78031E+12,Trade Fiction Paperback,5/9/10,11
THE SHACK,William P Young,Windblown Media,Windblown Media,9.78096E+12,Trade Fiction Paperback,5/9/10,101
THE ART OF RACING IN THE RAIN,Garth Stein,Harper Paperbacks,HarperCollins,9.78006E+12,Trade Fiction Paperback,5/9/10,46
THE 8TH CONFESSION,James Patterson and Maxine Paetro,Grand Central,Grand Central,9.78045E+12,Trade Fiction Paperback,5/9/10,9
THE LAST CHILD,John Hart,Minotaur,Simon & Schuster,9.78031E+12,Trade Fiction Paperback,5/9/10,7
THE TELLING,Beverly Lewis,Bethany House,,9.78076E+12,Trade Fiction Paperback,5/9/10,3
THE WHITE QUEEN,Philippa Gregory,Touchstone,Simon & Schuster,9.78142E+12,Trade Fiction Paperback,5/9/10,3
OLIVE KITTERIDGE,Elizabeth Strout,Random House,Penguin Random House,9.78081E+12,Trade Fiction Paperback,5/9/10,53
SHANGHAI GIRLS,Lisa See,Random House,Penguin Random House,9.78081E+12,Trade Fiction Paperback,5/9/10,12
CONSERVATIVE VICTORY,Sean Hannity,Harper,HarperCollins,9.78006E+12,Paperback Nonfiction,5/9/10,4
MENNONITE IN A LITTLE BLACK DRESS,Rhoda Janzen,Holt,Macmillan Publishers,9.78081E+12,Paperback Nonfiction,5/9/10,2
"ARE YOU THERE, VODKA? IT’S ME, CHELSEA",Chelsea Handler,Simon Spotlight Entertainment,Simon & Schuster,9.78142E+12,Paperback Nonfiction,5/9/10,17
"EAT, PRAY, LOVE",Elizabeth Gilbert,Penguin,Penguin Random House,9.78014E+12,Paperback Nonfiction,5/9/10,168
MY HORIZONTAL LIFE,Chelsea Handler,Bloomsbury,Bloomsbury Publishing,9.78158E+12,Paperback Nonfiction,5/9/10,78
THREE CUPS OF TEA,Greg Mortenson and David Oliver Relin,Penguin,Penguin Random House,9.78014E+12,Paperback Nonfiction,5/9/10,169
THE BLIND SIDE,Michael Lewis,Norton,Norton,9.78039E+12,Paperback Nonfiction,5/9/10,30
THE LOST CITY OF Z,David Grann,Vintage Departures,Penguin Random House,9.7814E+12,Paperback Nonfiction,5/9/10,13
BLINK,Malcolm Gladwell,"Back Bay/Little, Brown",Hachette Book,9.78032E+12,Paperback Nonfiction,5/9/10,132
FREAKONOMICS,Steven D Levitt and Stephen J Dubner,Harper Perennial,HarperCollins,9.78006E+12,Paperback Nonfiction,5/9/10,35
SAME KIND OF DIFFERENT AS ME,Ron Hall and Denver Moore with Lynn Vincent,Nelson,,9.78085E+12,Paperback Nonfiction,5/9/10,76
TIPPING POINT,Malcolm Gladwell,"Back Bay/Little, Brown",Hachette Book,9.78032E+12,Paperback Nonfiction,5/9/10,290
WITH THE OLD BREED,E B Sledge,Presidio,,9.78089E+12,Paperback Nonfiction,5/9/10,3
HELMET FOR MY PILLOW,Robert Leckie,Bantam,Penguin Random House,9.78055E+12,Paperback Nonfiction,5/9/10,7
A PATRIOT'S HISTORY OF THE UNITED STATES,Larry Schweikart and Michael Allen,Sentinel,Penguin Random House,9.7816E+12,Paperback Nonfiction,5/9/10,11
LIAR'S POKER,Michael Lewis,Norton,Norton,9.78039E+12,Paperback Nonfiction,5/9/10,25
THE GIRLS FROM AMES,Jeffrey Zaslow,Gotham,,9.78159E+12,Paperback Nonfiction,5/9/10,3
90 MINUTES IN HEAVEN,Don Piper with Cecil Murphey,Revell,,9.7808E+12,Paperback Nonfiction,5/9/10,174
IN DEFENSE OF FOOD,Michael Pollan,Penguin,Penguin Random House,9.78014E+12,Paperback Nonfiction,5/9/10,44
I HOPE THEY SERVE BEER IN HELL,Tucker Max,Citadel/Kensington,Kensington Publishing Corp.,9.78081E+12,Paperback Nonfiction,5/9/10,134
LEGO STAR WARS,Simon Beecroft,DK,Penguin Random House,9.78076E+12,Picture Books,5/9/10,19
POET EXTRAORDINAIRE!,Jane O’Connor,HarperCollins,HarperCollins,9.78006E+12,Picture Books,5/9/10,8
THE LION AND THE MOUSE,Jerry Pinkney,"Little, Brown",Hachette Book,9.78032E+12,Picture Books,5/9/10,25
THE EARTH BOOK,Todd Parr,"Megan Tingley/Little, Brown",Hachette Book,9.78032E+12,Picture Books,5/9/10,1
LISTEN TO THE WIND: THE STORY OF DR. GREG AND THREE CUPS OF TEA,Greg Mortenson and Susan L Roth,Dial/Penguin,,9.7808E+12,Picture Books,5/9/10,52
PARTY ANIMALS,Kathie Lee Gifford,Running Press,Hachette Book,9.78076E+12,Picture Books,5/9/10,1
PETE THE CAT: I LOVE MY WHITE SHOES,Eric Litwin,Harper/HarperCollins,HarperCollins,9.78006E+12,Picture Books,5/9/10,2
GALLOP!,Rufus Butler Seder,Workman,Hachette Book,9.78076E+12,Picture Books,5/9/10,112
MY GARDEN,Kevin Henkes,Greenwillow/HarperCollins,,9.78006E+12,Picture Books,5/9/10,8
WADDLE!,Rufus Butler Seder,Workman,Hachette Book,9.78076E+12,Picture Books,5/9/10,31
DIARY OF A WIMPY KID,and   Jeff Kinney,Abrams,Abrams,9.78081E+12,Series Books,5/9/10,67
PERCY JACKSON & THE OLYMPIANS,Rick Riordan,Disney-Hyperion,Disney Publishing Worldwide,9.78142E+12,Series Books,5/9/10,146
THE TWILIGHT SAGA,Stephenie Meyer,"Megan Tingley/Little, Brown",Hachette Book,9.78032E+12,Series Books,5/9/10,142
THE 39 CLUES,various authors,Scholastic,Scholastic,9.78055E+12,Series Books,5/9/10,42
HOW TO TRAIN YOUR DRAGON,Cressida Cowell,"Little, Brown",Hachette Book,9.78006E+12,Series Books,5/9/10,7
WICKED LOVELY,Melissa Marr,"Bowen Press/HarperCollins hardcover, HarperTeen paper",,9.78006E+12,Series Books,5/9/10,3
DARKEST POWERS,Kelley Armstrong,"Harper/HarperCollins, hardcover and paper",,9.78006E+12,Series Books,5/9/10,3
WARRIORS,Erin Hunter,HarperCollins,HarperCollins,9.78006E+12,Series Books,5/9/10,85
HOUSE OF NIGHT,PC Cast and Kristin Cast,St. Martin's,Macmillan Publishers,9.78031E+12,Series Books,5/9/10,86
MAXIMUM RIDE,James Patterson,"Little, Brown",Hachette Book,9.78032E+12,Series Books,5/9/10,62
CAUGHT,Harlan Coben,Dutton,Penguin Random House,9.78053E+12,Hardcover Fiction,4/11/10,1
THE HELP,Kathryn Stockett,Amy Einhorn/Putnam,Penhuin Random House,9.7804E+12,Hardcover Fiction,4/11/10,52
HOUSE RULES,Jodi Picoult,Atria,Simon & Schuster,9.78074E+12,Hardcover Fiction,4/11/10,4
THE SILENT SEA,Clive Cussler and Jack Du Brul,Putnam,Penguin Random House,9.7804E+12,Hardcover Fiction,4/11/10,3
BITE ME,Christopher Moore,Morrow/HarperCollins,,9.78006E+12,Hardcover Fiction,4/11/10,1
ABRAHAM LINCOLN: VAMPIRE HUNTER,Seth Grahame-Smith,Grand Central,Grand Central,9.78045E+12,Hardcover Fiction,4/11/10,4
MATTERHORN,Karl Marlantes,El León Literary Arts/Atlantic Monthly,,9.7808E+12,Hardcover Fiction,4/11/10,1
THINK TWICE,Lisa Scottoline,St. Martin's,Macmillan Publishers,9.78031E+12,Hardcover Fiction,4/11/10,2
SHATTERED,Karen Robards,Putnam,Penguin Random House,9.7804E+12,Hardcover Fiction,4/11/10,1
ANGELOLOGY,Danielle Trussoni,Viking,Penguin Random House,9.78067E+12,Hardcover Fiction,4/11/10,3
WORST CASE,James Patterson and Michael Ledwidge,"Little, Brown",Hachette Book,9.78032E+12,Hardcover Fiction,4/11/10,8
THE MAPPING OF LOVE AND DEATH,Jacqueline Winspear,Harper/HarperCollins,HarperCollins,9.78006E+12,Hardcover Fiction,4/11/10,1
SPLIT IMAGE,Robert B Parker,Putnam,Penguin Random House,9.7804E+12,Hardcover Fiction,4/11/10,5
THE LOST SYMBOL,Dan Brown,Doubleday,Penguin Random House,9.78039E+12,Hardcover Fiction,4/11/10,28
DEEP SHADOW,Randy Wayne White,Putnam,Penguin Random House,9.7804E+12,Hardcover Fiction,4/11/10,3
THE THREE WEISSMANNS OF WESTPORT,Cathleen Schine,"Sarah Crichton/Farrar, Straus & Giroux",,9.78037E+12,Hardcover Fiction,4/11/10,3
BIG GIRL,Danielle Steel,Delacorte,Penguin Random House,9.78039E+12,Hardcover Fiction,4/11/10,0
BACKLASH,Aaron Allston,Del Rey/Ballantine/Lucas,,9.78035E+12,Hardcover Fiction,4/11/10,0
THE POSTMISTRESS,Sarah Blake,Amy Einhorn/Putnam,Penhuin Random House,9.7804E+12,Hardcover Fiction,4/11/10,0
HER MOTHER'S HOPE,Francine Rivers,Tyndale House,,9.78141E+12,Hardcover Fiction,4/11/10,0
THE BIG SHORT,Michael Lewis,Norton,Norton,9.78039E+12,Hardcover Nonfiction,4/11/10,2
CHELSEA CHELSEA BANG BANG,Chelsea Handler,Grand Central,Grand Central,9.78045E+12,Hardcover Nonfiction,4/11/10,3
THE PACIFIC,Hugh Ambrose,NAL Caliber,,9.78045E+12,Hardcover Nonfiction,4/11/10,4
"CHANGE YOUR BRAIN, CHANGE YOUR BODY",Daniel G Amen,Harmony,Penguin Random House,9.78031E+12,Hardcover Nonfiction,4/11/10,3
COURAGE AND CONSEQUENCE,Karl Rove,Threshold Editions,Simon & Schuster,9.78144E+12,Hardcover Nonfiction,4/11/10,3
AMERICAN CONSPIRACIES,Jesse Ventura with Dick Russell,Skyhorse,Skyhorse Publishing,9.7816E+12,Hardcover Nonfiction,4/11/10,3
GAME CHANGE,John Heilemann and Mark Halperin,Harper/HarperCollins,HarperCollins,9.78006E+12,Hardcover Nonfiction,4/11/10,11
THE IMMORTAL LIFE OF HENRIETTA LACKS,Rebecca Skloot,Crown,Penguin Random House,9.7814E+12,Hardcover Nonfiction,4/11/10,8
NO APOLOGY,Mitt Romney,St. Martin's,Macmillan Publishers,9.78031E+12,Hardcover Nonfiction,4/11/10,4
HAVE A LITTLE FAITH,Mitch Albom,Hyperion,Disney Publishing Worldwide,9.78079E+12,Hardcover Nonfiction,4/11/10,25
"WHERE MERCY IS SHOWN, MERCY IS GIVEN",Duane Chapman with Laura Morton,Hyperion,Disney Publishing Worldwide,9.7814E+12,Hardcover Nonfiction,4/11/10,2
OUTLIERS,Malcolm Gladwell,"Little, Brown",Hachette Book,9.78032E+12,Hardcover Nonfiction,4/11/10,71
LIES THE GOVERNMENT TOLD YOU,Andrew P Napolitano,Thomas Nelson,HarperCollins,9.7816E+12,Hardcover Nonfiction,4/11/10,2
THE DEVIL’S CASINO,Vicky Ward,Wiley,,9.78047E+12,Hardcover Nonfiction,4/11/10,1
STONES INTO SCHOOLS,Greg Mortenson,Viking,Penguin Random House,9.78067E+12,Hardcover Nonfiction,4/11/10,16
THE DEATH AND LIFE OF THE GREAT AMERICAN SCHOOL SYSTEM,Diane Ravitch,Basic,Perseus Books,9.78047E+12,Hardcover Nonfiction,4/11/10,1
DRIVE,Daniel H Pink,Riverhead,Penguin Random House,9.78159E+12,Hardcover Nonfiction,4/11/10,0
BORN TO RUN,Christopher McDougall,Knopf,Penguin Random House,9.78031E+12,Hardcover Nonfiction,4/11/10,0
SON OF HAMAS,Mosab Hassan Yousef with Ron Brackin,SaltRiver/Tyndale House,,9.78141E+12,Hardcover Nonfiction,4/11/10,0
COMMITTED,Elizabeth Gilbert,Viking,Penguin Random House,9.78067E+12,Hardcover Nonfiction,4/11/10,0
THE GIRL WHO PLAYED WITH FIRE,Stieg Larsson,Vintage Crime/Black Lizard,Penguin Random House,9.78031E+12,Trade Fiction Paperback,4/11/10,1
THE GIRL WITH THE DRAGON TATTOO,Stieg Larsson,Vintage Crime/Black Lizard,Penguin Random House,9.78031E+12,Trade Fiction Paperback,4/11/10,40
THE LAST SONG,Nicholas Sparks,Grand Central,Grand Central,9.78045E+12,Trade Fiction Paperback,4/11/10,9
LITTLE BEE,Chris Cleave,Simon & Schuster,Simon & Schuster,9.78142E+12,Trade Fiction Paperback,4/11/10,6
A RELIABLE WIFE,Robert Goolrick,Algonquin,Algonquin Books,9.78157E+12,Trade Fiction Paperback,4/11/10,12
LOOK AGAIN,Lisa Scottoline,St. Martin's Griffin,Macmillan Publishers,9.78031E+12,Trade Fiction Paperback,4/11/10,7
THE LAST CHILD,John Hart,Minotaur,Simon & Schuster,9.78031E+12,Trade Fiction Paperback,4/11/10,3
TAKE THREE,Karen Kingsbury,Zondervan,HarperCollins,9.78031E+12,Trade Fiction Paperback,4/11/10,1
THE 8TH CONFESSION,James Patterson and Maxine Paetro,Grand Central,Grand Central,9.78045E+12,Trade Fiction Paperback,4/11/10,5
THE ART OF RACING IN THE RAIN,Garth Stein,Harper Paperbacks,HarperCollins,9.78006E+12,Trade Fiction Paperback,4/11/10,42
CUTTING FOR STONE,Abraham Verghese,Vintage,Penguin Random House,9.78038E+12,Trade Fiction Paperback,4/11/10,9
THE SHACK,William P Young,Windblown Media,Windblown Media,9.78096E+12,Trade Fiction Paperback,4/11/10,97
SARAH’S KEY,Tatiana de Rosnay,St. Martin's Griffin,Macmillan Publishers,9.78031E+12,Trade Fiction Paperback,4/11/10,59
SHANGHAI GIRLS,Lisa See,Random House,Penguin Random House,9.78081E+12,Trade Fiction Paperback,4/11/10,8
THE FORGOTTEN GARDEN,Kate Morton,Washington Square,Simon & Schuster,9.78142E+12,Trade Fiction Paperback,4/11/10,6
OLIVE KITTERIDGE,Elizabeth Strout,Random House,Penguin Random House,9.78081E+12,Trade Fiction Paperback,4/11/10,49
THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY,Mary Ann Shaffer and Annie Barrows,Dial,Penguin Random House,9.78039E+12,Trade Fiction Paperback,4/11/10,47
BROOKLYN,Colm Toibin,Scribner,Simon & Schuster,9.78144E+12,Trade Fiction Paperback,4/11/10,3
THE ELEGANCE OF THE HEDGEHOG,Muriel Barbery,Europa,,9.78193E+12,Trade Fiction Paperback,4/11/10,59
PUSH,Sapphire,Vintage,Penguin Random House,9.78068E+12,Trade Fiction Paperback,4/11/10,31
THE BLIND SIDE,Michael Lewis,Norton,Norton,9.78039E+12,Paperback Nonfiction,4/11/10,26
"ARE YOU THERE, VODKA? IT’S ME, CHELSEA",Chelsea Handler,Simon Spotlight Entertainment,Simon & Schuster,9.78142E+12,Paperback Nonfiction,4/11/10,13
"EAT, PRAY, LOVE",Elizabeth Gilbert,Penguin,Penguin Random House,9.78014E+12,Paperback Nonfiction,4/11/10,164
MY HORIZONTAL LIFE,Chelsea Handler,Bloomsbury,Bloomsbury Publishing,9.78158E+12,Paperback Nonfiction,4/11/10,74
A PATRIOT'S HISTORY OF THE UNITED STATES,Larry Schweikart and Michael Allen,Sentinel,Penguin Random House,9.7816E+12,Paperback Nonfiction,4/11/10,7
THREE CUPS OF TEA,Greg Mortenson and David Oliver Relin,Penguin,Penguin Random House,9.78014E+12,Paperback Nonfiction,4/11/10,165
THE LOST CITY OF Z,David Grann,Vintage Departures,Penguin Random House,9.7814E+12,Paperback Nonfiction,4/11/10,9
TIPPING POINT,Malcolm Gladwell,"Back Bay/Little, Brown",Hachette Book,9.78032E+12,Paperback Nonfiction,4/11/10,286
BLINK,Malcolm Gladwell,"Back Bay/Little, Brown",Hachette Book,9.78032E+12,Paperback Nonfiction,4/11/10,128
LIAR'S POKER,Michael Lewis,Norton,Norton,9.78039E+12,Paperback Nonfiction,4/11/10,21
FREAKONOMICS,Steven D Levitt and Stephen J Dubner,Harper Perennial,HarperCollins,9.78006E+12,Paperback Nonfiction,4/11/10,31
I HOPE THEY SERVE BEER IN HELL,Tucker Max,Citadel/Kensington,Kensington Publishing Corp.,9.78081E+12,Paperback Nonfiction,4/11/10,130
THE SURVIVORS CLUB,Ben Sherwood,Grand Central,Grand Central,9.78045E+12,Paperback Nonfiction,4/11/10,7
HELMET FOR MY PILLOW,Robert Leckie,Bantam,Penguin Random House,9.78055E+12,Paperback Nonfiction,4/11/10,3
"JESUS, INTERRUPTED",Bart D Ehrman,HarperOne/HarperCollins,HarperCollins,9.78006E+12,Paperback Nonfiction,4/11/10,2
IN DEFENSE OF FOOD,Michael Pollan,Penguin,Penguin Random House,9.78014E+12,Paperback Nonfiction,4/11/10,42
THE OMNIVORE’S DILEMMA,Michael Pollan,Penguin,Penguin Random House,9.78014E+12,Paperback Nonfiction,4/11/10,130
90 MINUTES IN HEAVEN,Don Piper with Cecil Murphey,Revell,,9.7808E+12,Paperback Nonfiction,4/11/10,170
COLUMBINE,Dave Cullen,Twelve,Hachette Book,9.78045E+12,Paperback Nonfiction,4/11/10,4
A PEOPLE'S HISTORY OF THE UNITED STATES: 1492 TO PRESENT,Howard Zinn,Harper Perennial,HarperCollins,9.78006E+12,Paperback Nonfiction,4/11/10,9
THE EASTER EGG,Jan Brett,Putnam,Penguin Random House,9.7804E+12,Picture Books,4/11/10,7
LEGO STAR WARS,Simon Beecroft,DK,Penguin Random House,9.78076E+12,Picture Books,4/11/10,15
DISNEY’S ALICE IN WONDERLAND: THE VISUAL GUIDE,Jo Casey and Laura Gilbert,DK,Penguin Random House,9.78076E+12,Picture Books,4/11/10,5
THE LION AND THE MOUSE,Jerry Pinkney,"Little, Brown",Hachette Book,9.78032E+12,Picture Books,4/11/10,21
POET EXTRAORDINAIRE!,Jane O’Connor,HarperCollins,HarperCollins,9.78006E+12,Picture Books,4/11/10,4
WADDLE!,Rufus Butler Seder,Workman,Hachette Book,9.78076E+12,Picture Books,4/11/10,28
MY GARDEN,Kevin Henkes,Greenwillow/HarperCollins,,9.78006E+12,Picture Books,4/11/10,4
GALLOP!,Rufus Butler Seder,Workman,Hachette Book,9.78076E+12,Picture Books,4/11/10,108
THE JELLYBEANS AND THE BIG BOOK BONANZA,Laura Numeroff and  Nate Evans,Abrams,Abrams,9.78081E+12,Picture Books,4/11/10,2
OLLIE'S EASTER EGGS,Olivier Dunrea,Houghton Mifflin Harcourt,Houghton Mifflin Harcourt,9.78062E+12,Picture Books,4/11/10,1
DIARY OF A WIMPY KID,and   Jeff Kinney,Abrams,Abrams,9.78081E+12,Series Books,4/11/10,63
PERCY JACKSON & THE OLYMPIANS,Rick Riordan,Disney-Hyperion,Disney Publishing Worldwide,9.78142E+12,Series Books,4/11/10,142
THE TWILIGHT SAGA,Stephenie Meyer,"Megan Tingley/Little, Brown",Hachette Book,9.78032E+12,Series Books,4/11/10,138
FABLEHAVEN,Brandon Mull,"Shadow Mountain/Aladdin, hardcover and paperback",,9.78161E+12,Series Books,4/11/10,9
MAXIMUM RIDE,James Patterson,"Little, Brown",Hachette Book,9.78032E+12,Series Books,4/11/10,58
WARRIORS,Erin Hunter,HarperCollins,HarperCollins,9.78006E+12,Series Books,4/11/10,81
VAMPIRE DIARIES,L J Smith,HarperTeen,HarperCollins,9.78006E+12,Series Books,4/11/10,48
HOW TO TRAIN YOUR DRAGON,Cressida Cowell,"Little, Brown",Hachette Book,9.78032E+12,Series Books,4/11/10,3
THE CLIQUE,Lisi Harrison,"Poppy/Little, Brown, paper only",,9.78032E+12,Series Books,4/11/10,18
HOUSE OF NIGHT,PC Cast and Kristin Cast,St. Martin's,Macmillan Publishers,9.78031E+12,Series Books,4/11/10,83
FANTASY IN DEATH,J D Robb,Putnam,Penguin Random House,9.7804E+12,Hardcover Fiction,3/14/10,1
THE HELP,Kathryn Stockett,Amy Einhorn/Putnam,Penhuin Random House,9.7804E+12,Hardcover Fiction,3/14/10,48
BLACK MAGIC SANCTION,Kim Harrison,Eos/HarperCollins,,9.78006E+12,Hardcover Fiction,3/14/10,1
SPLIT IMAGE,Robert B Parker,Putnam,Penguin Random House,9.7804E+12,Hardcover Fiction,3/14/10,1
BIG GIRL,Danielle Steel,Delacorte,Penguin Random House,9.78039E+12,Hardcover Fiction,3/14/10,1
WORST CASE,James Patterson and Michael Ledwidge,"Little, Brown",Hachette Book,9.78032E+12,Hardcover Fiction,3/14/10,4
THE MAN FROM BEIJING,Henning Mankell,Knopf,Penguin Random House,9.78031E+12,Hardcover Fiction,3/14/10,2
THE LOST SYMBOL,Dan Brown,Doubleday,Penguin Random House,9.78039E+12,Hardcover Fiction,3/14/10,24
WINTER GARDEN,Kristin Hannah,St. Martin's,Macmillan Publishers,9.78031E+12,Hardcover Fiction,3/14/10,4
THE POSTMISTRESS,Sarah Blake,Amy Einhorn/Putnam,Penhuin Random House,9.7804E+12,Hardcover Fiction,3/14/10,3
APPLE TURNOVER MURDER,Joanne Fluke,Kensington,Kensington Publishing Corp.,9.78076E+12,Hardcover Fiction,3/14/10,1
POOR LITTLE BITCH GIRL,Jackie Collins,St. Martin's,Macmillan Publishers,9.78031E+12,Hardcover Fiction,3/14/10,3
THE GIRL WHO PLAYED WITH FIRE,Stieg Larsson,Knopf,Penguin Random House,9.78031E+12,Hardcover Fiction,3/14/10,20
FLIRT,Laurell K Hamilton,Berkley,Penguin Random House,9.78043E+12,Hardcover Fiction,3/14/10,4
HORNS,Joe Hill,Morrow/HarperCollins,,9.78006E+12,Hardcover Fiction,3/14/10,2
"BRAVA, VALENTINE",Adriana Trigiani,Harper/HarperCollins,HarperCollins,9.78006E+12,Hardcover Fiction,3/14/10,3
KISSER,Stuart Woods,Putnam,Penguin Random House,9.7804E+12,Hardcover Fiction,3/14/10,0
THE THREE WEISSMANNS OF WESTPORT,Cathleen Schine,"Sarah Crichton/Farrar, Straus & Giroux",,9.78037E+12,Hardcover Fiction,3/14/10,0
THE MIDNIGHT HOUSE,Alex Berenson,Putnam,Penguin Random House,9.7804E+12,Hardcover Fiction,3/14/10,0
THE LAST SURGEON,Michael Palmer,St. Martin's,Macmillan Publishers,9.78031E+12,Hardcover Fiction,3/14/10,0
GAME CHANGE,John Heilemann and Mark Halperin,Harper/HarperCollins,HarperCollins,9.78006E+12,Hardcover Nonfiction,3/14/10,7
THE IMMORTAL LIFE OF HENRIETTA LACKS,Rebecca Skloot,Crown,Penguin Random House,9.7814E+12,Hardcover Nonfiction,3/14/10,4
I AM OZZY,Ozzy Osbourne with Chris Ayres,Grand Central,Grand Central,9.78045E+12,Hardcover Nonfiction,3/14/10,5
THE POLITICIAN,Andrew Young,Thomas Dunne/St. Martin’s,Macmillan Publishers,9.78031E+12,Hardcover Nonfiction,3/14/10,5
HAVE A LITTLE FAITH,Mitch Albom,Hyperion,Disney Publishing Worldwide,9.78079E+12,Hardcover Nonfiction,3/14/10,22
THE CHECKLIST MANIFESTO,Atul Gawande,Metropolitan/Holt,,9.78081E+12,Hardcover Nonfiction,3/14/10,8
OUTLIERS,Malcolm Gladwell,"Little, Brown",Hachette Book,9.78032E+12,Hardcover Nonfiction,3/14/10,67
WILLIE MAYS,James S Hirsch,Scribner,Simon & Schuster,9.78142E+12,Hardcover Nonfiction,3/14/10,3
COMMITTED,Elizabeth Gilbert,Viking,Penguin Random House,9.78067E+12,Hardcover Nonfiction,3/14/10,8
STONES INTO SCHOOLS,Greg Mortenson,Viking,Penguin Random House,9.78067E+12,Hardcover Nonfiction,3/14/10,13
MAKING ROUNDS WITH OSCAR,David Dosa,Hyperion,Disney Publishing Worldwide,9.7814E+12,Hardcover Nonfiction,3/14/10,4
ON THE BRINK,Henry M Paulson Jr,Grand Central,Grand Central,9.78045E+12,Hardcover Nonfiction,3/14/10,4
DRIVE,Daniel H Pink,Riverhead,Penguin Random House,9.78159E+12,Hardcover Nonfiction,3/14/10,7
MAKING TOAST,Roger Rosenblatt,Ecco/HarperCollins,,9.78006E+12,Hardcover Nonfiction,3/14/10,1
STAYING TRUE,Jenny Sanford,Ballantine,Penguin Random House,9.78035E+12,Hardcover Nonfiction,3/14/10,4
"CHANGE YOUR BRAIN, CHANGE YOUR BODY",Daniel G Amen,Harmony,Penguin Random House,9.78031E+12,Hardcover Nonfiction,3/14/10,0
